weight logl Mphi g si norm mntot
0.000000000000000000e+00 -1.533563850504198854e+03 6.169543507552528006e+00 1.061594966056023928e-03 3.470591186606863499e+00 1.689016676756037327e+01 1.093505560433670892e-01
0.000000000000000000e+00 -1.501863723412315721e+03 5.164887896115638810e+00 1.372045518571346576e-03 3.401869279695519666e+00 1.898910641188218307e+01 1.147031865799946759e-01
0.000000000000000000e+00 -1.487711617167367876e+03 2.971895318346255088e+00 2.690123387084586599e-03 3.459425164776404493e+00 1.640291543319481704e+01 1.221236503107136773e-01
0.000000000000000000e+00 -1.472108074624249639e+03 1.028781561033435388e+01 4.058086339522646441e-02 3.455659955665097982e+00 1.640246026557328918e+01 6.673359102629296269e-02
0.000000000000000000e+00 -1.436117759029290028e+03 1.081314254961332999e+01 1.377477846146499653e-04 3.465238218031223560e+00 1.553498916582912770e+01 1.105855762959083166e-01
0.000000000000000000e+00 -1.349482264964392471e+03 2.921779793272681891e-01 9.874745575138716910e-03 3.361015625824862685e+00 1.925825368688096262e+01 1.165565079576384028e-01
0.000000000000000000e+00 -1.285942246472442548e+03 2.956072271070770530e+00 2.030523814406944450e-03 3.361997464706205641e+00 1.659938652434416184e+01 8.987395288855277997e-02
0.000000000000000000e+00 -1.257410444860077405e+03 2.589197294677909045e-01 2.099560012933654192e-04 3.345672427723012987e+00 1.683828276295493964e+01 9.738422220679665564e-02
0.000000000000000000e+00 -1.250497654798303074e+03 7.071249248200814463e+01 2.972625275175017003e-04 3.451932476780514847e+00 1.327994215499728980e+01 1.000371122714216743e-01
0.000000000000000000e+00 -1.219633249307762298e+03 1.460153499080880124e+01 2.308448952131483356e-04 3.256921354494124010e+00 1.962694649288610194e+01 1.107768626396062467e-01
0.000000000000000000e+00 -1.215700293790650676e+03 2.810241421296184594e-01 8.676357688240298946e-03 3.356757254039965943e+00 1.827939555362486601e+01 8.230721565934133455e-02
0.000000000000000000e+00 -1.151582428678225369e+03 8.518502430357391120e+01 1.204958930055456956e-01 3.366538127939428193e+00 1.447443850009095101e+01 1.219317675760777098e-01
0.000000000000000000e+00 -1.046442039588853277e+03 3.566976710486485791e-02 7.330310146921459194e-04 3.368148918959047222e+00 1.294016759055919863e+01 6.723731201082153164e-02
0.000000000000000000e+00 -1.037315730852815477e+03 8.969290682825787897e+00 1.871970970799408888e-03 3.297088401774908029e+00 1.495053909629193356e+01 1.246857110289081305e-01
0.000000000000000000e+00 -1.000057411849480218e+03 1.188309735452854454e+01 3.468942781695558836e-02 3.459732094936874169e+00 1.001899926124527340e+01 1.401238544163854460e-01
0.000000000000000000e+00 -9.862929684678314288e+02 6.082291253766707040e-02 1.204685241203032011e-04 3.248929768321906941e+00 1.578497826804715842e+01 1.381711054904605218e-01
0.000000000000000000e+00 -9.812232995364541921e+02 1.610826821142847587e+00 9.940909971011375416e-04 3.298937864123871577e+00 1.769819119172801791e+01 1.496874809581044130e-01
0.000000000000000000e+00 -9.706161542762278032e+02 2.011586493305566847e+01 1.939901332150510823e-04 3.246799360375781873e+00 1.559997450727126100e+01 1.021784799676267175e-01
0.000000000000000000e+00 -9.475971740214012016e+02 9.690381420534498469e-01 1.134188232055533376e-03 3.409607792661562442e+00 1.176512413329108497e+01 6.448204888011271896e-02
0.000000000000000000e+00 -9.415849416655730693e+02 1.791256148281464844e-01 2.362198348900621751e-03 3.426948303349929059e+00 1.013575045703449895e+01 1.412528786260097147e-01
0.000000000000000000e+00 -9.343693158384262460e+02 2.005352894882109549e+00 5.832854826356650979e-02 3.382591293498021123e+00 1.874626215115651107e+01 8.965737212751750951e-02
0.000000000000000000e+00 -9.267212216939869904e+02 1.466591533466184849e+01 7.883209270291129936e-04 3.210662362782203960e+00 1.610871941250313455e+01 8.680163222117845412e-02
0.000000000000000000e+00 -9.090546488235345350e+02 9.396453426178787538e+01 1.561737393621231583e-04 3.373144202782672352e+00 1.103216448743564548e+01 9.845196151404839169e-02
0.000000000000000000e+00 -8.991181144898771436e+02 1.020059370075724559e+00 2.100301598070093614e-03 3.282956194970040542e+00 1.544440784488696750e+01 8.413654794747824073e-02
0.000000000000000000e+00 -8.518585832975415997e+02 9.938330751832555165e+01 6.564382143584371887e-01 3.372076298166517105e+00 1.035786995574852831e+01 7.947759843713586569e-02
0.000000000000000000e+00 -8.479703334317240433e+02 3.581709776148267022e+00 3.140401702505800407e-04 3.319306274869453510e+00 1.156748171364032096e+01 1.089590793329316687e-01
0.000000000000000000e+00 -8.394827336617121318e+02 5.514259574021409094e+01 9.938240342133196348e-02 3.370928695310424494e+00 1.024575693343152061e+01 1.210951549456513177e-01
0.000000000000000000e+00 -8.380147198681997907e+02 3.379418927093801095e+00 3.338693527760673921e-03 3.138390187245396756e+00 1.692619238708188334e+01 1.356145506100878140e-01
0.000000000000000000e+00 -8.315416629248442177e+02 1.711499507874357784e+00 2.226912135518392677e-03 3.248350953714992606e+00 1.387242770373623912e+01 5.943646743663452692e-02
0.000000000000000000e+00 -8.313505410595959120e+02 1.163207696479254061e+01 7.783207501040487414e-04 3.422238061558641409e+00 9.016434272106273795e+00 1.416604864472938152e-01
0.000000000000000000e+00 -7.912061251823943167e+02 2.204345592800345255e+00 5.977055632184523348e-02 3.221321422981398008e+00 1.915639799415101052e+01 8.540053497083696654e-02
0.000000000000000000e+00 -7.845374323933682490e+02 5.254023684356046608e+00 3.935677537184948532e-02 3.478851969001915734e+00 7.413775422485729294e+00 1.079229987724306117e-01
0.000000000000000000e+00 -7.660198063154177817e+02 1.207633671454918095e-01 2.121991719195818072e-03 3.329307794042191571e+00 1.033563463385002734e+01 7.019995575673899924e-02
7.546603950256168708e-311 -7.232415569571535343e+02 6.892389782539562759e+01 9.075353203269739344e-04 3.012579281475118442e+00 1.969245490665156595e+01 1.458904583054452808e-01
4.934935952190484663e-308 -7.167560596378036735e+02 1.940640174210334079e+00 9.232432750948542551e-04 3.123539900275051462e+00 1.576431973078279647e+01 1.354432113651562741e-01
1.252047343702556338e-306 -7.135199490599153478e+02 1.339543814452555992e+00 2.117419043230460982e-04 3.218891283664105707e+00 1.430772719425892525e+01 7.898585524771409294e-02
3.744167714303465673e-303 -7.055142745142560443e+02 5.368594626890978161e-02 1.588595561122055702e-02 3.458146055592405954e+00 1.680998521156215730e+01 9.976860078824734135e-02
2.855032830374379281e-300 -6.988751352460756152e+02 8.282616290753276544e+00 7.546700755391129445e-02 3.084315596713474328e+00 1.633710523588354135e+01 1.116831443209693464e-01
4.744253148006929970e-300 -6.983647845663797398e+02 1.015823415235570376e-01 1.649969026259068424e-04 3.054243018938987753e+00 1.751433329961241014e+01 7.066169896587841392e-02
1.116241214620629223e-295 -6.882963261406657693e+02 1.891138256066362544e+01 4.212958044574121458e-03 3.004861978602012762e+00 1.920502962010020553e+01 1.182861879886343281e-01
1.932491623657429205e-286 -6.670217171194456114e+02 4.445228065813550700e+01 3.306199957694396230e-01 3.259918119886854093e+00 1.071760681815166905e+01 7.607127904420149522e-02
9.424705577854576451e-284 -6.608295226060459981e+02 9.756873087624970964e+00 2.901762707388952020e-02 3.084777273078358917e+00 1.562699868101445588e+01 1.178969919116176907e-01
3.490478682909468307e-273 -6.364918821922980214e+02 3.007356788435000983e+00 3.969041716030693480e-03 2.947608039167162186e+00 1.999549857454653079e+01 9.623764672579340762e-02
2.040072193568581050e-272 -6.347238507883055263e+02 4.575241210161708594e+00 7.709399350154569862e-03 3.462384159404186867e+00 6.324555036804801134e+00 9.531307997063973025e-02
7.878786653868450285e-269 -6.264624067914789975e+02 5.829224885189205480e-02 1.110442295715856689e-02 3.306006887188691401e+00 1.134348261972058403e+01 1.458276440522674189e-01
1.600341841613157887e-268 -6.257512783551296707e+02 1.216566890988087929e-01 1.204482367394514434e-04 2.981135881710305746e+00 1.872680886638100262e+01 1.076772349907391679e-01
1.082248482420337546e-258 -6.031141038775290326e+02 2.626452905577360220e+00 1.107085756374068530e-01 3.481468728061730467e+00 1.336556401980412545e+01 1.233765621588207989e-01
3.918228534902848211e-257 -5.995224199423277014e+02 3.948553869955928519e+01 1.492957882812079654e-02 3.245027158920144039e+00 1.014587683454718281e+01 1.160283239530846555e-01
2.111436605449815788e-249 -5.817175102742022545e+02 6.217784753434466710e-02 1.871096569570111431e-02 3.438250505094011977e+00 1.811352048064291864e+01 1.303440236090644966e-01
1.729302346530025979e-236 -5.519810545774804496e+02 5.383876605676241667e+01 5.293885872949079035e-04 3.042576933637305636e+00 1.494633943919466468e+01 6.710448419645032025e-02
2.621033303109682260e-235 -5.492601189132385571e+02 7.477107044986159679e+01 1.167065534548079875e-02 3.358061207720570263e+00 7.248925725268440701e+00 8.984277867087017699e-02
