norm alpha beta
2.881304163010944386e+00 2.761037928314892476e+00 5.447249050341942400e-01
2.749027220507748837e+00 2.767536300349668466e+00 6.013893071323794803e-01
2.975158970727413088e+00 2.664071710543847615e+00 5.193342197346098033e-01
2.817092291584457620e+00 2.645442789524480531e+00 3.978751140379686024e-01
2.566112433319143182e+00 2.853069561403797749e+00 6.634533489862414202e-01
2.668144114549670931e+00 2.622317978882663159e+00 5.256319703279306310e-01
2.793645000491831620e+00 2.574291246230135055e+00 4.226589814101917031e-01
2.175565617454087164e+00 2.650517833195411566e+00 2.508647248001369956e-01
2.475453375969619341e+00 2.884157645179054263e+00 4.754417756433211850e-01
2.349851470704600320e+00 2.600029179761215836e+00 1.264219793672227699e-01
3.130705689472722320e+00 2.548340155081905145e+00 3.081050704602779078e-01
3.637696042062993129e+00 2.719065999749862073e+00 7.206075383930035105e-01
2.724464449501721397e+00 2.533942686736809335e+00 3.847085537183164705e-01
3.126851995739373891e+00 2.807737319051309743e+00 6.375032301546816882e-01
2.138502094163894363e+00 2.673584020455642030e+00 2.764693074911562798e-01
3.445775842248098630e+00 2.868852877616520303e+00 8.553184124344972439e-01
3.100959195943969515e+00 2.679158945351373333e+00 5.920008691447425919e-01
2.840513337627268875e+00 2.628326826099509184e+00 5.403313387622208364e-01
2.521629751134121911e+00 2.833154224556419187e+00 5.115218524208746675e-01
2.885845575736257107e+00 2.718550541491838501e+00 5.980354003578839395e-01
2.402974307998701153e+00 2.870416869529025305e+00 4.278906014238957889e-01
2.838251140215958035e+00 2.621087140390869319e+00 3.410784693940893675e-01
2.656213754180531073e+00 2.730691970410529468e+00 3.613647829311137372e-01
2.909795719478279086e+00 2.796640667916697964e+00 6.261687341461111833e-01
2.635497823343388113e+00 2.718232973390785734e+00 3.902719978376897325e-01
2.726587897923852033e+00 2.733077245524619059e+00 4.479860227461197608e-01
2.486988165617322721e+00 2.875476885501282442e+00 6.433983284743131081e-01
3.014544112455838309e+00 2.556623295199262014e+00 4.417404746724241105e-01
3.443840224632105596e+00 2.652892528601150435e+00 5.977834270509339021e-01
3.485430506628466762e+00 2.599786631400938131e+00 5.735597995575901775e-01
2.753756205450492711e+00 2.899930948318694579e+00 6.209492471147176618e-01
2.533567752827007080e+00 2.764574279099783372e+00 4.537457738949319253e-01
2.841835731489029904e+00 2.913566154347850379e+00 7.499138638306674931e-01
3.125183946662267509e+00 2.673351378464682959e+00 5.739013604048874839e-01
2.450526741127986963e+00 2.616264562355159473e+00 3.060249055818043407e-01
2.950922371540734446e+00 2.849472594491309518e+00 6.596671480926803444e-01
3.068125149496899517e+00 2.770641495943854338e+00 6.598377016149277186e-01
2.999150311298954819e+00 2.597148365804368364e+00 3.395779956379245679e-01
2.412186354839805258e+00 2.668849077521801672e+00 2.872680760360362684e-01
2.658846616447808842e+00 2.837236583878074647e+00 5.139721196587873076e-01
2.834748823851252375e+00 2.607623248389413284e+00 5.135186258063320075e-01
2.853074810357396185e+00 2.620964895960704144e+00 4.016669826408204580e-01
2.909430868737253206e+00 2.699212362314273861e+00 4.652674355132215278e-01
2.977419602820080335e+00 2.757413095712693440e+00 6.111197853517603695e-01
2.771311251695057543e+00 2.660742358483968228e+00 3.382420145953340951e-01
2.357985586101016828e+00 2.758845094566477307e+00 4.681494775641559802e-01
3.242397039248907209e+00 2.663451768304574419e+00 6.635985127488510660e-01
2.831644262906072296e+00 2.630443943551382890e+00 4.982722163606014831e-01
2.177500534395849563e+00 2.527147571561571660e+00 2.045941256206841308e-01
2.467202389643427640e+00 2.780357843460198097e+00 5.321139799671923409e-01
2.793226152489303615e+00 2.643475999110700414e+00 3.769212124865661817e-01
2.670671647561415618e+00 2.663326312520808425e+00 4.022265039121926122e-01
2.642396923438014689e+00 2.799994646337954585e+00 5.571202024625192539e-01
2.484245549429011657e+00 2.861470824265017310e+00 6.005696273500740201e-01
2.182001978154747057e+00 2.830701801970826992e+00 4.526770296234022273e-01
2.199563686485547453e+00 2.804706529777568846e+00 3.625485008476095339e-01
2.858058389740552041e+00 2.811544221077436845e+00 7.108731542616125720e-01
2.182136856372320466e+00 2.808903872053332584e+00 3.887558254637134003e-01
2.484245549429011657e+00 2.861470824265017310e+00 6.005696273500740201e-01
2.342715941626661635e+00 2.874610304411951756e+00 6.161378593218044264e-01
2.234537161237747593e+00 2.661888806283839504e+00 2.334151866649734619e-01
2.648148922515746850e+00 2.610807457802735154e+00 2.976284715380899115e-01
2.478979718511335584e+00 2.792499068201360846e+00 5.181795149709418347e-01
2.818122001698613044e+00 2.790992240853811257e+00 6.571488181225094705e-01
2.357672208467863850e+00 2.833429200969439954e+00 5.956712295069414020e-01
2.845256822961813370e+00 2.572139723043687987e+00 4.131651630198328040e-01
2.664232166479923336e+00 2.751481627733557644e+00 3.470336388067660760e-01
2.603522795554022107e+00 2.690490436907083449e+00 4.729841185924290037e-01
3.016358966368087202e+00 2.774070094814303999e+00 8.202653862536898322e-01
3.460853248342080857e+00 2.677016902397315157e+00 5.587056361266655724e-01
2.871298534743197184e+00 2.737522613994383569e+00 3.947740147136598043e-01
2.619029041946340008e+00 2.918560650122539180e+00 7.036565357308491864e-01
3.257369153640122139e+00 2.807935910442221683e+00 7.064984913759748686e-01
2.724892185428353653e+00 2.868951902678865018e+00 6.518693794007057729e-01
2.844293949894475038e+00 2.718022906994741916e+00 5.855529553124093622e-01
3.402462212801187214e+00 2.889041007686613760e+00 8.260781130467697020e-01
3.106645674884765729e+00 2.812100478796966563e+00 7.348269639311423296e-01
3.129571453385564084e+00 2.772011134984584402e+00 7.258524830029917663e-01
3.427060618940481529e+00 2.827662448672163098e+00 9.092751259001576880e-01
2.827949105499306892e+00 2.580399778386903709e+00 1.953429992744021848e-01
2.907317261765486993e+00 2.608920901624787625e+00 4.710846861763769433e-01
2.743992426331974155e+00 2.576827784260461218e+00 3.883138952195249738e-01
3.068037498403081820e+00 2.736270216068842132e+00 4.811169329068289424e-01
2.884528606272938056e+00 2.488094438046856816e+00 2.421823133808934103e-01
3.036797212694909653e+00 2.867561131598632240e+00 7.888223973433401426e-01
2.238564374178925842e+00 2.745760851185872653e+00 3.558407776680626577e-01
3.115419259075840053e+00 2.542389098591123719e+00 3.986091614240323544e-01
2.465943051446451317e+00 2.801706536675683701e+00 4.700502148688942006e-01
3.391407420711502141e+00 2.533631381086029144e+00 3.927928226128599709e-01
2.665179024812558861e+00 2.659783174849613019e+00 3.827821268543717403e-01
2.806815098741092473e+00 2.812995786215774174e+00 4.184071098371537345e-01
2.647457115867509536e+00 2.616409332192610737e+00 2.348344856126573510e-01
3.136027258405212681e+00 2.644149875651875981e+00 3.915445380156021282e-01
2.725176398782651610e+00 2.752318861083893786e+00 5.440806766491721458e-01
2.688115401903458768e+00 2.723846427109905211e+00 5.174391842562326982e-01
2.349411786632803256e+00 2.809586033108703695e+00 3.397645993865909819e-01
2.622810620108363189e+00 2.665964320339223370e+00 3.750449779239858339e-01
2.497022179322017532e+00 2.825110525106516945e+00 4.856537973410292586e-01
2.428191794908333367e+00 2.553991544554254034e+00 2.735118258642236233e-01
2.324715490630345105e+00 2.545353370432746232e+00 1.024919358078230924e-01
2.949631139559052428e+00 2.696460229737659198e+00 3.925463663809659054e-01
2.519270080730224848e+00 2.914716384558088347e+00 6.031693290102114746e-01
2.966444927052381164e+00 2.685228672280534301e+00 4.180158304661515389e-01
2.704943285852350776e+00 2.920236613533288228e+00 7.669244953372210682e-01
3.126851995739373891e+00 2.807737319051309743e+00 6.375032301546816882e-01
2.793960276607993176e+00 2.710763615217882894e+00 4.969337777647499510e-01
2.642483009978510822e+00 2.693949042305846753e+00 3.463195896587396017e-01
2.897599531722861332e+00 2.760694085016933474e+00 4.598191655259888933e-01
3.234567089085177649e+00 2.801634540661986250e+00 6.075257135228926408e-01
2.752014576419113734e+00 2.686541019493416727e+00 3.199332644513879220e-01
3.163737975552307624e+00 2.547328140240119332e+00 4.482757797166813662e-01
2.513771706083944846e+00 2.746543783381091952e+00 3.238846749964028882e-01
2.603715810294676913e+00 2.634150259515912307e+00 3.653642916217639813e-01
3.354860500627780517e+00 2.813050292766588356e+00 6.387013833820294195e-01
2.724464449501721397e+00 2.533942686736809335e+00 3.847085537183164705e-01
3.167883098220932059e+00 2.689375751355400634e+00 4.510131790923080364e-01
2.202426193271471710e+00 2.711091371673705730e+00 1.675687928670054339e-01
2.236184619684492336e+00 2.701354212590262094e+00 3.644633677573544395e-01
2.752014576419113734e+00 2.686541019493416727e+00 3.199332644513879220e-01
2.178469514793646145e+00 2.900787189923316411e+00 4.567767352126776426e-01
3.249077303318579801e+00 2.643681588716968900e+00 5.153660993799991097e-01
2.862876648790070977e+00 2.816036991166541714e+00 4.581487977946969159e-01
2.950711364336557896e+00 2.744770357332269484e+00 5.021245645753800169e-01
2.592163050988013584e+00 2.960468129361143674e+00 6.925078902585866114e-01
2.386804404564491833e+00 2.963408651006610217e+00 5.487672031592073507e-01
2.647457115867509536e+00 2.616409332192610737e+00 2.348344856126573510e-01
2.552016431750790293e+00 2.749336107628428838e+00 5.429044658647753652e-01
2.798479634978053632e+00 2.859732931876535655e+00 6.248029135158766900e-01
2.324715490630345105e+00 2.545353370432746232e+00 1.024919358078230924e-01
2.487285514347062687e+00 2.602358835193093523e+00 2.942440095787874910e-01
3.055024476113183507e+00 2.567642417313164671e+00 3.161705898445902330e-01
3.392240465368912883e+00 2.693061661880379987e+00 5.419684987818729205e-01
2.979421245916885397e+00 2.604067985693265364e+00 3.766414809644231809e-01
2.705285099663370829e+00 2.709458100217675636e+00 4.260942544420727729e-01
2.198591472958809412e+00 2.778321284493086907e+00 4.614847625185732327e-01
2.497702237495345035e+00 2.742387399790774616e+00 5.009793586913220409e-01
2.828020734575433792e+00 2.849619254972971305e+00 6.289487854397446398e-01
3.132683915125487495e+00 2.557337406318286988e+00 6.972875213812119721e-01
2.866827102152738060e+00 2.725034202993110721e+00 3.544582351686254573e-01
3.024787982518899909e+00 2.750577642970801762e+00 5.168155536579834841e-01
2.471680476862671227e+00 2.568515959318240505e+00 3.329690406216738729e-01
3.874795765316165319e+00 2.707414751110010620e+00 6.889367939191832768e-01
2.807806372128975436e+00 2.546409571461253130e+00 3.637921427390347628e-01
2.577859360816097123e+00 2.753390071514675963e+00 3.269236109266143164e-01
2.387974166130828468e+00 2.695434206977550318e+00 3.509610587505442858e-01
2.595717246813058932e+00 2.692738597183347071e+00 3.869559385262548168e-01
3.474300219967649372e+00 2.544786012532881614e+00 5.249178658909411377e-01
2.499184050085236919e+00 2.824419373887481655e+00 5.024912297937944583e-01
2.961660642241074726e+00 2.816540010957117701e+00 7.630036728840300375e-01
2.377038115488288028e+00 2.828185747485942869e+00 5.330904433995383718e-01
2.731000081728990114e+00 2.656572026118671381e+00 3.169407402359327164e-01
3.257415235183956703e+00 2.524250844969982310e+00 4.884165240678660647e-01
3.591742029726242791e+00 2.643935045110682669e+00 5.346588308464629291e-01
2.322802779547114227e+00 2.792637241641727108e+00 4.815638629082791833e-01
2.825616493306299049e+00 2.701936266905480721e+00 4.545689702857730885e-01
2.552279932083467706e+00 2.528680894955039893e+00 3.620826204077798316e-01
2.567415786609091199e+00 2.805988678763952748e+00 6.391067125728649989e-01
2.991931746218388088e+00 2.909361142259599298e+00 7.868199700345475112e-01
2.488867311771726154e+00 2.764729448069038753e+00 5.795676210446757404e-01
2.670262335633117434e+00 2.872914021580153410e+00 5.881722123636977662e-01
2.202426193271471710e+00 2.711091371673705730e+00 1.675687928670054339e-01
2.344648641750540552e+00 2.804673359793260712e+00 3.920905909833679592e-01
3.119126920709758721e+00 2.673860426821533576e+00 5.949450672319114286e-01
2.183488027365943829e+00 2.782298633005962252e+00 3.257643595345799947e-01
2.361055769418069605e+00 2.990267717850987772e+00 5.437867086616248180e-01
2.669623248245728941e+00 2.544838698457043247e+00 2.815014907118103538e-01
2.318010194364740428e+00 2.868895321172270307e+00 6.990243697566819181e-01
2.589989347868213887e+00 2.765907965733839902e+00 5.739410770104704795e-01
2.387396908918828053e+00 2.582033954017733279e+00 1.796307455054605984e-01
2.494066285736619815e+00 2.941066562033507026e+00 7.556498446845422157e-01
3.175399364108103750e+00 2.821991571260221487e+00 8.671278587643891367e-01
2.621556575727031824e+00 2.698993522259815592e+00 3.964263394000577256e-01
3.092491397926701246e+00 2.735036748472501777e+00 6.032238519464305782e-01
2.618775761496494603e+00 2.829513478687472272e+00 5.403072421711346829e-01
3.640354541000509148e+00 2.779890172809995619e+00 8.491883282473269290e-01
2.549293818823194613e+00 2.813886274490553951e+00 5.289387111559707977e-01
3.245162340652171906e+00 2.693380934247045388e+00 3.967412760423380536e-01
3.089995998131959354e+00 2.804681026645112318e+00 5.484344896809179026e-01
2.590641661234911908e+00 2.763597614160654636e+00 3.633358610671471034e-01
2.738874411433645406e+00 2.756068059977984319e+00 5.576943015803097481e-01
2.921689434256539819e+00 2.684708747874203993e+00 4.806522307512321457e-01
2.989779071560735968e+00 2.667327396320765764e+00 3.996683342212640211e-01
2.813730619588283854e+00 2.797293324695837136e+00 5.945147898587651580e-01
2.408378007647123731e+00 3.019791646653108952e+00 8.950240937094715576e-01
3.024324637584756115e+00 2.708368979514752084e+00 4.030943620585328846e-01
2.344648641750540552e+00 2.804673359793260712e+00 3.920905909833679592e-01
3.020570100605774577e+00 2.608872924513979896e+00 5.197965587257917797e-01
2.851517864012335313e+00 2.900601258183554521e+00 6.014231279611929049e-01
3.491798560766296244e+00 2.772778063974088880e+00 6.426088445083542045e-01
2.992793668294147835e+00 2.858398316711401765e+00 7.399403809724325320e-01
2.362541004823244695e+00 2.747297099277608901e+00 2.622411144704479002e-01
3.031974262040109114e+00 2.613989531442023839e+00 3.605121058972410863e-01
2.868908086539517122e+00 2.651793122086155918e+00 4.745451313518949110e-01
3.350712072952664045e+00 2.659633717195483804e+00 4.288607905558484146e-01
2.723812265869472782e+00 2.625920866535262910e+00 3.843485097461369349e-01
3.136027258405212681e+00 2.644149875651875981e+00 3.915445380156021282e-01
3.474790912299622114e+00 2.649737262441557828e+00 5.964860523251774849e-01
2.885908073747764480e+00 2.750223082279322551e+00 4.837476011481951499e-01
3.009631493622956011e+00 2.680120129718612354e+00 4.707304794540553283e-01
2.144169259894680213e+00 2.789745936840329676e+00 3.291095257072391145e-01
2.387396908918828053e+00 2.582033954017733279e+00 1.796307455054605984e-01
2.925353905203120330e+00 2.552656621488313071e+00 5.672669476460328042e-01
2.589989347868213887e+00 2.765907965733839902e+00 5.739410770104704795e-01
2.647353536474036595e+00 2.963513962396433055e+00 7.776308935189852889e-01
3.270071393168849649e+00 2.777435486005478182e+00 6.427871626488208534e-01
3.201774509743434916e+00 2.665010755319299651e+00 5.555287912180785215e-01
2.443585839409673444e+00 2.644985902425911917e+00 4.270044744642527701e-01
2.313051814760805236e+00 2.673974768193792428e+00 2.815206090514714155e-01
3.354366675440829670e+00 2.675520955585893201e+00 6.671914292693198467e-01
2.095531476455811504e+00 2.550323006522031477e+00 1.753849700578317683e-01
2.688052533368666008e+00 2.565219310560386212e+00 1.636409332585848642e-01
3.100959195943969515e+00 2.679158945351373333e+00 5.920008691447425919e-01
2.576845599522352259e+00 2.945785459860809752e+00 6.080852431602105090e-01
2.211467235037123835e+00 2.701678152771671559e+00 2.864952975054689821e-01
2.566173792895165118e+00 2.781905999190507295e+00 5.482292634151607613e-01
2.638605611746752011e+00 2.615013361467055653e+00 1.926463160755167991e-01
2.799941381946560170e+00 2.790130335075295065e+00 5.568831078483267305e-01
2.553260467061564842e+00 2.686894447503499261e+00 3.715200970183732410e-01
3.138866586961403193e+00 2.690055101518784131e+00 5.363315385220966958e-01
3.368671290479119396e+00 2.723599140014475228e+00 6.318681824208538522e-01
2.584604035522597876e+00 2.651939070121332342e+00 4.012420168153206790e-01
3.455403671532095711e+00 2.698384357936042033e+00 6.737643730455959989e-01
2.881446401295369775e+00 2.631532274315250497e+00 3.935703494475552011e-01
2.626665262875467644e+00 2.850378356309383854e+00 3.780955844553171574e-01
2.443585839409673444e+00 2.644985902425911917e+00 4.270044744642527701e-01
2.969044867134118526e+00 2.620556346770846368e+00 5.407123204482000567e-01
2.804048240175372797e+00 2.793326058355790842e+00 4.512095062941910983e-01
3.031299049090174336e+00 2.511268961950206879e+00 3.259578329879490033e-01
2.648468234011855937e+00 2.596208060299682430e+00 3.358620908238060809e-01
2.182136856372320466e+00 2.808903872053332584e+00 3.887558254637134003e-01
2.573838538695001343e+00 2.734214387618168818e+00 4.385759507472298813e-01
2.606793094114655318e+00 2.738402724980264047e+00 4.104354308321187528e-01
2.541410236250807309e+00 2.671443361529996618e+00 2.838275245829848803e-01
2.389144568480880082e+00 2.807704873220215447e+00 5.358190682314202258e-01
2.335064416804971899e+00 2.798087132924001796e+00 3.937063733807666388e-01
2.354575173741155325e+00 2.616516858062557738e+00 1.086506852784696886e-01
2.928334689345216457e+00 2.737687470975481929e+00 6.797448959908604094e-01
3.597712067254470458e+00 2.916502142737629200e+00 9.348069121870575815e-01
2.205727264740741767e+00 2.805614354781477360e+00 4.382568999310856861e-01
2.529296081535268303e+00 2.546844196532967786e+00 2.157875285463817794e-01
2.739577255420479140e+00 3.057529833303802125e+00 8.940864220762810843e-01
2.660174744946752323e+00 2.757812256270385731e+00 3.470083951696342761e-01
2.883234930557097453e+00 2.707257555142018823e+00 4.593429772954128465e-01
2.557900840772624917e+00 2.712004555976051279e+00 3.631246770160339032e-01
2.565539465826820020e+00 2.981615659404303287e+00 7.802510742461522542e-01
2.820472859546023336e+00 2.792699164026791081e+00 6.659516914959378031e-01
2.525896565519524906e+00 2.656035342460101756e+00 3.210524925590239054e-01
3.018947837976119875e+00 2.588154687595892511e+00 3.745542591549578249e-01
2.428052793140065280e+00 2.685804437547874013e+00 4.665157220743985089e-01
2.175565617454087164e+00 2.650517833195411566e+00 2.508647248001369956e-01
2.715709655274965773e+00 2.716634868254338198e+00 4.776498478138627157e-01
2.584158956849578193e+00 2.952665875642920046e+00 5.660520524316636770e-01
2.551266264785046811e+00 2.861276137202354519e+00 5.118867118781618153e-01
2.978674642902630509e+00 2.783026511729017827e+00 5.950395348838650733e-01
2.811012179332381677e+00 2.729827526839840424e+00 4.714532633819426000e-01
2.386403173267470645e+00 2.907399412324295884e+00 5.726288749518779753e-01
2.835201717099526952e+00 2.737712586493118216e+00 5.669723283735439434e-01
2.552691038223169340e+00 2.769157610200288389e+00 3.396989506950395254e-01
2.456474871121512304e+00 2.698937343825921431e+00 4.395911230432333894e-01
2.494066285736619815e+00 2.941066562033507026e+00 7.556498446845422157e-01
2.923193412547893999e+00 2.695369823583024793e+00 5.266814959992719425e-01
2.226356364432073853e+00 2.636791882350112637e+00 2.042039249349025254e-01
3.404709713738291565e+00 2.686488857267185004e+00 5.725499010341499329e-01
2.486680906396895097e+00 2.578120042258765565e+00 2.561665633153187294e-01
3.030213477196349814e+00 2.470931589174062637e+00 2.377112708543991371e-01
2.837685759246137529e+00 2.598890059095957827e+00 3.011212432464404065e-01
2.421227273775810040e+00 2.776739931899892433e+00 3.643771212596919051e-01
2.515055412516862265e+00 2.810699913655952287e+00 5.271950634189697116e-01
3.164116109822279643e+00 2.615183198895328687e+00 5.453692090650601454e-01
2.744435878875834955e+00 2.843764337849580492e+00 5.478453373878010568e-01
2.751529975439236608e+00 2.644190733966631512e+00 3.286896273850948846e-01
2.922975656856114934e+00 2.615402079231103016e+00 2.651265738799031269e-01
2.572880179620792962e+00 2.515384403720767992e+00 2.425890281006556348e-01
2.641049515261272962e+00 2.880542609786470365e+00 6.793674487723682098e-01
2.908988678733424926e+00 2.724860789064472932e+00 5.227251488200236329e-01
2.514529812078777127e+00 2.820322828142889371e+00 4.419825120572807298e-01
3.311412522600662545e+00 2.662227881689019249e+00 5.287588875761811691e-01
3.838151671706249157e+00 2.774428460725188117e+00 8.104993137462980224e-01
3.203627714108280511e+00 2.557817164619996753e+00 2.535213184578075096e-01
2.286178641744753826e+00 2.582651939568354926e+00 1.823471872099177715e-01
3.456059941613494946e+00 2.620576203795028203e+00 6.592647346784561435e-01
2.530350738364092855e+00 2.652141924729349842e+00 2.743685689749256751e-01
2.413597843241668262e+00 2.661952212403284612e+00 2.943583394230150363e-01
2.639222058752559441e+00 2.729552186170502548e+00 4.842084418850545191e-01
2.662476039699723795e+00 2.638544973437698893e+00 3.351728727778639505e-01
2.710770438746713307e+00 2.788341138473577452e+00 4.222231405984498420e-01
2.153217729610883424e+00 2.812425891535589084e+00 3.892855264656958081e-01
2.745950528367402832e+00 2.620642642786528143e+00 3.529735357723528533e-01
2.906641842925183017e+00 2.815953111771563933e+00 6.923975156216501947e-01
2.829988663457990050e+00 2.712780286967362731e+00 3.853639036470402068e-01
2.805493765621267066e+00 2.790229759609717419e+00 5.356839565441431361e-01
2.428052793140065280e+00 2.685804437547874013e+00 4.665157220743985089e-01
2.714671088625983053e+00 2.806624249574162455e+00 5.072098952256014481e-01
2.458047227186272110e+00 2.679629074477343664e+00 2.847643842095191058e-01
2.597492941767758357e+00 2.953778429289059204e+00 7.245901094440906354e-01
2.895133711492881901e+00 2.751825770018830664e+00 4.665429250877951572e-01
3.423506635933533104e+00 2.585107258630506166e+00 4.376415737589934296e-01
2.325972488970336816e+00 2.711477682360595054e+00 3.918485379265383428e-01
2.580640899796176946e+00 2.778843967144447813e+00 5.166323553325130602e-01
2.884380081527293527e+00 2.610415425131447087e+00 3.459685392616233535e-01
2.454297327034704601e+00 3.169272454058365884e+00 8.800641301248918191e-01
3.357859463248908938e+00 2.740160328890843378e+00 5.785840254600723709e-01
2.440415436945591487e+00 2.694685522683715639e+00 4.687986328801332370e-01
2.664920060838144256e+00 2.744838913348150555e+00 4.861166469161391501e-01
2.678474422412398415e+00 2.944310268746484383e+00 8.401907670549689788e-01
2.713408279076902740e+00 2.770126554532552632e+00 4.894459304822528778e-01
2.658764998908692334e+00 2.550004920771826278e+00 2.648410329219056947e-01
2.807868427160061575e+00 2.771076727253957372e+00 5.254418342063185143e-01
2.830831103691578754e+00 2.708488450902668099e+00 6.199217595934084502e-01
2.812187827794933259e+00 2.777494064262843398e+00 5.207833477577726855e-01
2.719534621290670806e+00 2.752502270154996822e+00 4.836434009537133316e-01
2.735058241539835677e+00 2.549916483146820845e+00 2.768774933823153761e-01
3.144435081701439927e+00 2.575619218382394049e+00 4.413227146674069679e-01
3.056069906498316779e+00 2.791994614984369960e+00 5.551134180770547211e-01
2.501851083144235321e+00 2.773807350627373935e+00 3.447520625464114974e-01
2.759597339078693423e+00 2.662519339580597055e+00 4.231186570176256878e-01
2.587549354543962288e+00 2.682725770722498737e+00 4.919755139438947156e-01
2.566112433319143182e+00 2.853069561403797749e+00 6.634533489862414202e-01
2.805963775774782842e+00 2.647861898159514560e+00 4.357890099958281471e-01
2.536843119477270037e+00 2.629258860402102549e+00 1.943036450246434232e-01
2.782671286444287961e+00 2.570471636086424372e+00 2.936822799679803531e-01
2.971486697695407742e+00 2.540767622968841621e+00 3.549802613092116199e-01
2.793645000491831620e+00 2.574291246230135055e+00 4.226589814101917031e-01
3.184825528758203017e+00 2.876670733463952967e+00 7.755679869116246516e-01
2.748865382448032246e+00 2.952827080739596433e+00 7.446911072963373623e-01
2.463517034620046342e+00 2.782595854582936123e+00 5.409886985428554729e-01
3.247348748980224187e+00 2.860167176045703030e+00 7.017393974135622825e-01
2.847174986819409170e+00 2.717408381193096023e+00 4.892768795393246939e-01
2.397552476381421993e+00 2.851473962470517431e+00 5.233979096897792838e-01
2.482117285516415528e+00 2.914264722592454060e+00 6.593417780861906552e-01
2.503169314396670675e+00 2.770258285250506436e+00 4.467864995406486961e-01
3.073532303762167572e+00 2.677396498283008075e+00 5.244068350776931453e-01
2.839494823810567059e+00 2.873221947311709101e+00 6.796352061760163599e-01
3.198467950972229801e+00 2.743825562958210007e+00 4.904438090153126484e-01
3.152812114238007890e+00 2.722053777957889942e+00 4.054111800677265287e-01
2.879633592496865013e+00 2.750022379004358974e+00 4.864253212184145303e-01
2.165863483499388842e+00 2.840695773233623544e+00 4.250425554728184396e-01
2.962552327304608379e+00 2.919019992661382901e+00 7.535967738915688718e-01
2.961660642241074726e+00 2.816540010957117701e+00 7.630036728840300375e-01
2.744715360394831105e+00 2.566690152243850331e+00 2.951457717087642152e-01
2.646249496016532810e+00 2.666474115362789554e+00 4.089263758063355070e-01
2.542968931279055766e+00 2.657219690647732335e+00 4.584631614498504981e-01
2.851517864012335313e+00 2.900601258183554521e+00 6.014231279611929049e-01
3.005731368020545968e+00 2.595294427675344906e+00 3.844316801749861900e-01
2.943620400458991426e+00 2.732099270417440717e+00 6.326938408448758988e-01
2.703605291386958598e+00 2.677795119696200654e+00 3.799131827676121564e-01
2.314450553700678981e+00 2.559811648186105959e+00 2.082496470379726627e-01
2.169878455930452699e+00 3.038895800745170739e+00 5.727528993379404909e-01
2.715732266774748549e+00 2.781727950750275902e+00 4.228996978863896472e-01
2.747509959216984932e+00 2.736928976053087048e+00 4.925316976121769663e-01
2.544806286024483999e+00 2.702693269160331813e+00 4.650224421928135787e-01
3.478482699147087409e+00 2.666729213610077309e+00 5.142122818077791147e-01
2.349411786632803256e+00 2.809586033108703695e+00 3.397645993865909819e-01
3.155060445538841574e+00 2.818180039246478863e+00 6.547357133833442422e-01
3.079734419594179151e+00 2.640346759881803784e+00 4.694139332525648078e-01
2.800907423160239773e+00 2.695526329991417391e+00 4.823012210373837094e-01
2.474511828110319556e+00 2.625391662975725016e+00 2.803565202918222310e-01
3.021095194682191121e+00 2.757878404393659721e+00 5.727630334396807132e-01
2.153217729610883424e+00 2.812425891535589084e+00 3.892855264656958081e-01
3.528825810130924889e+00 2.570566689457922216e+00 3.463421624975347446e-01
3.198467950972229801e+00 2.743825562958210007e+00 4.904438090153126484e-01
2.605684079722053070e+00 2.705535463573020216e+00 5.012152727292102927e-01
3.115419259075840053e+00 2.542389098591123719e+00 3.986091614240323544e-01
3.156498556419599311e+00 2.671319554927104711e+00 4.832269239875265354e-01
2.487615869709409289e+00 2.612293832104936264e+00 3.836796779326063778e-01
2.646590821781034553e+00 2.733203795780181355e+00 4.138726759786174880e-01
3.311280663248181710e+00 2.767793234394061663e+00 5.702036315719261061e-01
2.287661298718834946e+00 2.694256338868300737e+00 2.787963606055771648e-01
2.924667861205996644e+00 2.698449604758434983e+00 4.792312573331782843e-01
2.384487131839618357e+00 2.831617754024268407e+00 6.168591392635983661e-01
2.824324936020001342e+00 2.693424191855073424e+00 4.940250049264627297e-01
2.149958627442400516e+00 2.834174954752172848e+00 4.529527176513289399e-01
2.410738614272051272e+00 2.949179251962619652e+00 6.144175847899631115e-01
2.529296081535268303e+00 2.546844196532967786e+00 2.157875285463817794e-01
3.164116109822279643e+00 2.615183198895328687e+00 5.453692090650601454e-01
3.099909367717734288e+00 2.785249501721688503e+00 6.778298890139544675e-01
3.282311164624185817e+00 2.565690137726810871e+00 3.404049260379673481e-01
2.389144568480880082e+00 2.807704873220215447e+00 5.358190682314202258e-01
2.356730445110199135e+00 2.976452733873217849e+00 5.962658049212314904e-01
2.216749813473960717e+00 3.027268729413584047e+00 7.153631726257064782e-01
2.925353905203120330e+00 2.552656621488313071e+00 5.672669476460328042e-01
2.312373362451417336e+00 2.671726957516854739e+00 3.788882802744871214e-01
3.152831078981294333e+00 2.892250529898302780e+00 7.771899631557412924e-01
2.361769828922484216e+00 2.653308165801461005e+00 4.453207716735690935e-01
2.130994838134737446e+00 2.724081570990797285e+00 2.797607253156823570e-01
2.761942037051011933e+00 2.767277727356470596e+00 5.475138579230366398e-01
2.386864354399468091e+00 2.618985852729812880e+00 2.612649707963863865e-01
3.144435081701439927e+00 2.575619218382394049e+00 4.413227146674069679e-01
