"norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup","alpha_mean","alpha_stdev","alpha_median","alpha_errlo","alpha_errup","beta_mean","beta_stdev","beta_median","beta_errlo","beta_errup"
2.774648849784822957e+00,3.486246317442350251e-01,2.754068948674802009e+00,2.428108364657000973e+00,3.120093130958474958e+00,2.718744257275091503e+00,1.157314848875898444e-01,2.710205577823811662e+00,2.603159059078384185e+00,2.829861171671287590e+00,4.773923558679501467e-01,1.638764102493939778e-01,4.652866382295607894e-01,3.200024711051626669e-01,6.381801900969392705e-01
