"Mphi_mean","Mphi_stdev","Mphi_median","Mphi_errlo","Mphi_errup","g_mean","g_stdev","g_median","g_errlo","g_errup","si_mean","si_stdev","si_median","si_errlo","si_errup","norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup"
9.402186145155651431e+00,1.330274742217239670e+01,5.965969616820962607e+00,1.602915857555548829e-01,1.923011673171485825e+01,1.381954682390279243e-01,2.377977142066831362e-01,4.177186948499924529e-02,1.759385880378797756e-02,3.105231223545480979e-01,2.473280735946403297e+00,2.964221314696745546e-01,2.404676023410404984e+00,2.182632984172589552e+00,2.852612884644911251e+00,9.359199459663134490e+00,3.806865028837904674e+00,8.106411476089812496e+00,7.064866447439148267e+00,1.118548882271948486e+01
