"norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup","si1_mean","si1_stdev","si1_median","si1_errlo","si1_errup","si2_mean","si2_stdev","si2_median","si2_errlo","si2_errup","E_break_mean","E_break_stdev","E_break_median","E_break_errlo","E_break_errup"
2.429557750802394001e+00,3.134270613585325438e-01,2.402060999540847952e+00,2.128588150425246184e+00,2.732638944559007577e+00,1.643337168382835722e+00,3.152757897840759438e-01,1.670976868345660726e+00,1.277199748625836406e+00,1.972216847284049113e+00,2.868017149360076345e+00,1.470360301903347877e-01,2.854616316383941310e+00,2.726154608970736248e+00,3.009152630802123696e+00,3.670784092793572199e+04,1.212579061557556452e+04,3.422611362199884024e+04,2.604628494782444977e+04,4.682060540923374356e+04
