"Mphi_mean","Mphi_stdev","Mphi_median","Mphi_errlo","Mphi_errup","g_mean","g_stdev","g_median","g_errlo","g_errup","si_mean","si_stdev","si_median","si_errlo","si_errup","norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup","mntot_mean","mntot_stdev","mntot_median","mntot_errlo","mntot_errup"
3.777973514253172738e+00,1.012171964641966149e+01,6.357565545571154386e-01,2.012613784512673754e-01,6.377822670828208196e+00,4.605750447414446586e-02,1.123172102716223780e-01,2.089439910561247810e-02,7.131505018508389054e-03,3.849234904379871675e-02,2.712931761480590787e+00,3.172898628673955779e-01,2.760295922693171811e+00,2.344283523942074954e+00,3.029876552980120596e+00,1.096315792492883112e+01,3.537886540705908800e+00,1.002796454413655347e+01,7.470909965188175406e+00,1.506895695331459528e+01,9.745230996892118025e-02,2.463151585535171273e-02,9.476555938929123735e-02,6.812024391252768929e-02,1.268766350557509193e-01
