"norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup","alpha_mean","alpha_stdev","alpha_median","alpha_errlo","alpha_errup","beta_mean","beta_stdev","beta_median","beta_errlo","beta_errup"
2.888366411950542112e+00,3.430090212656711213e-01,2.869212714976502987e+00,2.549307591946049723e+00,3.233047497680392013e+00,2.601778409107044610e+00,8.052433733990674303e-02,2.606325943321079919e+00,2.520320544671616148e+00,2.682826338597436688e+00,3.703538931125534006e-01,1.195320874043328679e-01,3.663292734352838753e-01,2.481482441974413589e-01,4.889566642140152908e-01
