norm si1 si2 E_break
2.637649861620050107e+00 1.575982128858277598e+00 2.851173500326316557e+00 3.878981440169420239e+04
2.884989954468341722e+00 1.918925230687686945e+00 3.458469048878339613e+00 6.526721673826647020e+04
1.796751914396732097e+00 1.425385739086975523e+00 3.407436034420286752e+00 3.703508112670249830e+04
2.445678336362812288e+00 1.545747294811883776e+00 3.399497600161058397e+00 5.149323011732218583e+04
1.920765866231850083e+00 1.350262053158400644e+00 3.139425642271282513e+00 2.955623187542015876e+04
1.947541459237303041e+00 1.436252626820631040e+00 3.373220400809094688e+00 4.115749808670428320e+04
1.808765709202986072e+00 1.331030038780740998e+00 3.166249389443065887e+00 3.229076900607609787e+04
2.324904319705949352e+00 1.707784646130639183e+00 3.311669094239499511e+00 5.198650163141228404e+04
1.805594350314763341e+00 1.314444616803091215e+00 3.143819961019207021e+00 3.622683328477691248e+04
2.723250438571124921e+00 1.754771666157604271e+00 3.240932683985663143e+00 5.392447665411474736e+04
2.165273090556608437e+00 1.612916533294781019e+00 2.898171228572197666e+00 4.077110244072234491e+04
1.999495816629344169e+00 1.515449674559059101e+00 2.983991736007660212e+00 3.311359252430444030e+04
1.854980727406474905e+00 2.008318946145640993e+00 3.247260427716453624e+00 5.420581077225549234e+04
2.481321539871459425e+00 1.363147428817385709e+00 3.192982305149961952e+00 4.402448097321276146e+04
3.733613863398555832e+00 1.997698121461136012e+00 3.440797807840013434e+00 8.353965787672049191e+04
2.388112614483114182e+00 1.479480812239157839e+00 3.446220541516859193e+00 4.850388602451077168e+04
2.333079909654587780e+00 1.735825113475367942e+00 3.345065484370064013e+00 4.896788648438266682e+04
2.486448575206059886e+00 1.005724648451780334e+00 3.300379677398016298e+00 4.397543460873707954e+04
2.451977630494259763e+00 1.392292971691460490e+00 3.353662200774001789e+00 4.436675713187762449e+04
2.352865783814800604e+00 1.220785922480126739e+00 3.199711695758603369e+00 3.035354750486302873e+04
2.668803595957587760e+00 1.281960472036729470e+00 2.846661975582496673e+00 2.605627071208470079e+04
2.696278526247422036e+00 2.174588649758341763e+00 3.474852233388772138e+00 7.753450072573646321e+04
2.134855573711935239e+00 1.513541821759702311e+00 2.989394350340679463e+00 3.510057787896263471e+04
1.817092877934461059e+00 1.627819164285495557e+00 3.325516455814878203e+00 4.403369489174801129e+04
2.004995233807743027e+00 1.274870884050242292e+00 2.912461454023384633e+00 2.668367062250098752e+04
