"norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup","si1_mean","si1_stdev","si1_median","si1_errlo","si1_errup","si2_mean","si2_stdev","si2_median","si2_errlo","si2_errup","E_break_mean","E_break_stdev","E_break_median","E_break_errlo","E_break_errup"
2.289118710979471505e+00,3.415820132198360004e-01,2.245652537398160842e+00,1.975588925459304646e+00,2.592809211031686267e+00,1.479953994025450692e+00,2.888208467832693582e-01,1.469924141999888967e+00,1.160559872175487062e+00,1.796105822871726598e+00,3.158492486380693798e+00,1.806033688089959122e-01,3.156900722794626191e+00,2.967265819625995338e+00,3.363329361863173439e+00,4.145108979277912294e+04,1.159699659693226022e+04,3.994655245303910488e+04,3.098519711600204027e+04,5.077963397620630712e+04
