Mphi g si norm mntot
8.456695759705874949e+00 6.046463833299638678e-03 2.495786029359416514e+00 7.256140217131288317e+00 7.226254439555443443e-02
7.671847753525106173e-01 1.092747944373877525e-02 2.642828440495331499e+00 7.676799075871101330e+00 1.069225990458337605e-01
6.813496455707741539e-01 2.553445862919829709e-02 3.104351035625777300e+00 1.182554082634793780e+01 9.830418118387410087e-02
7.946276933816553978e-01 1.226439827180555824e-02 2.665028298129105799e+00 8.025496424922474503e+00 9.774687668619055914e-02
4.816543273903686750e-01 2.639887023144156172e-02 3.017202107921936882e+00 1.530006744591426049e+01 8.874943621705608243e-02
4.796646646210593445e+01 3.073997183124752312e-04 2.491702118463582138e+00 7.578952416821750582e+00 1.232811005190779657e-01
5.547495209946149419e-01 1.903058020479720530e-02 2.674341416900224644e+00 9.995972794129755812e+00 8.702586448754291715e-02
6.777766875753754583e+00 6.521621917891650723e-03 2.350331382020135695e+00 9.975572565058669738e+00 9.467353528799299367e-02
7.636144256687536769e-02 1.915639297288534298e-02 2.860262771870262011e+00 1.468624410475145936e+01 6.987025214949310614e-02
5.562708564117293975e+00 2.127516517729972478e-03 2.404314037045708563e+00 7.640615896237695992e+00 7.574715126956273192e-02
1.404209410879192210e-01 2.136527997495223791e-02 2.990885043499013296e+00 1.308880115322730120e+01 7.215326305758522352e-02
7.463940317503007238e-01 1.750363897680154782e-02 2.813550216184986130e+00 8.654180705973004706e+00 9.743882514531893024e-02
6.143163717986541705e-01 2.611782928825150812e-02 2.935475349066230422e+00 1.281182932855984191e+01 8.947205468591973299e-02
5.346737418891994720e-01 3.125975331726826845e-02 3.152629105147759958e+00 1.887768951808378404e+01 9.077167166628689887e-02
6.261571228952615087e+00 7.599868769726625395e-02 2.149771718136726406e+00 1.373274186240325712e+01 6.924070305528202962e-02
5.602982492601569220e-01 2.321930331767302694e-02 3.197104894790784968e+00 9.671581299505232820e+00 8.369227266845918889e-02
7.587935369874452274e-01 2.334507493578941162e-02 2.945315757780733623e+00 9.869223516401444130e+00 1.163961894789184021e-01
6.665818297899376299e-01 3.124946376629200370e-02 3.261627240184066689e+00 1.282510584126880460e+01 1.117808673206061032e-01
8.571615518870134842e-02 2.022049863735810374e-02 2.903306666653055146e+00 1.286805039518048766e+01 8.071581991882477436e-02
6.832453132123490480e-01 3.154465298362312681e-02 3.203222715367224360e+00 1.493736947638898904e+01 1.230184358199633982e-01
2.316309213732003214e-01 2.078610394942606663e-03 2.526200970236718746e+00 6.709749375266064852e+00 6.277833487391375200e-02
5.707530731857636264e-01 2.678678086262077651e-02 2.948891356878421632e+00 1.245430306968620293e+01 1.217223363583897072e-01
6.343787446209767089e-02 7.413797882614362421e-03 2.549705461983546861e+00 7.043947462042053687e+00 1.212168423833664133e-01
8.288190256112112908e-02 2.750136300257532973e-02 2.961711739522115305e+00 1.785729513807159208e+01 1.446437465176007575e-01
5.809709324037117817e-01 1.430362501678705822e-02 2.666334442407531480e+00 8.759111727620894072e+00 8.413695343552587969e-02
5.620580765439541215e-01 3.130998968054696935e-02 3.140788679246747428e+00 1.507368486428683418e+01 1.134006030136316401e-01
5.471551619950318912e-01 2.585883375188890304e-02 3.024008747655044349e+00 1.262666287228048034e+01 9.257626065045862496e-02
7.036054732074059626e-01 1.939487894802312262e-02 2.934505525342151699e+00 8.448930683064421743e+00 9.756192542923176891e-02
7.255022247576381478e-01 2.341157273944034084e-02 2.959011254963960447e+00 9.804816586995913852e+00 1.114247398442616555e-01
5.497958118281470741e-01 3.302522639878522140e-03 2.619380880308527448e+00 7.652829448726748751e+00 9.670503172797946523e-02
7.256587043772633194e-01 1.379946060908462772e-02 2.693806531632267909e+00 7.560013818273239927e+00 1.086410956597977373e-01
6.271529004003708607e-01 1.813713284453062971e-02 2.793859250905210700e+00 7.881082118920116564e+00 9.919324844267504715e-02
4.323284836519358265e+01 5.344963677735194985e-01 2.198967493204889934e+00 1.344596455862541795e+01 1.046171971430186753e-01
9.597302424280270694e-01 1.265932043864132156e-03 2.584154270523589148e+00 8.137071895476490013e+00 1.205128005488885073e-01
1.069831492716230847e-01 2.015127040282695126e-02 2.944646516216567811e+00 1.139847276405126841e+01 8.201198284071506417e-02
6.040435450021985453e+00 3.292925695166835053e-03 2.361327097844974077e+00 6.993607310890651796e+00 6.291806608655439725e-02
6.720187598796989015e+00 8.371153816252674407e-02 2.090683876755546233e+00 1.376873521931912059e+01 6.417375263836899713e-02
5.656274432868154678e-01 2.507511748809772636e-02 2.920060267813680444e+00 1.205296503293573096e+01 9.582915757633483911e-02
5.562708564117293975e+00 2.127516517729972478e-03 2.404314037045708563e+00 7.640615896237695992e+00 7.574715126956273192e-02
6.172873006437716858e-01 2.317009691834323593e-02 2.806622590642776860e+00 9.666551458555673548e+00 1.217750985416825305e-01
6.867770728272979408e-01 2.315823279759007813e-02 2.940184729432707922e+00 1.070967330191084521e+01 1.013983594730925725e-01
9.377666790779730643e-01 1.768537589805328205e-03 2.681351572212892442e+00 6.778003513988942963e+00 1.351465107019670930e-01
6.666156375515631005e+00 1.521525944031322216e-03 2.456258260416099848e+00 7.686175705739344721e+00 1.303826483873364861e-01
7.142964948235794864e-01 1.729402243398414987e-02 2.720976956684779680e+00 1.068476244367714223e+01 9.939448078606331893e-02
6.020632694616761427e+01 8.574470170319326012e-01 2.109797255794994442e+00 1.761932298688663678e+01 9.015293629192074054e-02
7.453013772114951419e-01 3.091740716797742455e-02 3.112986439304934905e+00 1.425725503568830810e+01 1.149725164052526616e-01
7.913544651743682490e-01 2.499230877622127603e-02 3.002479766406045414e+00 9.843015039451536552e+00 1.233657693878952299e-01
4.758785521489554693e-01 1.360758054497583636e-02 2.557280228140144551e+00 8.082803377501644349e+00 5.901254065900081447e-02
3.447668992495615814e-02 9.127918012394684727e-03 2.531551987391376546e+00 7.657716094903353365e+00 6.546465389427989778e-02
6.627978632086973798e-01 2.047569771116419801e-02 2.865545921170404409e+00 8.047229860043378480e+00 1.108746356150101253e-01
6.427456845767077764e-01 3.085905422879110446e-02 3.202640749961338962e+00 1.264026208335099177e+01 1.290638568000643804e-01
5.209066476048597183e-01 5.598876968497438307e-04 2.755225285342635111e+00 6.340195878946377483e+00 7.448691666028563196e-02
7.085988713348821966e-01 2.832142869830553411e-02 2.964568033652911883e+00 1.307713762382059208e+01 1.195680798902867686e-01
6.843789563306424961e-01 2.176028109621338386e-02 2.816107282666467260e+00 8.960670147293463117e+00 1.277949386826922884e-01
9.361241417451962032e-01 1.016660941043509743e-02 2.704934868269688319e+00 7.243950283847166993e+00 1.232181660137228185e-01
6.357461195640039087e+00 9.471869596100887523e-02 2.146000560265926005e+00 1.694633173032563889e+01 6.045569651781143583e-02
2.351859418437689808e-01 1.901918618749188702e-02 2.886052873469813207e+00 1.121284076147089692e+01 6.621534019019652273e-02
5.499455509191868152e-02 2.073043091148301167e-02 2.913078794255443249e+00 1.265571229819981269e+01 9.551865974783839419e-02
6.339509865284544965e+00 7.444170517944272147e-02 2.093380424539724949e+00 1.452952165231649673e+01 6.486669077678403061e-02
3.718360035269175495e-02 1.892167946208242121e-02 2.801522619233821398e+00 1.127353855732649990e+01 1.148502303110338907e-01
7.078209757678380898e-01 4.773868987236541336e-03 2.647695266336106634e+00 6.772757704342518892e+00 9.056085685720546841e-02
2.199344090051209011e-01 1.470339317389485374e-02 2.574525292802002596e+00 8.052651416942538276e+00 1.170999612592888428e-01
2.623562132599293406e+01 1.262456419611728952e-04 2.450337603996029401e+00 6.940569213595896514e+00 1.271357582307557910e-01
3.405922990143503415e-01 1.315861470249894347e-02 2.760295922693171811e+00 7.944786613614221338e+00 6.503556636422973269e-02
6.214375075136089777e+01 5.975455961656860326e-01 2.293095268430480616e+00 1.105770816504215937e+01 1.475893256160942246e-01
7.067744348072406424e-02 1.723789082817015622e-02 2.773693219931762766e+00 8.918653060362652596e+00 9.603522083767024320e-02
1.081387951851166263e-01 2.223806759485428067e-02 2.846891573818729704e+00 1.689072284759405562e+01 8.734629262057781729e-02
5.419793806687248638e-01 9.452461070384179931e-03 2.675409544836724329e+00 7.767111125939249128e+00 7.706903389962346806e-02
6.662862694557688314e+00 7.824170734434790497e-02 2.199404326167060386e+00 1.385523214449238516e+01 6.257023140363537905e-02
6.990954191395471362e+00 1.054772501292741693e-01 2.034122668317087879e+00 1.906660881086833825e+01 6.559003329557507034e-02
5.721595063087808741e-01 2.626961574543637545e-02 2.913391224333558682e+00 1.324231166340638843e+01 9.469591877917743483e-02
1.012531843580760649e+00 1.669087603430336603e-03 2.560570514471848469e+00 8.653173896342138960e+00 1.216631191390347144e-01
3.613664291459385280e-01 1.456768614135059599e-02 2.727283600396725127e+00 7.989808141765193383e+00 6.770765344659732121e-02
7.783722251355782440e-01 1.932635394788563207e-02 2.766481996415463662e+00 1.000636305093765088e+01 1.033000365331952775e-01
6.490932343847167552e+00 4.812978430013289954e-02 2.247137008269887826e+00 1.011723685114318450e+01 8.471453971891378110e-02
6.090265610474875357e-01 2.222061989168440388e-02 2.970986896198299476e+00 8.980385988558317933e+00 9.769797105720620656e-02
4.471261472606027909e-02 2.596570307914847914e-02 2.965540669048105649e+00 1.546061446272611839e+01 1.479823543012452058e-01
3.609123120401681595e-01 3.573976224076445742e-03 2.585928633694752676e+00 6.676891823537692616e+00 6.511988849592002804e-02
1.099766022541453364e-01 2.209653331689950470e-02 2.789801072334575860e+00 1.358297495380927700e+01 1.117498853440593298e-01
3.590330062959995461e-01 1.136258970145049250e-02 2.679765846878317870e+00 9.777305760673858259e+00 6.567704619136986721e-02
5.012708787986774883e-01 1.747409389263406693e-02 2.898300797571761844e+00 9.306906375531713849e+00 7.614986944575120875e-02
3.384815658177138531e-02 2.052342774553945343e-02 2.992755098260441393e+00 1.176404406540440029e+01 9.033958266104522017e-02
5.205419034705820458e-01 1.329676175525973565e-02 2.648396079126023928e+00 9.207942170483212507e+00 7.659202273327334054e-02
5.121011313288239553e-01 2.447218023801824710e-02 2.798908100300026902e+00 1.066027007396575321e+01 1.293188951228838313e-01
1.958075999161791036e-01 1.691123005109638686e-02 2.827977901849731523e+00 1.326297900378372319e+01 6.149688072573462200e-02
6.177218636480547254e+00 1.138102959067191673e-02 2.437909156484793005e+00 7.744956910070721179e+00 1.402719686677887379e-01
6.258150778579894824e-02 2.286485900979108934e-02 3.018874156371825102e+00 1.071075077390287333e+01 1.157597511322768780e-01
2.021937841687764803e-01 2.170518629296372751e-02 2.866800395576012406e+00 9.279879822539305323e+00 1.189683632332411284e-01
6.536504577148424922e+00 7.289494180414535229e-02 2.174761147929315630e+00 1.255649336468281518e+01 6.382711590388048806e-02
4.184968609806730133e-02 2.112183324162150710e-02 2.887050417456972440e+00 1.093609888696797938e+01 1.392358289603212729e-01
6.609003649947767123e+00 3.647772496600054561e-03 2.496076641449103573e+00 8.200948038317422473e+00 1.296323559693900451e-01
3.643745967722018531e-01 1.796204242357159198e-02 2.791966335547378275e+00 1.140420846569103475e+01 6.976467897254894079e-02
4.900490824319831545e-02 1.735116653954726917e-02 2.926380979611454158e+00 9.520440065977515687e+00 7.339041785504059334e-02
6.104326677391199496e+00 8.018421893656497990e-02 2.051652828739806367e+00 1.822529807471143215e+01 6.147779104953483842e-02
7.328418212778894159e+00 9.633296043742033132e-02 2.258730502950774710e+00 1.411986519730271894e+01 5.949869035225872210e-02
5.658986208193019785e-01 6.147846145839786641e-03 2.661168839568532896e+00 7.705061055509163204e+00 7.610937709808895946e-02
5.860362497668348825e-01 1.659115436085275078e-02 2.706146608541389664e+00 1.051286611695348761e+01 8.168983726369002940e-02
7.740366949317923906e-01 1.429799495335466698e-03 2.707165218148588792e+00 7.448716492838645564e+00 9.750829241306277484e-02
6.274889452847566274e-01 3.128061766351870193e-02 3.210196288086728522e+00 1.590419511759708904e+01 1.008755076628423120e-01
5.413016112448767458e-01 3.059711305612725085e-02 3.283763963890653059e+00 1.519397944265418765e+01 8.995167319308405851e-02
3.737456841908518707e-02 1.243355183624408368e-02 2.676165271561173231e+00 7.647256410444525976e+00 8.745901950529988422e-02
5.747881967850674290e-01 1.549524939677911044e-02 2.821614226952178672e+00 8.174454083084762956e+00 8.572804115106640033e-02
9.622832017443206931e-01 3.069690330220025938e-04 2.623410054503469979e+00 7.138599629729927898e+00 1.223784006149807035e-01
6.701294415068131949e-02 1.294959072678603627e-02 2.628574052547945517e+00 8.701411614013228046e+00 8.237728425794312026e-02
