weight logl norm si1 si2 E_break
0.000000000000000000e+00 -2.106600815472992508e+03 9.481631961288869981e-01 5.912164427515727017e-01 9.778884890822043818e-01 3.628155615184022187e-01
0.000000000000000000e+00 -1.925647369393223244e+03 8.173286859504901303e-01 3.271609536164777898e-01 9.636197569124649309e-01 5.212991732192184813e-02
0.000000000000000000e+00 -1.895768525074539866e+03 8.676744879011176748e-01 7.531755223501790386e-01 9.346803006291979354e-01 8.198868253808111461e-03
0.000000000000000000e+00 -1.892961786568528851e+03 7.398785315903266824e-01 9.937535563408406158e-02 9.844616209629887260e-01 1.773652817800303039e-01
0.000000000000000000e+00 -1.892734687399616632e+03 7.897943807160318075e-01 1.343355445706939655e-02 9.636685945135687881e-01 3.059118238554766611e-01
0.000000000000000000e+00 -1.783604294663317205e+03 7.752511814150176983e-01 6.732796106267358027e-02 9.464357178358643319e-01 5.256640576850576396e-01
0.000000000000000000e+00 -1.780315594019943774e+03 6.385633918450205337e-01 8.990761067886393620e-01 9.942176351777400889e-01 2.683143876422233731e-01
0.000000000000000000e+00 -1.776871551420470496e+03 7.657106079673059451e-01 4.967082146014942801e-01 9.360843607753460693e-01 2.919061286083897144e-01
0.000000000000000000e+00 -1.753077665747259516e+03 7.281573840170786349e-01 9.463154330449035090e-01 9.443859914610678308e-01 1.222561725833216650e-01
0.000000000000000000e+00 -1.715764118046874501e+03 7.261382146103866342e-01 7.900196373978557451e-01 9.335114477059358595e-01 3.643535140595104416e-01
0.000000000000000000e+00 -1.696070195269240230e+03 9.793346735843272421e-01 3.323933265021605798e-01 8.325441246537406137e-01 3.251107566721422870e-02
0.000000000000000000e+00 -1.629864719773252091e+03 7.708236861218760172e-01 7.477946392521427343e-01 9.150838001962923185e-01 5.883729331908547078e-01
0.000000000000000000e+00 -1.548562352258070632e+03 7.799593714684769363e-01 5.662553396741376588e-02 8.749182452351776940e-01 5.327340208473079208e-01
0.000000000000000000e+00 -1.489188476895350732e+03 6.064274331550134622e-01 5.113128815501521984e-03 9.196855736033329176e-01 2.146347369687647832e-01
0.000000000000000000e+00 -1.459359729584879915e+03 5.177002707856018793e-01 6.683587289561281342e-01 9.589617639866555576e-01 2.174441856638935633e-01
0.000000000000000000e+00 -1.443109963048114423e+03 8.160320921040932207e-01 1.463129352616758805e-01 8.135614500630307111e-01 1.231517904861537671e-01
0.000000000000000000e+00 -1.407338800433817823e+03 7.615210057583431391e-01 9.906265294652361053e-01 8.244572446872088234e-01 7.364117915131040970e-02
0.000000000000000000e+00 -1.378280447565406803e+03 5.375554855256585718e-01 1.803983568536720039e-01 9.228500750232995209e-01 1.773500135043674097e-01
0.000000000000000000e+00 -1.376666728218081062e+03 6.234988260134767257e-01 1.961253248179465336e-01 8.770943288523662673e-01 7.622473466506163309e-02
0.000000000000000000e+00 -1.376024938909197544e+03 6.720554228542501285e-01 4.471201978738350569e-01 8.538230567408754412e-01 3.976997716525978444e-01
0.000000000000000000e+00 -1.369860967996528416e+03 7.928662681647808963e-01 4.896879166962239127e-01 8.005791571555852526e-01 4.845490509944572199e-02
0.000000000000000000e+00 -1.353719996412368346e+03 7.096799322883070582e-01 9.560387850097387119e-01 8.559152188093230862e-01 6.047997372408587813e-01
0.000000000000000000e+00 -1.353421159831884324e+03 7.650109111166697451e-01 7.519279676840170401e-01 8.068204476073105313e-01 4.044970192698437161e-01
0.000000000000000000e+00 -1.345941303546850349e+03 7.358964285767713998e-01 6.661233026501138799e-01 8.843690695107963018e-01 6.448284775089948573e-01
0.000000000000000000e+00 -1.341660859339707713e+03 5.447853964541223837e-01 5.150469391856163925e-01 9.076918032058652885e-01 3.670802024867245716e-01
0.000000000000000000e+00 -1.340181223501620480e+03 9.296396147992019854e-01 5.798658296929070088e-01 7.413663697803787311e-01 1.216479572670938758e-01
0.000000000000000000e+00 -1.336224738929308614e+03 8.498603856757835917e-01 9.832979628005944495e-01 7.686413911394535114e-01 1.372363225354479299e-01
0.000000000000000000e+00 -1.304740725076017270e+03 9.895699801983972588e-01 4.728628037215545366e-01 7.401275772975115519e-01 5.835071617513620801e-01
0.000000000000000000e+00 -1.290626785698201274e+03 8.102448485452199423e-01 5.209395515823208589e-01 7.699346876112970195e-01 1.361545397399078761e-01
0.000000000000000000e+00 -1.282045757153942532e+03 7.781782894843002341e-01 9.350084744257871616e-01 8.903875157289453668e-01 7.166520133520152269e-01
0.000000000000000000e+00 -1.278089236952512238e+03 5.464975606365473082e-01 1.582401784366658237e-01 8.874749742510529282e-01 1.809460515490213250e-02
0.000000000000000000e+00 -1.274313593019877999e+03 9.534391643498316693e-01 7.157436521393140128e-01 7.133804475840370696e-01 4.336467059552557846e-01
0.000000000000000000e+00 -1.256412624950000918e+03 7.150153513921919668e-01 1.198630856740878770e-03 9.159989206699573616e-01 6.516621071672079601e-01
0.000000000000000000e+00 -1.247759742580832153e+03 5.088230893281575629e-01 9.290619533600908975e-01 9.336464033290891029e-01 6.110801328179070735e-01
0.000000000000000000e+00 -1.239690792664833680e+03 4.965863308472622251e-01 9.441624873383414052e-02 9.046849127961913428e-01 2.278301773382329642e-02
0.000000000000000000e+00 -1.223543490381172887e+03 6.073541135707918315e-01 7.370614629779803639e-01 8.388417430640195960e-01 3.888444674852780114e-01
0.000000000000000000e+00 -1.210698075481351452e+03 4.818207423318676685e-01 6.283578104367300021e-01 9.048828754623035042e-01 3.544139117830475971e-01
0.000000000000000000e+00 -1.191008838682744454e+03 8.753534206355467751e-01 4.585454791567314947e-01 7.641925840825467553e-01 6.140463573373989847e-01
0.000000000000000000e+00 -1.184895614337095139e+03 8.069026060581623305e-01 6.788344464294748803e-02 7.391648537237034411e-01 1.445109249881484370e-01
0.000000000000000000e+00 -1.172927975264611860e+03 9.377524522129742079e-01 3.769977420475764118e-01 8.181283313704428295e-01 6.871214088276089704e-01
0.000000000000000000e+00 -1.170145639547576593e+03 9.365781419156554710e-01 9.904265617519159015e-02 8.971443695145742137e-01 7.097378434324349561e-01
0.000000000000000000e+00 -1.154923855335390726e+03 7.276061620228617688e-01 5.585557759394098598e-01 7.853056190351975774e-01 5.707037852643667142e-01
0.000000000000000000e+00 -1.125221011524072537e+03 8.816408976405936126e-01 4.987957618101371837e-01 6.927387751862316145e-01 1.609198039293456839e-01
0.000000000000000000e+00 -1.119466046592909379e+03 4.518162743920687285e-01 7.788828642663966351e-01 8.959885836146046501e-01 1.255338739679124904e-01
0.000000000000000000e+00 -1.107209505579161032e+03 3.756627048583165429e-01 7.611968845281293916e-01 9.465006098293299308e-01 3.726599909768545382e-01
0.000000000000000000e+00 -1.103366588707149504e+03 9.554520094159757448e-01 5.463935493365374985e-01 7.963569460221513463e-01 7.056929382910426263e-01
0.000000000000000000e+00 -1.089977628082478077e+03 3.843666011549915495e-01 6.472738664934097885e-01 9.901224889065591839e-01 6.164320335686737096e-01
0.000000000000000000e+00 -1.075611380226152733e+03 9.728698848158576773e-01 9.322360749689919679e-01 6.461004867677556662e-01 4.763905880532013359e-01
0.000000000000000000e+00 -1.056819546802100149e+03 7.785041036138473647e-01 4.856990922146480205e-01 7.108017225789441396e-01 3.565864130100426799e-01
0.000000000000000000e+00 -1.028178280230959217e+03 4.416562407248766364e-01 2.134248065240889058e-01 8.756451827221782835e-01 4.691172457529723117e-01
0.000000000000000000e+00 -1.017541077140758148e+03 9.764712994606796759e-01 3.792911458754963938e-01 6.967271248806300443e-01 6.463176447450863504e-01
0.000000000000000000e+00 -9.949611825087818033e+02 4.461691676681409646e-01 3.328536881047848839e-01 8.607260247366623762e-01 5.955390073510868909e-02
0.000000000000000000e+00 -9.764463424205304136e+02 6.513310324650314342e-01 4.318454815343870656e-01 7.408554356266711105e-01 3.005160929563602812e-01
0.000000000000000000e+00 -9.653519150253022190e+02 3.306168452460784835e-01 8.246678753380372040e-01 9.383986937504955606e-01 1.991776746177955637e-01
0.000000000000000000e+00 -9.544837523039782354e+02 4.446794577964360284e-01 2.565755939188200108e-01 8.487905229834357135e-01 8.293754617481197133e-02
0.000000000000000000e+00 -9.486351404092525854e+02 3.856060127462628273e-01 7.588431350078106430e-01 8.886283810560028362e-01 1.135627879057620193e-01
0.000000000000000000e+00 -9.465237889280313084e+02 8.208872766637432816e-01 6.402712822172431650e-01 6.586264861160462392e-01 1.675483424075476790e-01
0.000000000000000000e+00 -9.300953750373032562e+02 9.918949534558682002e-01 1.036739854843476971e-01 5.914833238092064294e-01 3.850966391487203877e-01
0.000000000000000000e+00 -9.222120922331913562e+02 5.989871833188809003e-01 4.046466665984234101e-01 7.490559785343239296e-01 4.150158538768556893e-01
0.000000000000000000e+00 -9.154020956780072993e+02 5.570684626105921744e-01 3.853567961354438243e-01 7.688901721983542048e-01 2.166510612780627731e-01
0.000000000000000000e+00 -8.959569154004701659e+02 6.141236509429494062e-01 8.151504781668513777e-01 7.328254586719720187e-01 2.132964489049740120e-01
0.000000000000000000e+00 -8.941716312679652674e+02 9.853663505297834968e-01 4.828581075936492217e-01 6.595495682685225125e-01 6.678524879129146274e-01
0.000000000000000000e+00 -8.627202099313022927e+02 4.247263054110868019e-01 2.956406034105938385e-01 9.971540208354203738e-01 6.901856590158591542e-01
0.000000000000000000e+00 -8.517781377863566377e+02 7.696355615869499012e-01 2.450409505319834924e-01 6.565341221529150673e-01 5.187624877400663914e-01
0.000000000000000000e+00 -8.485080440398913879e+02 2.317684624999527543e-01 7.610840219064569645e-01 9.989697203732698094e-01 3.387787444750097743e-01
0.000000000000000000e+00 -8.234963049330571039e+02 9.956818506268311220e-01 8.617698892526461929e-01 7.244875487248398915e-01 7.800643612701847474e-01
0.000000000000000000e+00 -8.094274104391781748e+02 9.813223011298948251e-01 4.077222393978314763e-01 6.361928267173465601e-01 6.722705409594185166e-01
0.000000000000000000e+00 -8.032343291103877618e+02 5.332051113945022180e-01 6.718120810782872709e-01 7.447096932314356543e-01 3.659584269466074069e-01
0.000000000000000000e+00 -7.942721230405761617e+02 4.119910091652615458e-01 2.367847014653711168e-01 8.613563696818263837e-01 5.853052004111261031e-01
0.000000000000000000e+00 -7.876313658677493095e+02 3.747603312745105830e-01 9.892712650628181503e-01 8.639523042958978660e-01 5.850801631358144572e-01
0.000000000000000000e+00 -7.810677305021034726e+02 2.687265609442343051e-01 9.174106461127480294e-01 9.350549673419091823e-01 7.174243455741657893e-02
0.000000000000000000e+00 -7.581121080501836786e+02 9.922093011794871353e-01 7.468249013220967791e-01 5.297091500357596905e-01 4.416776007564058304e-01
0.000000000000000000e+00 -7.518777567688244972e+02 9.642864001443066657e-01 1.266791862877448827e-01 5.382237304295226510e-01 4.699107659601567955e-01
1.482196937523739633e-323 -7.493549290218618353e+02 6.171829151939494107e-01 9.734705667127728779e-01 6.811531614747063923e-01 5.090507654861475828e-02
1.313823861418419966e-316 -7.332636856052162102e+02 4.370470143544468167e-01 5.184199153888582323e-01 8.138389558444981686e-01 5.865275813478113554e-01
7.971287555820624646e-309 -7.153401858016976576e+02 5.966263315633997255e-01 9.458964024068489129e-01 7.963552774879837370e-01 7.398257894091028186e-01
2.465806392708034392e-304 -7.049980874757746960e+02 4.436532540914677192e-01 8.839516447380303399e-01 7.651163510034273418e-01 1.187257875714519129e-01
1.415881371816216335e-301 -6.986425988729946539e+02 6.124502553724153753e-01 2.479942406209569850e-01 7.175279980388798995e-01 6.136980400599127972e-01
1.603078837660121470e-301 -6.985159250340501558e+02 6.668005057943379166e-01 7.368029505677647917e-01 6.383590103120592163e-01 4.323861052319977194e-02
1.469514239148361212e-300 -6.962978340981754855e+02 8.267915635162852439e-01 3.557186616490662923e-01 6.502193665998855510e-01 6.674422840693372549e-01
1.338663069199664539e-299 -6.940860094954358601e+02 9.460557638425748372e-01 8.656452691320437598e-01 5.210682418326484378e-01 1.009276733463513320e-01
1.617581081372453526e-297 -6.892890788420907029e+02 2.458476749547430229e-01 2.978040530078066572e-01 9.266101547925372772e-01 6.292812731369556989e-02
3.134641199008578038e-297 -6.886249959983566669e+02 3.450129266439729836e-01 3.452490588254968351e-01 8.321141807732180817e-01 3.658265095787738286e-02
1.081886412289213837e-292 -6.781733790553307699e+02 2.675204382052364105e-01 5.702536961439951257e-01 8.994514226113906608e-01 1.272805628016880908e-01
9.953210007959169853e-291 -6.736491050448432816e+02 2.561154070831919149e-01 8.531310523330559725e-02 9.351082249492668197e-01 5.426805701154383543e-01
4.522540351726410369e-290 -6.721328412041706315e+02 5.588379244869192686e-01 5.064790146220213840e-01 6.835731143677802324e-01 2.497099164460035992e-01
4.465567626440311330e-284 -6.583275081726615099e+02 8.343919325868575099e-01 5.313507942899973191e-01 6.093009185225750635e-01 6.571469782916501412e-01
7.817982439372025671e-280 -6.485546376137266407e+02 5.523138280526281862e-01 7.329154816003310424e-01 7.528133764453713850e-01 6.741197664197354777e-01
4.075712490344000138e-273 -6.330854229082920028e+02 3.273837319162629100e-01 2.102645471710828939e-01 8.263900621069986130e-01 1.348098918974383054e-01
1.138472785303626577e-271 -6.297531105957267528e+02 4.111564450796182379e-01 7.502824888558143890e-01 7.691237751459901739e-01 5.317319167876533026e-01
2.815620732010762223e-263 -6.104244348080267173e+02 3.087098035608444313e-01 5.246461068726097077e-01 9.237720795246137095e-01 6.487868355047524682e-01
2.262962460570113302e-261 -6.060352725898624158e+02 7.794110269999992013e-01 3.648686217134375909e-01 5.509674711199363806e-01 1.251235185429113717e-01
1.182190628975733281e-257 -5.974717378134433829e+02 7.999478240595194745e-01 9.078494756799670995e-03 6.152491829263366796e-01 6.500146975054397203e-01
4.116220007528286572e-256 -5.939190866347349811e+02 7.220851078584641369e-01 6.284710493763244754e-01 5.713015204233211630e-01 3.023760473813147387e-01
