"Mphi_mean","Mphi_stdev","Mphi_median","Mphi_errlo","Mphi_errup","g_mean","g_stdev","g_median","g_errlo","g_errup","si_mean","si_stdev","si_median","si_errlo","si_errup","norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup","mntot_mean","mntot_stdev","mntot_median","mntot_errlo","mntot_errup"
6.461349035890211923e+00,9.714652282978590847e+00,5.355374984835970409e+00,5.170311304039575395e-01,6.559570511948074945e+00,1.005733732365931693e-01,1.822043969943484554e-01,4.448840524879631164e-02,1.691783761184295631e-02,1.022897101684425991e-01,2.471024464341039284e+00,3.256249386292706105e-01,2.388236078983511312e+00,2.136312246979021445e+00,2.896190923564636588e+00,9.093298233324032864e+00,2.946929002196535308e+00,8.023943946684010342e+00,7.050486055376612882e+00,1.159262604649908113e+01,9.516981222000966967e-02,2.696505083776740488e-02,9.126035990551509269e-02,6.458524434817569659e-02,1.290785580452860071e-01
