Mphi g si norm
6.506017796686784038e+00 8.010947803973991754e-02 2.255064641043758034e+00 8.503590586381186256e+00
8.034143659421894013e-01 1.555723595425118413e-02 2.690535434898087885e+00 6.016168002341781396e+00
5.994627762117572090e+00 3.747124038428623766e-02 2.390206375725102195e+00 7.836224910144769851e+00
5.905523394912909119e+00 3.514982690289663453e-02 2.318177355363383985e+00 8.492369510562234325e+00
1.059432935869267345e+00 3.655981289842729666e-03 2.635382997442361486e+00 6.905648661068997107e+00
2.260080877458840831e+01 4.216858146499998239e-01 2.083716680575959046e+00 7.512046950012707391e+00
3.116983776489191271e+01 5.280155514410346251e-01 2.272881185543452975e+00 8.295561821583639528e+00
5.764771017883624005e+00 4.947664921006449806e-02 2.376438552686220618e+00 7.432381448350072972e+00
6.687841854613437720e-01 3.109079304294315796e-02 2.951352273128314607e+00 1.110637355631121714e+01
4.246291039259737232e+01 8.578146946865865541e-01 2.109687284193237922e+00 8.799218900084662565e+00
6.476023398833445910e+00 8.297280978723693690e-02 2.224839806221775795e+00 7.651769914263566896e+00
9.685215804907103543e-01 1.887215921274205824e-03 2.511630297002511281e+00 7.794763278940123108e+00
3.796685026409845420e+01 8.623608890166182261e-01 2.056273667468728306e+00 9.559761477889971104e+00
6.030044712430982834e+00 4.772944273379959440e-02 2.417322709277634374e+00 7.317770847475423501e+00
4.674036086875779006e+01 9.164257124153699641e-01 2.039547397747262902e+00 7.201378310049183717e+00
3.240797713205313357e+01 6.270038083140169194e-01 2.067443115550622323e+00 7.761594082561031449e+00
6.806698188464575416e+00 5.723445886090509221e-02 2.225113042793355422e+00 7.822107944326174511e+00
2.427267761383048172e-01 2.521278177533616341e-02 2.807136428223569347e+00 1.150628933863129078e+01
1.782945956628973760e-01 2.509125485845357939e-02 2.868465956386611282e+00 1.119537891756759151e+01
5.980465938198294973e-01 3.925099624735571557e-02 2.974694511430377553e+00 2.520593826617899680e+01
9.621564784081108879e-02 2.335911737634660534e-02 2.961700071484949071e+00 1.106608114897683670e+01
6.474086532457096199e-01 2.792857869922570763e-02 2.798588203694449383e+00 1.221133476981529853e+01
6.642336262867607921e+00 8.631395257131664611e-02 2.095650040771557254e+00 8.467684420837178649e+00
9.055131015630802693e+00 2.258241863831947512e-04 2.404674541423217349e+00 7.948737236609901835e+00
6.242882799030102792e-02 2.022056041940216431e-02 2.865283799367881912e+00 9.047047757052538941e+00
6.067107487852464232e+00 6.192890784522883663e-02 2.381365700211671488e+00 7.277575606781271134e+00
5.933071719066882466e+00 6.637639935016625969e-02 2.295211519476552109e+00 7.702434818621539669e+00
3.218082920502877187e+01 5.770321422907451758e-01 2.232960883299263344e+00 9.013482604376568119e+00
3.193047896156389953e+01 6.374736842863575337e-01 2.160129573111056800e+00 9.685978713618183633e+00
5.363649290051892393e+00 4.997208698200097075e-03 2.458594278805358080e+00 6.700565537502412461e+00
6.210592882604373699e+00 2.046672388920764418e-02 2.488550780486362690e+00 7.418401555037092976e+00
6.634197021862525467e+00 5.869574888048500333e-02 2.363673916401496822e+00 8.386582089776403848e+00
5.342926915548156686e+00 2.403664578679019000e-03 2.397611071384353476e+00 7.269259449400983897e+00
8.941547155100058875e-02 2.178769641411703803e-02 2.820373832800386893e+00 9.688631323912902715e+00
6.163246212533935342e+00 4.656671996681415598e-03 2.515023136332565912e+00 7.536875436917156001e+00
6.661438301161677344e+00 5.129810998335623123e-02 2.432012941796286576e+00 6.732528562643023129e+00
6.340107433294957850e+00 5.783822263723586293e-02 2.384080950540512944e+00 7.746404218989054513e+00
2.791100714094766744e+01 5.373764498090560782e-01 2.041673698899921785e+00 7.057755404853130798e+00
6.931519461839011242e+00 4.635746269933893604e-02 2.397168469179243200e+00 6.652639291197979254e+00
5.406265732729702123e+00 5.658072705323928531e-02 2.291478753742957952e+00 8.310938332710712473e+00
3.522732503405478360e-02 1.955597251997674355e-02 2.706694712139578129e+00 1.003987445972894932e+01
6.018062954606612003e+00 6.708925697959218504e-02 2.253136869305135903e+00 8.514566628296957873e+00
4.776134689495509633e+01 9.625192899642081024e-01 2.131650554105271045e+00 8.707367525519543960e+00
3.770114118464421438e+01 7.892733828757942938e-01 2.057765853421297475e+00 8.387394102512875094e+00
3.046240171580442180e+01 5.200231276178638451e-01 2.177483841695395661e+00 8.397809904251605673e+00
4.913504787013460628e+01 9.283741445319800834e-01 2.106028194004353260e+00 8.955895105680008683e+00
5.166390615895043226e+00 1.976770770344976960e-02 2.392912544656810248e+00 8.230446082741046609e+00
6.213939964119996162e+00 8.656956109642688357e-02 2.046091631855238457e+00 8.728774256321347735e+00
5.660469083949276836e+00 5.248024963007330568e-02 2.348526566580407149e+00 8.327214732191103863e+00
6.540246338700764106e+00 4.949763068280211425e-02 2.329024370058938587e+00 7.327776946438271821e+00
5.912371521962604071e+00 2.296882111296000631e-02 2.470684840969888274e+00 6.712702478852346388e+00
6.288151673689383436e+00 8.890521157742856508e-04 2.530806024567869628e+00 6.872230427605285463e+00
6.102428411546942932e-01 2.229451682459504536e-02 2.749912546294182469e+00 8.990072259916800590e+00
5.363649290051892393e+00 4.997208698200097075e-03 2.458594278805358080e+00 6.700565537502412461e+00
5.892756607365865484e+00 1.510390308349520740e-02 2.452186929485727696e+00 7.312220099164970399e+00
