"norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup","si1_mean","si1_stdev","si1_median","si1_errlo","si1_errup","si2_mean","si2_stdev","si2_median","si2_errlo","si2_errup","E_break_mean","E_break_stdev","E_break_median","E_break_errlo","E_break_errup"
2.422565826037659686e+00,3.125568870306489888e-01,2.389583812315343891e+00,2.134704545468238734e+00,2.707188364462731922e+00,1.644892585225509851e+00,3.150474806277834272e-01,1.666186321929536085e+00,1.288689740110439352e+00,1.983597573819691151e+00,2.874765045135135644e+00,1.506730066657244460e-01,2.861077650044607790e+00,2.730648311764532377e+00,3.020154796100612771e+00,3.707464464258134103e+04,1.540037386594250893e+04,3.442731230667627824e+04,2.616843179755811434e+04,4.675218439820857020e+04
