"Mphi_mean","Mphi_stdev","Mphi_median","Mphi_errlo","Mphi_errup","g_mean","g_stdev","g_median","g_errlo","g_errup","si_mean","si_stdev","si_median","si_errlo","si_errup","norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup"
2.155883884963686992e+00,1.976618384719265598e-01,2.147278100884395080e+00,1.964336775790669343e+00,2.345824119510664385e+00,1.093908202500763344e-01,2.076644440200826613e-01,9.235684806489962567e-03,4.499963669332455942e-04,2.256896814623774727e-01,2.502569799097979608e+00,5.460660405994200578e-02,2.503822688421446951e+00,2.448166767352806250e+00,2.556343807815617097e+00,1.053262554429736753e+01,5.508222234675442586e+00,1.063483740984150749e+01,3.918665169929529846e+00,1.700816806333829234e+01
