"Mphi_mean","Mphi_stdev","Mphi_median","Mphi_errlo","Mphi_errup","g_mean","g_stdev","g_median","g_errlo","g_errup","si_mean","si_stdev","si_median","si_errlo","si_errup","norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup"
6.213418373188158483e+00,5.444444899093062951e+00,5.917537525372452478e+00,5.188362229781805723e+00,6.487325826218310887e+00,1.007459212745149685e-01,1.094032427980743960e-01,8.984776279151053535e-02,5.890534750374575718e-02,1.108825169732874094e-01,2.256908858191833733e+00,2.337802916505741513e-01,2.195937003306398072e+00,2.071451929343623100e+00,2.378629314551923279e+00,7.902073829638202263e+00,1.715440317063164910e+00,7.575348377983538661e+00,6.871046808497097480e+00,8.463650702328310516e+00
