"Mphi_mean","Mphi_stdev","Mphi_median","Mphi_errlo","Mphi_errup","g_mean","g_stdev","g_median","g_errlo","g_errup","si_mean","si_stdev","si_median","si_errlo","si_errup","norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup","mntot_mean","mntot_stdev","mntot_median","mntot_errlo","mntot_errup"
8.519502081073536459e+00,1.212173390300553422e+01,5.860293353255654480e+00,5.077302383687898324e-01,8.343858388259175030e+00,1.259286694125817396e-01,2.142533571292910277e-01,5.238993417285064957e-02,1.790076507024156507e-02,1.164657056950079567e-01,2.449476603107366923e+00,3.022388937672028653e-01,2.373847074156112402e+00,2.150253421123208497e+00,2.840554722875991978e+00,8.926251761036777310e+00,2.682500606736652582e+00,8.047217782772513317e+00,7.063266702747785786e+00,1.085107820671598411e+01,1.393110077427030247e-01,5.894146479747897766e-02,1.304471771770966404e-01,7.263088686880912748e-02,2.135568418538821567e-01
