M_phi,g,si
363.2151286993808,0.02665431545072953,2.9788581509355985
0.13123524810556006,0.019362476886572354,2.0512600290455927
9.806784564279733,0.00012210691267058117,2.743804302248831
175.9317930616225,0.0005269112270639119,2.6734990609915212
0.5580678548600244,0.009672682337537698,2.2568561328245846
0.1667727122184668,0.001477790088480372,2.7306110364285057
887.501558248227,0.0016140075232183781,2.35342199193655
643.5745955765444,0.02950270806877051,2.721412343306034
0.5350186649332086,0.02333436866560586,2.964281405816546
2.1948511562905044,0.010564605220941943,2.6312412428338234
647.2536445786711,0.0005400465231352762,2.232399456958429
4.514451795477548,0.00012321358836523286,2.7757776634091726
4.2567706375848875,0.0018497733702185963,2.617772113856364
1.0630452764963696,0.09270393992022251,2.5335819682517644
0.1033342678816134,0.009479171372720453,2.536308910579462
363.2151286993808,0.02665431545072953,2.9788581509355985
0.13123524810556006,0.019362476886572354,2.0512600290455927
9.806784564279733,0.00012210691267058117,2.743804302248831
225.3377552134566,0.007419406706196362,2.7540537968900525
0.6492569087307976,0.0246665048259381,2.3068274108124864
0.172503930422776,0.0014760044522022754,2.730670576194395
887.501558248227,0.0016140075232183781,2.35342199193655
672.4809244044093,0.03084276558419099,2.720391039735462
0.5350186649332086,0.02333436866560586,2.964281405816546
2.199185695361698,0.010531257856753686,2.630371531217596
647.2536445786711,0.0005400465231352762,2.232399456958429
4.514451795477548,0.00012321358836523286,2.7757776634091726
4.2567706375848875,0.0018497733702185963,2.617772113856364
1.0630452764963696,0.09270393992022251,2.5335819682517644
0.1033342678816134,0.009479171372720453,2.536308910579462
363.2151286993808,0.02665431545072953,2.9788581509355985
4.212934594791,0.011245789865900533,2.343414760018752
9.806784564279733,0.00012210691267058117,2.743804302248831
225.3377552134566,0.007419406706196362,2.7540537968900525
0.6492569087307976,0.0246665048259381,2.3068274108124864
0.172503930422776,0.0014760044522022754,2.730670576194395
887.501558248227,0.0016140075232183781,2.35342199193655
672.4809244044093,0.03084276558419099,2.720391039735462
0.5350186649332086,0.02333436866560586,2.964281405816546
2.199185695361698,0.010531257856753686,2.630371531217596
354.6945395828704,0.005071477637722885,2.412896393697915
4.514451795477548,0.00012321358836523286,2.7757776634091726
4.2240429376125554,0.0027808014230100153,2.616909375356822
1.0630452764963696,0.09270393992022251,2.5335819682517644
0.1033342678816134,0.009479171372720453,2.536308910579462
363.2151286993808,0.02665431545072953,2.9788581509355985
4.212934594791,0.011245789865900533,2.343414760018752
9.806784564279733,0.00012210691267058117,2.743804302248831
225.3377552134566,0.007419406706196362,2.7540537968900525
0.6492569087307976,0.0246665048259381,2.3068274108124864
0.172503930422776,0.0014760044522022754,2.730670576194395
887.501558248227,0.0016140075232183781,2.35342199193655
672.4809244044093,0.03084276558419099,2.720391039735462
0.5350186649332086,0.02333436866560586,2.964281405816546
2.199185695361698,0.010531257856753686,2.630371531217596
354.6945395828704,0.005071477637722885,2.412896393697915
4.514451795477548,0.00012321358836523286,2.7757776634091726
5.262734015895176,0.002286140832848123,2.6405186765310806
0.8388657353981152,0.06325232079821462,2.716440180603434
0.13323548741825433,0.006019497835403606,2.620329138805974
363.2151286993808,0.02665431545072953,2.9788581509355985
4.212934594791,0.011245789865900533,2.343414760018752
9.806784564279733,0.00012210691267058117,2.743804302248831
320.54777933016504,0.0057718755430463805,2.930863222871236
0.6492569087307976,0.0246665048259381,2.3068274108124864
0.4282391770119309,0.0013963267785177807,2.7333273266737432
887.501558248227,0.0016140075232183781,2.35342199193655
672.4809244044093,0.03084276558419099,2.720391039735462
0.5350186649332086,0.02333436866560586,2.964281405816546
1.5992066974686727,0.007436434417788962,2.6652519267264445
354.6945395828704,0.005071477637722885,2.412896393697915
4.514451795477548,0.00012321358836523286,2.7757776634091726
5.262734015895176,0.002286140832848123,2.6405186765310806
0.9000776226025717,0.06282141596897933,2.7166269585571117
0.13323548741825433,0.006019497835403606,2.620329138805974
363.2151286993808,0.02665431545072953,2.9788581509355985
4.212934594791,0.011245789865900533,2.343414760018752
9.806784564279733,0.00012210691267058117,2.743804302248831
320.54777933016504,0.0057718755430463805,2.930863222871236
0.6492569087307976,0.0246665048259381,2.3068274108124864
0.4282391770119309,0.0013963267785177807,2.7333273266737432
887.501558248227,0.0016140075232183781,2.35342199193655
718.9496134302467,0.034611202567582385,2.765354807116034
0.5350186649332086,0.02333436866560586,2.964281405816546
1.7064908493297022,0.005833713526391785,2.6351058218419605
354.6945395828704,0.005071477637722885,2.412896393697915
4.514451795477548,0.00012321358836523286,2.7757776634091726
5.262734015895176,0.002286140832848123,2.6405186765310806
0.9000776226025717,0.06282141596897933,2.7166269585571117
0.13323548741825433,0.006019497835403606,2.620329138805974
363.2151286993808,0.02665431545072953,2.9788581509355985
4.086933544134842,0.01094479217287455,2.35720671911074
9.806784564279733,0.00012210691267058117,2.743804302248831
320.54777933016504,0.0057718755430463805,2.930863222871236
0.6492569087307976,0.0246665048259381,2.3068274108124864
0.4282391770119309,0.0013963267785177807,2.7333273266737432
887.501558248227,0.0016140075232183781,2.35342199193655
642.9858628974122,0.029112373857179526,2.7969124931741622
0.5639417435339582,0.02323930425373151,2.959398919337936
1.1749521320312812,0.003988503454540141,2.675949525644624
354.6945395828704,0.005071477637722885,2.412896393697915
2.078829052385214,0.00012372289959127869,2.7904923552128134
5.262734015895176,0.002286140832848123,2.6405186765310806
63.35482644580776,0.056587042950751495,2.7618295611123598
0.13323548741825433,0.006019497835403606,2.620329138805974
363.2151286993808,0.02665431545072953,2.9788581509355985
4.086933544134842,0.01094479217287455,2.35720671911074
9.806784564279733,0.00012210691267058117,2.743804302248831
320.54777933016504,0.0057718755430463805,2.930863222871236
0.6492569087307976,0.0246665048259381,2.3068274108124864
0.40396547215950274,0.0014150417915031422,2.7324866532567174
887.501558248227,0.0016140075232183781,2.35342199193655
795.3664320151731,0.02188949335300519,2.80613552785951
0.5639417435339582,0.02323930425373151,2.959398919337936
1.1749521320312812,0.003988503454540141,2.675949525644624
354.6945395828704,0.005071477637722885,2.412896393697915
2.078829052385214,0.00012372289959127869,2.7904923552128134
5.262734015895176,0.002286140832848123,2.6405186765310806
63.35482644580776,0.056587042950751495,2.7618295611123598
0.13323548741825433,0.006019497835403606,2.620329138805974
363.2151286993808,0.02665431545072953,2.9788581509355985
