"Mphi_mean","Mphi_stdev","Mphi_median","Mphi_errlo","Mphi_errup","g_mean","g_stdev","g_median","g_errlo","g_errup","si_mean","si_stdev","si_median","si_errlo","si_errup","norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup","mntot_mean","mntot_stdev","mntot_median","mntot_errlo","mntot_errup"
6.863064888345084213e+00,1.006521754997256579e+01,5.556196632210733455e+00,5.571704678776351338e-01,6.701055881505870282e+00,1.108466319814873507e-01,1.886775873947385829e-01,5.544039572585334613e-02,1.984986611677468787e-02,1.064003105488861151e-01,2.456818579018304582e+00,3.267909191357773468e-01,2.354870573132099132e+00,2.136300484459662474e+00,2.885152614839872953e+00,9.183699556568456046e+00,2.942963641510661699e+00,8.084081426912979040e+00,7.146413240945141965e+00,1.171800516725793884e+01,1.203898049760386141e-01,1.385224590192533738e-02,1.180433035941913789e-01,1.056891132551493473e-01,1.371493012401590050e-01
