"Mphi_mean","Mphi_stdev","Mphi_median","Mphi_errlo","Mphi_errup","g_mean","g_stdev","g_median","g_errlo","g_errup","si_mean","si_stdev","si_median","si_errlo","si_errup","norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup"
9.628220070839015321e+00,1.350055561010423766e+01,6.013325074585654129e+00,1.678578277176517586e-01,1.923261914019443353e+01,1.377066943796818044e-01,2.389543980570846271e-01,4.170845501930861565e-02,1.571035587823605556e-02,3.022839910932880736e-01,2.458523012841018485e+00,2.789273668976247622e-01,2.397947286870829586e+00,2.184322435333059698e+00,2.818265486894916183e+00,8.856082006929128170e+00,2.625870283660601157e+00,8.017721474159431594e+00,7.054134682099466147e+00,1.053007379558859746e+01
