"Mphi_mean","Mphi_stdev","Mphi_median","Mphi_errlo","Mphi_errup","g_mean","g_stdev","g_median","g_errlo","g_errup","si_mean","si_stdev","si_median","si_errlo","si_errup","norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup"
2.046561973995037143e+00,6.973172684503778918e+00,8.252082478368406582e-01,7.444862930310011118e-01,9.200769608808689881e-01,3.404669350320518872e-02,8.213784250942712806e-02,2.363963365877885109e-02,1.274061247121212846e-02,3.006428390381163732e-02,2.544084629945821074e+00,1.328691281439839111e-01,2.539867989805793869e+00,2.451848049339360625e+00,2.634663344791161155e+00,1.228672314624492934e+01,3.688405029823189185e+00,1.174646025341520073e+01,8.211760950518604218e+00,1.665964729669965294e+01
