Mphi g si norm
4.075738404712038410e+00 1.428431714016808497e-02 2.450518113334977599e+00 8.119365067270017278e+00
6.569221917516268050e-01 2.313796882749974068e-02 2.908846427656861522e+00 1.025465044010051585e+01
6.070828629512107222e-01 3.889256594458459504e-02 3.254300959326454024e+00 2.754440185286061649e+01
6.179304658589466204e-01 2.892177220407353422e-02 3.036406620710157878e+00 1.261175148200000429e+01
6.491042783711181707e-01 1.990529078454895962e-02 2.843819192156574083e+00 9.027578640985330694e+00
3.634663031773633701e+00 2.521348793029845950e-02 2.331729429951328925e+00 8.401414187169974568e+00
4.938892662220395913e+00 5.411363804573587205e-02 2.221964242597177730e+00 7.192088412751362014e+00
5.889642502782059807e-01 3.295547318116742036e-02 3.153935181272336408e+00 1.934554977589284519e+01
4.534513651797279721e+00 3.356371554321730538e-02 2.325243136354357087e+00 8.982108963570546223e+00
5.443566569414439726e+00 3.408059606453250900e-02 2.437060073190461473e+00 7.939147590353908157e+00
4.044254096738876036e+00 1.063818445169923289e-03 2.288012044808448664e+00 8.061407157685623659e+00
1.822332970814828368e-01 2.625674094477205983e-02 3.004105527990993174e+00 1.423101894929578393e+01
5.920105290996809932e-01 3.725372813322436888e-02 3.345438431450956429e+00 1.850847282891426815e+01
3.341047312587894225e-01 2.193277300756383066e-02 2.707305181486988399e+00 1.289865514550326431e+01
5.327777148090988568e-01 1.738333750249650839e-02 2.674066598083803648e+00 8.936568851596490504e+00
3.760676074911917244e-02 1.746776187365640248e-02 2.794353539873161818e+00 9.728682526971685007e+00
5.801777813475389456e-01 3.312132186768928371e-02 3.145162379499383931e+00 1.734890044319922353e+01
6.518139348865041871e-01 2.782835137527437525e-02 2.919475710409660252e+00 1.272073026877768065e+01
5.356205410697199021e-01 2.256441740152765815e-02 2.731629974291418961e+00 9.489503701696243354e+00
5.386658574058296178e-01 2.640276013933923888e-03 2.483534457133274032e+00 8.205822576195981100e+00
4.887696037898455192e-01 2.377341454271816173e-02 2.728419246688006172e+00 1.319601676405385859e+01
3.930427220011865508e+00 2.776995782003540466e-03 2.438323529097831788e+00 7.397030665424493279e+00
5.269744198786836087e+00 4.736634576200594166e-02 2.462574700338250100e+00 7.195932150769866809e+00
5.974369606872581562e-01 2.861100773844572204e-02 3.023603848533470639e+00 1.257265687531490528e+01
5.346486164569737298e-02 2.071403845565621474e-02 2.952666963993364035e+00 1.058083614417368601e+01
6.448524867314835429e-01 2.773832417937724740e-02 3.002345037878074052e+00 1.319999410056112055e+01
5.180142885936646735e+00 3.408408072167129488e-02 2.435764680658924153e+00 6.977941129054863190e+00
3.589104411149872220e+00 5.974796809461393847e-03 2.326010310145166571e+00 8.669151668875176853e+00
6.283064065228167738e-01 3.808786036371025752e-02 3.117895399503903597e+00 2.868266409439271314e+01
6.891026284876732300e-01 2.077691122003042651e-02 2.754304928010953724e+00 9.274349576819727048e+00
6.241962356878493212e-01 2.557774161940438301e-02 2.832676266417947897e+00 1.192166956113117493e+01
6.308557619761001600e-01 2.551085344611125211e-02 2.952278299400923345e+00 1.092344122037451903e+01
7.071439154952444683e-01 1.958939031544175424e-02 2.829803946522653213e+00 8.667367702535242913e+00
6.216351412317797642e-01 2.705064508962299816e-02 2.915880923789104795e+00 1.295244886688684183e+01
3.851618073152742738e+01 7.390976687559548397e-01 2.095671411759836733e+00 6.718091257064656929e+00
4.414313972917732976e+00 6.936503160705150689e-03 2.510240063075803718e+00 6.807282064109921649e+00
2.487178861189941514e+01 5.445431681453133388e-01 2.018733841295416109e+00 7.368312419210950814e+00
1.296778825974309046e-01 1.911918197205609779e-02 2.717689897063150450e+00 1.049073897003530931e+01
6.963797843838612778e-01 2.024551881935720415e-02 2.929975618119356806e+00 8.178182516903554244e+00
7.414090195149923845e-01 6.571296861422149882e-04 2.520886572789496238e+00 7.873974112843463935e+00
6.304184680914498573e-01 2.415341754636632712e-02 2.883180708810786363e+00 1.148770649559202894e+01
5.584895989741153199e-01 3.871899700614243878e-02 3.141951585816035841e+00 2.677655659280524603e+01
6.042650168905560060e-01 1.432479625302579204e-02 2.732503580456499215e+00 6.672248442636976584e+00
4.945290867321551209e-01 2.898855651397925018e-02 3.144160753789237095e+00 1.128082426074232281e+01
5.663523073886851389e-01 3.217891647276391407e-03 2.508961622799668056e+00 7.869135936293193190e+00
7.675319860526043092e-01 1.556740769410963968e-02 2.672887521406247302e+00 6.738294567674914859e+00
6.365643708906090215e-01 3.010460764478277429e-02 2.951925504126012179e+00 1.657480604387959389e+01
7.115946585252808099e-01 1.618271235060192437e-02 2.745389811810045266e+00 7.093249870003081270e+00
3.496572779072593562e+01 6.911799933862056156e-01 2.046149406239165192e+00 7.098888201782833640e+00
6.684379159351085953e-01 2.463494118359244728e-02 2.963575488697861804e+00 1.242674154361462513e+01
6.429938156401544536e-01 2.856789429970972918e-02 2.989117058995137022e+00 1.497929895583883919e+01
4.703346730502445117e-01 3.182085172935213147e-02 3.002637796704101802e+00 1.909432752249228216e+01
5.496453740070984528e-01 2.808577179645641367e-02 3.059278445881413511e+00 1.218940539311638283e+01
6.498250497518346380e-01 3.020734658550766616e-02 2.992110498745326197e+00 1.573491958865504614e+01
9.738499086167478058e-01 7.841337475486675622e-05 2.623954000336364167e+00 5.950719239020077822e+00
4.246937489576787783e+01 7.761361257104554268e-01 2.207171007145005248e+00 8.682429475529282570e+00
