weight logl norm si1 si2 E_break
0.000000000000000000e+00 -2.126977686605155213e+03 9.915363361665318065e-01 5.423529093048384819e-01 9.706083116959177692e-01 6.700200602073103084e-02
0.000000000000000000e+00 -2.089824687283472031e+03 9.594295611451171268e-01 3.608874015632020926e-01 9.681092924586317539e-01 2.786367745986363387e-01
0.000000000000000000e+00 -2.079939866389284362e+03 8.979457221199019790e-01 9.137242149566159322e-01 9.937409028174727377e-01 8.105161976317996064e-01
0.000000000000000000e+00 -2.076214129760068772e+03 9.277614539473367783e-01 3.685219286251563142e-01 9.742066948760699230e-01 5.025406330280755007e-01
0.000000000000000000e+00 -2.052441858487014997e+03 9.716251756110966253e-01 1.149648549279932430e-01 9.509408565450011563e-01 2.111287883084430606e-01
0.000000000000000000e+00 -2.024337794116142732e+03 9.521287966613128928e-01 8.689381471635226895e-03 9.478273314504853664e-01 3.785971086484453130e-01
0.000000000000000000e+00 -2.003160693891850542e+03 9.941569402384461407e-01 9.235166042727004365e-01 9.326355429922580376e-01 7.959784528260899217e-01
0.000000000000000000e+00 -1.844473388121911285e+03 6.808283654066193957e-01 9.603205110614204676e-01 9.996490122583704396e-01 7.804906143957899278e-01
0.000000000000000000e+00 -1.844402488039980426e+03 7.344021912935778662e-01 6.655484408006084873e-02 9.709357971749896787e-01 4.864775131509577744e-01
0.000000000000000000e+00 -1.807408997291878904e+03 7.507392243433504975e-01 8.422595303805472389e-01 9.520592380955581469e-01 1.000471744762703175e-01
0.000000000000000000e+00 -1.801016063696407628e+03 8.648999705808133598e-01 8.878594400620276605e-01 9.057587369673185673e-01 7.054326433439616073e-01
0.000000000000000000e+00 -1.777254107866877575e+03 7.554038447443764959e-01 4.930784007752241349e-01 9.404818646245393099e-01 2.310614746899057881e-01
0.000000000000000000e+00 -1.759743268841999452e+03 7.845985725017678991e-01 4.087395246280857153e-01 9.274032173301431925e-01 7.490367429877695660e-01
0.000000000000000000e+00 -1.750176167597689982e+03 7.252803321374540202e-01 3.509450673237177742e-01 9.500162653718046135e-01 7.547038070583270697e-01
0.000000000000000000e+00 -1.703717747184942482e+03 6.089110898831679997e-01 1.598240672359850789e-01 9.861692890942241885e-01 7.085824167721324063e-01
0.000000000000000000e+00 -1.696197599401317120e+03 9.533479574380256949e-01 5.484435699423525490e-01 8.614820487913689151e-01 8.464406934955862605e-01
0.000000000000000000e+00 -1.690140726210455341e+03 6.230868667095134095e-01 3.567432351816520741e-01 9.732722119391327142e-01 5.378477963405042805e-01
0.000000000000000000e+00 -1.687846792792994165e+03 9.225358861815288192e-01 2.359388515375926421e-02 8.491202261688182151e-01 2.666933230927959197e-01
0.000000000000000000e+00 -1.653753449747731111e+03 7.979823911749143184e-01 4.764104055843698671e-02 8.956152116180027267e-01 7.806797649372562153e-01
0.000000000000000000e+00 -1.641399005389080912e+03 6.445290940037946559e-01 7.449391180442256344e-01 9.761046603106301456e-01 8.833661893977809987e-01
0.000000000000000000e+00 -1.638627374088134275e+03 7.894824546008696320e-01 1.963511685493252168e-01 8.832939819741559839e-01 4.683205570156244724e-01
0.000000000000000000e+00 -1.626635272921694423e+03 6.425280183853629978e-01 4.448259146133659581e-02 9.439464349251419639e-01 2.718746477732963962e-01
0.000000000000000000e+00 -1.618374202572135346e+03 5.391144682733891580e-01 9.075396094304769568e-01 9.955782768753830281e-01 4.281015805878009006e-01
0.000000000000000000e+00 -1.609933231277653022e+03 7.981560329345982474e-01 8.992975389673903974e-01 8.855103641933349534e-01 8.512797656162373050e-01
0.000000000000000000e+00 -1.570515772624467900e+03 7.628738113342584670e-01 3.761930454756821085e-01 8.732148557817426271e-01 1.336671509079467857e-02
0.000000000000000000e+00 -1.566493248647902874e+03 6.614841517021676776e-01 2.043391656501910569e-01 9.164275423635355189e-01 2.778151994060702457e-01
0.000000000000000000e+00 -1.471693307873317963e+03 6.782177631850693222e-01 4.433754505512554900e-02 8.798629943071982762e-01 2.333444937358031268e-01
0.000000000000000000e+00 -1.470872546080712937e+03 6.203135550622491667e-01 6.062029665266222000e-01 9.071584883196632809e-01 1.995710071177567713e-01
0.000000000000000000e+00 -1.451186023658609884e+03 8.139253790598023341e-01 7.256915490027068261e-01 8.168036550475195057e-01 9.043826652085573681e-02
0.000000000000000000e+00 -1.430918029412114947e+03 5.639103780411690581e-01 4.217767859571109890e-01 9.242510017816015777e-01 3.400615628801684220e-01
0.000000000000000000e+00 -1.426878613644990992e+03 6.786484857586259078e-01 8.852621757936474101e-02 8.808600935259196518e-01 7.958892352247599611e-01
0.000000000000000000e+00 -1.406068120847830187e+03 6.770882648399482173e-01 9.036804596999420403e-01 8.605699269007076602e-01 4.254097475407475626e-01
0.000000000000000000e+00 -1.349677349814862282e+03 9.709612906127769172e-01 8.522738972109095146e-01 7.570176962003982712e-01 9.093533059479307346e-01
0.000000000000000000e+00 -1.347820233232236205e+03 9.473283404168932886e-01 8.770289535683040150e-01 7.376485792069633618e-01 1.910633733872116879e-01
0.000000000000000000e+00 -1.326510365162527705e+03 8.922198184600624860e-01 7.626783180128354767e-01 7.531226231143437477e-01 7.450292975090341274e-01
0.000000000000000000e+00 -1.287855889388121568e+03 9.041057503017980723e-01 2.539796022785474339e-01 7.344513575412248141e-01 1.849106035733805165e-02
0.000000000000000000e+00 -1.280086176660750880e+03 8.676831455528376535e-01 5.756196731521967536e-01 7.451558761122514252e-01 2.149986879762926240e-01
0.000000000000000000e+00 -1.269736118971039787e+03 9.117143565940213357e-01 6.349292028475493899e-01 7.479120481997574288e-01 8.626408492983015375e-01
0.000000000000000000e+00 -1.244321298124377336e+03 6.954153866668404405e-01 8.336075684641389705e-01 8.035596397591303619e-01 3.045656162301768610e-01
0.000000000000000000e+00 -1.240606054668633533e+03 5.198910773344785907e-01 2.505098340978415550e-01 8.911681452451587493e-01 5.149221553466134527e-01
0.000000000000000000e+00 -1.206461754855482241e+03 5.672182205239858499e-01 8.992046560201583105e-02 8.544452214713680327e-01 5.161973665594178362e-01
0.000000000000000000e+00 -1.195944565706980484e+03 6.889581610956765356e-01 1.197807279155334026e-01 8.025813552124088091e-01 7.778372994479890723e-01
0.000000000000000000e+00 -1.192936348115036026e+03 7.696251021928508518e-01 9.218859999431321395e-01 7.564500569978337419e-01 6.071284123733218241e-01
0.000000000000000000e+00 -1.192866990342635063e+03 5.269602344957694529e-01 3.806728090426477751e-01 8.725498692453371730e-01 5.889692386379311584e-01
