M_phi,g,si,norm
11.06427621473477,0.1098147312690794,2.3902849319863293,4.407518649457053e-19
9.817400149541532,0.03616519584570993,2.7202757196118306,1.0613269238827681e-18
964.5225786748488,0.0020729798483068653,2.3996613209700906,1.2442182252920083e-18
0.12153386094504345,0.1503367333430857,2.2384794132299057,7.730334149716107e-18
118.01628522153027,0.004505465779729557,2.1896173099931335,5.812695139582499e-19
241.45192414879205,0.008947486834324435,2.981300160404657,2.391764618074559e-19
0.11257070099208251,0.0897363604001611,2.7694579225914104,9.224158302564178e-18
0.4071992866353941,0.3382215544268357,2.08832536632047,1.8649302320372453e-18
445.4928933803293,0.18194577325910416,2.8709428687007286,8.530725770843743e-18
4.874597561155081,0.5530382799195859,2.6494641709134634,7.706527297916176e-18
0.12987567811817996,0.7815233653825353,2.5520731091287847,3.3454896491806406e-19
297.94493582943466,0.0027614482454498624,2.4561759831725087,6.54079827457844e-19
22.960830180982338,0.005932251900562642,2.5707851053534156,4.1913448708038137e-19
0.18931406434785927,0.004417099839900566,2.138326595543919,6.688657608383348e-18
23.48754960042325,0.03048891833919153,2.5813763832435987,1.2053205368913426e-18
11.069284201771882,0.10970739804653822,2.3904268292064383,4.400826132504187e-19
123.05775807025464,0.024169570377936298,2.6514657862638042,8.560539811364155e-19
964.5225786748488,0.0020729798483068653,2.3996613209700906,1.2442182252920083e-18
0.12153386094504345,0.1503367333430857,2.2384794132299057,7.730334149716107e-18
18.789212952925865,0.005467256763694632,2.0426155032323416,5.411160741635617e-19
146.6962935356556,0.13838641953498082,2.630268252183184,8.782666713438902e-19
0.11257070099208251,0.0897363604001611,2.7694579225914104,9.224158302564178e-18
0.4071992866353941,0.3382215544268357,2.08832536632047,1.8649302320372453e-18
445.54975717573154,0.18192606677600168,2.8708912360903667,8.529927476476375e-18
4.874597561155081,0.5530382799195859,2.6494641709134634,7.706527297916176e-18
0.12987567811817996,0.7815233653825353,2.5520731091287847,3.3454896491806406e-19
291.9748918917007,0.004504858659627839,2.462455713524926,8.258668829853672e-19
17.56400731406444,0.16918539503468483,2.5942624645739705,2.593648604443721e-18
0.18931406434785927,0.004417099839900566,2.138326595543919,6.688657608383348e-18
23.48754960042325,0.03048891833919153,2.5813763832435987,1.2053205368913426e-18
8.606667044671559,0.11884667278956298,2.3562473583643393,2.079971901401784e-18
3.515389843572247,0.0248598967640138,2.514020477983688,2.8547535845690217e-18
964.5225786748488,0.0020729798483068653,2.3996613209700906,1.2442182252920083e-18
0.12153386094504345,0.1503367333430857,2.2384794132299057,7.730334149716107e-18
18.789212952925865,0.005467256763694632,2.0426155032323416,5.411160741635617e-19
241.45192414879205,0.008947486834324435,2.981300160404657,2.391764618074559e-19
0.11257070099208251,0.0897363604001611,2.7694579225914104,9.224158302564178e-18
0.4071992866353941,0.3382215544268357,2.08832536632047,1.8649302320372453e-18
394.43332046734236,0.1998734998721012,2.7811621456713502,7.766035559827645e-18
5.063495093071268,0.6209400847711326,2.631562681002386,8.592867091738577e-18
6.486226387276009,0.517157877813713,2.3785250796980835,4.0491657615761353e-19
329.6515289820818,0.06753351018703255,2.5629681537872355,2.9911060692392264e-18
22.960830180982338,0.005932251900562642,2.5707851053534156,4.1913448708038137e-19
3.6189175981098636,0.004610736478380385,2.120678590983336,5.5551229426300785e-18
23.48754960042325,0.03048891833919153,2.5813763832435987,1.2053205368913426e-18
11.069284201771882,0.10970739804653822,2.3904268292064383,4.400826132504187e-19
3.444059015995556,0.038811608238471455,2.7850338158622554,9.941937575590996e-19
964.5225786748488,0.0020729798483068653,2.3996613209700906,1.2442182252920083e-18
0.12153386094504345,0.1503367333430857,2.2384794132299057,7.730334149716107e-18
15.26209972393938,0.14426699683592276,2.1964410962154415,2.3574233170768567e-18
241.45192414879205,0.008947486834324435,2.981300160404657,2.391764618074559e-19
1.9520315884888841,0.26869918129214615,2.7231071103349604,8.637932530077266e-18
7.640916510332424,0.20727559072759208,2.070337553346542,1.3439809253600447e-18
445.4928933803293,0.18194577325910416,2.8709428687007286,8.530725770843743e-18
4.874597561155081,0.5530382799195859,2.6494641709134634,7.706527297916176e-18
0.12987567811817996,0.7815233653825353,2.5520731091287847,3.3454896491806406e-19
297.94493582943466,0.0027614482454498624,2.4561759831725087,6.54079827457844e-19
22.960830180982338,0.005932251900562642,2.5707851053534156,4.1913448708038137e-19
0.18931406434785927,0.004417099839900566,2.138326595543919,6.688657608383348e-18
23.48754960042325,0.03048891833919153,2.5813763832435987,1.2053205368913426e-18
11.069284201771882,0.10970739804653822,2.3904268292064383,4.400826132504187e-19
3.3004557461562283,0.037294081076150926,2.7565003138994055,1.2454403655448446e-18
964.5225786748488,0.0020729798483068653,2.3996613209700906,1.2442182252920083e-18
0.12153386094504345,0.1503367333430857,2.2384794132299057,7.730334149716107e-18
