norm alpha beta
3.258270800416790625e+00 2.597166136136991543e+00 4.317772946861906935e-01
2.487925680367423453e+00 2.621427652968504773e+00 4.160142018372873784e-01
2.433097706164913276e+00 2.693233635821786542e+00 5.718483461933783207e-01
2.929394420980016456e+00 2.775834729615346941e+00 5.378372335300828366e-01
3.388251172479094464e+00 2.554880415107257718e+00 2.270594710204887900e-01
2.907427510250295111e+00 2.633215980537504386e+00 3.857944616988071007e-01
2.497607966635931209e+00 2.549116764804460367e+00 1.543000146973746989e-01
3.324483550499625739e+00 2.619158568329734482e+00 3.259642391688221119e-01
3.404306512955689090e+00 2.597375970989199701e+00 4.302182128970798991e-01
3.384015578716553563e+00 2.470897622345042066e+00 4.257753776558367287e-01
2.667106713479597602e+00 2.590783843533099429e+00 3.104323169024028051e-01
2.960359215917059306e+00 2.646837886349616031e+00 3.826629580666922048e-01
2.481436475927996987e+00 2.616795628986253952e+00 2.227867786841549180e-01
3.096488987905552381e+00 2.638438225048120422e+00 4.602239796398820970e-01
2.555838017939528584e+00 2.578635920309517271e+00 2.774207671637023420e-01
3.055214914080918387e+00 2.686516509398567898e+00 4.773221887619147341e-01
3.473292599110108458e+00 2.566746257302418677e+00 4.601276108678347132e-01
2.428462214306317701e+00 2.636167696163309149e+00 2.427697002752534083e-01
2.661725468030307518e+00 2.603720775276594068e+00 3.825548635690517174e-01
2.800934096877199853e+00 2.696171884502618354e+00 4.956450302606427716e-01
2.641780953622941297e+00 2.545386545416855384e+00 4.707507758549872579e-01
3.063679506258520036e+00 2.520416884356790010e+00 4.293509674718234415e-01
3.114845012197405616e+00 2.644908161203647801e+00 6.169904160609414046e-01
3.002120086938031562e+00 2.574812001992794919e+00 2.728901646974609685e-01
3.506903848750621666e+00 2.455616964250579404e+00 3.199253661547241112e-01
2.488368699885668889e+00 2.822790138617478739e+00 5.080663443895617748e-01
2.925439197782183420e+00 2.567407145111627820e+00 3.396297423056208187e-01
2.597567503161507307e+00 2.666811743899294207e+00 2.828208612943070022e-01
2.724287767224748080e+00 2.650064110313731014e+00 4.808708086826976036e-01
3.228942356670302605e+00 2.538595969014693310e+00 5.249206958581058569e-01
2.909854718449793154e+00 2.620189142802851201e+00 4.253365547703198413e-01
2.741107402980680785e+00 2.440656616608956497e+00 1.406052236080678197e-01
2.433786315335977335e+00 2.565383190976135541e+00 2.114067195289293100e-01
2.912384010800199707e+00 2.670004635643576485e+00 3.665300125712175339e-01
3.571292937052275018e+00 2.542420216156453527e+00 4.219207301285127221e-01
2.487925680367423453e+00 2.621427652968504773e+00 4.160142018372873784e-01
3.055627656755953048e+00 2.508319348495033907e+00 3.921505604891194485e-01
2.704308190833177861e+00 2.423829187959547937e+00 1.651775997702512599e-01
2.827728414291017067e+00 2.552419939515822911e+00 4.077808270604408869e-01
2.665493827633309998e+00 2.647548092282669963e+00 3.932883652389748130e-01
3.925678834561721064e+00 2.509451925176954479e+00 6.960494826990925032e-01
3.163727474936764761e+00 2.540050327113149820e+00 2.783197833063136839e-01
2.714750673462442698e+00 2.564178001228070602e+00 3.247372664567536038e-01
2.837661685114407195e+00 2.505401265040329672e+00 3.390918267479577919e-01
2.694404996115197903e+00 2.473826098279579888e+00 2.403754075055951067e-01
3.648519851611870202e+00 2.556742416483999136e+00 4.398880471753292554e-01
3.307709488837284439e+00 2.533962419735047433e+00 4.558129802774615325e-01
3.275078945015601928e+00 2.621616092067861281e+00 4.206131142944130041e-01
4.069935432738716941e+00 2.644312218254328606e+00 6.787498701965847259e-01
2.825735799207302001e+00 2.544375948932441567e+00 4.403158360305851615e-01
2.677342166789234756e+00 2.586786844691435050e+00 3.395018411043593809e-01
2.889748472821833225e+00 2.534633219263504156e+00 2.949471717291336503e-01
2.967990909060393090e+00 2.649935178574611694e+00 4.348123623507191837e-01
2.913659270815709412e+00 2.659114339192682586e+00 4.478798601483139907e-01
2.977793225971720581e+00 2.519289899528559751e+00 3.573072360233129907e-01
3.402843909773002995e+00 2.627218163283131513e+00 7.845982704984243439e-01
2.758439125532786029e+00 2.627890757184522919e+00 3.454565160320264838e-01
2.857941142153911596e+00 2.625554056369675315e+00 4.273791086942393957e-01
2.722892289675552746e+00 2.653900545846497039e+00 3.512868220487621040e-01
2.623852289240753421e+00 2.455123890360137118e+00 1.380658682957640604e-01
2.682096344654857134e+00 2.679601947624663971e+00 3.915705855225329324e-01
3.376572938830942672e+00 2.663851972571248616e+00 5.079929349046183873e-01
2.690897733621482324e+00 2.685117604483750142e+00 3.596866729235130289e-01
3.049878056349581534e+00 2.665159817630572192e+00 3.803806575272709045e-01
2.956648113235545328e+00 2.454981495119668899e+00 3.423204494875600745e-01
2.383810038796241315e+00 2.686867201449404163e+00 4.309303668115921915e-01
2.772530877944333394e+00 2.563820359841966656e+00 1.519416060996694740e-01
2.303903153210160148e+00 2.674934724611077730e+00 4.034390823025896800e-01
2.371953559016201751e+00 2.581799961163635526e+00 3.894196790783115980e-01
2.944977345794738355e+00 2.589580643103672308e+00 3.230749317711764657e-01
2.763633428294741012e+00 2.468622322121620360e+00 2.529850831992967453e-01
2.755515543797976807e+00 2.694438278871106540e+00 4.820879847085001169e-01
2.688546939594642637e+00 2.590581597161522254e+00 1.998943985668634737e-01
2.394713801415865539e+00 2.615598076812216455e+00 2.387671123070239099e-01
3.542825198889398397e+00 2.473274444726043519e+00 3.310308529858549953e-01
2.079693820260122727e+00 2.598949432274145543e+00 1.472987544963628159e-01
2.660447932157534279e+00 2.670462664411822118e+00 3.944746417607465916e-01
2.984020815161141371e+00 2.560081442455373946e+00 3.870341722311766985e-01
2.738844890257258413e+00 2.596103588610862101e+00 3.197612092580660037e-01
2.856360001069737198e+00 2.711737065359089982e+00 4.329651378527871741e-01
2.744778309181490350e+00 2.480399051909055963e+00 2.639292578545719969e-01
2.627511304778676671e+00 2.488131072038342051e+00 1.795306366661528208e-01
2.841624611034884396e+00 2.659805054851493100e+00 2.894110231000755484e-01
2.982831810984600818e+00 2.641900405267683549e+00 5.271754744751550037e-01
2.758667978155385558e+00 2.621852026601809715e+00 3.663519380470226516e-01
3.256315475163597650e+00 2.518326110014412755e+00 2.877268726219478490e-01
3.114052907607557152e+00 2.505141047256427278e+00 1.927721210713652655e-01
2.846172299471943834e+00 2.708129520887586850e+00 3.836730990271159381e-01
2.647084669612751018e+00 2.663885009277666249e+00 3.271319042423159185e-01
2.671859899062420052e+00 2.619199952864324388e+00 2.975109299674760233e-01
3.081921867484541444e+00 2.518691001726899081e+00 4.707022762404670102e-01
3.229552103892718407e+00 2.559647947912794042e+00 4.363152280751630974e-01
2.590480743119297991e+00 2.591949443773804429e+00 4.743267819063646806e-01
2.818142767976890894e+00 2.657711294327187446e+00 3.584811039152019374e-01
2.832677153112942214e+00 2.626787949823550683e+00 3.370509882770321708e-01
2.552713379842547425e+00 2.725694910570398033e+00 4.120766360883361124e-01
2.649322500357510712e+00 2.521376428966257244e+00 4.336807168051734496e-01
2.755205962436257483e+00 2.670651413223319892e+00 3.988325169111609503e-01
2.775257925747891541e+00 2.667245397426774467e+00 4.288536172714373929e-01
2.841624611034884396e+00 2.659805054851493100e+00 2.894110231000755484e-01
2.616468508806706783e+00 2.644416750709656316e+00 3.342300096093726580e-01
2.613059010903885149e+00 2.621710500461843285e+00 4.220422118726832594e-01
3.460838456661232243e+00 2.540799359954610370e+00 4.533532790815218982e-01
2.684295433614356963e+00 2.532436437787490835e+00 3.766319917075860446e-01
2.815969091528505608e+00 2.506467542088896217e+00 4.458922666380682465e-01
2.694775681645176224e+00 2.519835905425859224e+00 4.254993386555571133e-01
2.676291140432160098e+00 2.751570968026023856e+00 3.689835723877075702e-01
2.846705726209168397e+00 2.545361879027988827e+00 4.051316849548567411e-01
3.286353466586557470e+00 2.695463699583984241e+00 4.379730184582861230e-01
3.356380969718816054e+00 2.571638999977107432e+00 5.736649763642545086e-01
3.114628963984694465e+00 2.606457579864839502e+00 4.470986899236862322e-01
2.871532394437724012e+00 2.621317439057766929e+00 3.363337688931111180e-01
2.661485769977659732e+00 2.591210114485975158e+00 2.862743305137631644e-01
3.371258525812514062e+00 2.645130994067264041e+00 4.571147054926033571e-01
2.931967286735799760e+00 2.621978957842182822e+00 4.859126201783594001e-01
2.635291635614023686e+00 2.541902653385533561e+00 3.262374424389475336e-01
3.524644403447273699e+00 2.676809047509773887e+00 5.811615848986720900e-01
2.698864809870606951e+00 2.726516568210829661e+00 3.690959561288258972e-01
3.081869526903006307e+00 2.591041717237778652e+00 6.266993610489857147e-01
3.368148103420873340e+00 2.661655616349468456e+00 4.243695653620169206e-01
2.818524748053614637e+00 2.603206105668499415e+00 4.297715579366017669e-01
3.464211589439301520e+00 2.505333518118610048e+00 3.642140322902893135e-01
2.857353362085109261e+00 2.657904482234183519e+00 4.330166642248024500e-01
2.666904264431003924e+00 2.617390872580456218e+00 4.632913508185677043e-01
3.368828321532237879e+00 2.623324840884865949e+00 4.304952479292206702e-01
3.460151280504463411e+00 2.505455113804276213e+00 4.563744795504465213e-01
2.432779685312220330e+00 2.588857345426088585e+00 2.814584639749378447e-01
3.114426922216808613e+00 2.715611968939370513e+00 3.702386476312541919e-01
3.179589737062769483e+00 2.554771060395034432e+00 3.260908606470395155e-01
2.648994200030810209e+00 2.629022214565829518e+00 2.801858526599366739e-01
3.407535837314545013e+00 2.560643635943996799e+00 5.211593686516581281e-01
3.109050726542116116e+00 2.683843908682842283e+00 5.056822657668103016e-01
2.817314780273379338e+00 2.511517117256182541e+00 2.759919887081558887e-01
3.028737314938137803e+00 2.353723203494212601e+00 1.864114533614114610e-01
2.971543015600682569e+00 2.575736065792389340e+00 5.083925882296815857e-01
3.228000355030281376e+00 2.617991108631312347e+00 4.539695430547068256e-01
3.109050726542116116e+00 2.683843908682842283e+00 5.056822657668103016e-01
2.625669022768702732e+00 2.654182102141108501e+00 3.245980753947607100e-01
2.728294734252540543e+00 2.574744962912113078e+00 2.908968536501751467e-01
2.961400844156083512e+00 2.522931576886394023e+00 2.224983438208837372e-01
2.290604506599972723e+00 2.617526915208245430e+00 1.797814862706785255e-01
3.067435342884766492e+00 2.643007311539597559e+00 4.464963020413945660e-01
3.256315475163597650e+00 2.518326110014412755e+00 2.877268726219478490e-01
2.611668857577682523e+00 2.524916136696336633e+00 1.965295105437215861e-01
2.633551231879536658e+00 2.703795587857463989e+00 3.491062731254718776e-01
2.765843690623674078e+00 2.567039827148783537e+00 2.629945977021810877e-01
2.905806982256403881e+00 2.523283083950115024e+00 2.706367227114635510e-01
2.718214421175111806e+00 2.502562248353591201e+00 2.807918347783838198e-01
3.288426678322375452e+00 2.680913469556595707e+00 5.077346610136456162e-01
3.057126427022544668e+00 2.694414358257619657e+00 4.399032631496536117e-01
3.015359441121957751e+00 2.525262974265769511e+00 3.796019419889387070e-01
3.079235227381823314e+00 2.501172048612064991e+00 2.615684276831942712e-01
2.918475014341233909e+00 2.612954655878339860e+00 3.857057367793151892e-01
3.179357398116134714e+00 2.493668311983459951e+00 3.499856498614601907e-01
3.027458309147900373e+00 2.586411134022202241e+00 4.791560907804809921e-01
2.497607966635931209e+00 2.549116764804460367e+00 1.543000146973746989e-01
2.544409573963616555e+00 2.775453784962087056e+00 4.838720652725767568e-01
3.212343989284689894e+00 2.540046387360658464e+00 5.293785091229739059e-01
3.440575428215676634e+00 2.564305878249557136e+00 3.007904444493394447e-01
2.671934404206435687e+00 2.559504385224686374e+00 2.658461703626712747e-01
2.734473714980234504e+00 2.575002657002894324e+00 3.424090312657033786e-01
2.856981467806821051e+00 2.452937924525289137e+00 1.828147919403179666e-01
3.328544562632922421e+00 2.554141953011265898e+00 5.970083965026262707e-01
3.046952011070377608e+00 2.537615752984499373e+00 3.341615889086261282e-01
2.693595979913720129e+00 2.587511641924890249e+00 3.231756817638868906e-01
2.257063897772723315e+00 2.770526985611470927e+00 4.096686834689372558e-01
2.746561406847836118e+00 2.717317128137976656e+00 5.950326961020386829e-01
2.866285291207779196e+00 2.689827632176548189e+00 4.151044477179836600e-01
3.119946861909464353e+00 2.460045673438087555e+00 2.920423558014427767e-01
2.919440491750651123e+00 2.689857146325022708e+00 3.931682226887754372e-01
3.245329374550184109e+00 2.607115335486977159e+00 3.380011962247339019e-01
2.752879470538855067e+00 2.660813814065753569e+00 3.966747915386337753e-01
3.410006025741773250e+00 2.699452748203846397e+00 7.280437994578808913e-01
3.248243596701938962e+00 2.487903941096787364e+00 4.302237025241653079e-01
3.140983703233438451e+00 2.636668258572829160e+00 5.066442495505026899e-01
2.544924382544050179e+00 2.490935802543094990e+00 2.319900403166024749e-01
3.491477590413238463e+00 2.671464427625297677e+00 5.780562105079974922e-01
2.906077378239190434e+00 2.517138424435961586e+00 3.275454250744593843e-01
2.507699275494092994e+00 2.612438267953210769e+00 2.657097223174954004e-01
3.410727089328042361e+00 2.518333138158637130e+00 4.963304702805596547e-01
2.550717226999891896e+00 2.558631625987996205e+00 1.291761301376897486e-01
2.742876494458185377e+00 2.737663505996839497e+00 4.076093480990116147e-01
2.915240995691427806e+00 2.551801446453357602e+00 2.335323500497185067e-01
2.561669537436651822e+00 2.711395933625196708e+00 3.200209307161794858e-01
2.520970423320669340e+00 2.729224523694472992e+00 5.053756037063042994e-01
2.905141669191043441e+00 2.638793282263341755e+00 4.314193554674938813e-01
3.046952011070377608e+00 2.537615752984499373e+00 3.341615889086261282e-01
3.145350158300178833e+00 2.584257373864392804e+00 4.010510864764157413e-01
2.107997005119288225e+00 2.593729870376530133e+00 3.010013594996381325e-01
2.780733089867112096e+00 2.455782793789420992e+00 3.164743732936530773e-01
3.276212756936724091e+00 2.543226252405596632e+00 4.430631547887218802e-01
3.217910597222096047e+00 2.531514489799019607e+00 3.246415016383102925e-01
3.263000306533083261e+00 2.700787679751792236e+00 4.887656473366826515e-01
2.535191652892894165e+00 2.698079577697958698e+00 3.926045957318411994e-01
2.952809716323687272e+00 2.606842352497430237e+00 3.811465386178010117e-01
2.594234754215527516e+00 2.657613255461272139e+00 3.581688878661196673e-01
3.062270514396300047e+00 2.597980686077771662e+00 5.591186560296349528e-01
2.684295433614356963e+00 2.532436437787490835e+00 3.766319917075860446e-01
2.840178812125425889e+00 2.458381283358721525e+00 2.404744567826882506e-01
3.071784307009381987e+00 2.602498610235356225e+00 4.234249150593987765e-01
2.058881592020736839e+00 2.627479468445794719e+00 1.111387434138368935e-01
3.270691730604369685e+00 2.495864113777279236e+00 3.599652750464748530e-01
2.883913851785317561e+00 2.689202475750715138e+00 3.519486932829620773e-01
3.435620661788276742e+00 2.558115716701795161e+00 6.081892167110062308e-01
2.628935603394951581e+00 2.551590692603577182e+00 3.397898696702100207e-01
3.022705759087349620e+00 2.617046588174285482e+00 3.280002081694673999e-01
2.767062230363665165e+00 2.576019608686308970e+00 4.575854179861622573e-01
2.865183365991707642e+00 2.590502760560809303e+00 2.511691020056790458e-01
3.401093745236000387e+00 2.484875139764177732e+00 3.490089384808200967e-01
2.953961002953498838e+00 2.578288699205403489e+00 4.043336254732475266e-01
3.253920278262829147e+00 2.542331573463211036e+00 4.455296102790820556e-01
2.700262144114148111e+00 2.618878190113012483e+00 3.859258344466920954e-01
2.882236082884674477e+00 2.670312359790008472e+00 4.540660223810453200e-01
2.561054560972671368e+00 2.458420041905581499e+00 1.569605317848997705e-01
3.084576928885015779e+00 2.536428043485469352e+00 4.237082655877938420e-01
2.634660650469926590e+00 2.602737134102028893e+00 3.422182008702293610e-01
3.307709488837284439e+00 2.533962419735047433e+00 4.558129802774615325e-01
2.783001210831461236e+00 2.585748100446180864e+00 3.521669624672801313e-01
2.573638944558318098e+00 2.592304974401594464e+00 1.769396080205090094e-01
2.635291635614023686e+00 2.541902653385533561e+00 3.262374424389475336e-01
2.279346997998644930e+00 2.707457579958384208e+00 2.611526196131118693e-01
2.906443836764296851e+00 2.761116618406606271e+00 4.522695942328827101e-01
3.342754581353700072e+00 2.454841293130059832e+00 4.540501706621610234e-01
2.733997404496774308e+00 2.662230944051185322e+00 5.106071356601041833e-01
3.413601473511519657e+00 2.658794694596996244e+00 6.353003996705326450e-01
2.774139067651300028e+00 2.531613855724633488e+00 3.615198335243739458e-01
3.215688492967655243e+00 2.622271896881854580e+00 3.770403817700740401e-01
3.015279522235235099e+00 2.526626342416780968e+00 3.201617291541618004e-01
2.709969029475198354e+00 2.598475943840808267e+00 3.083346839814855023e-01
2.692753156500039324e+00 2.663961354777053536e+00 4.171345471680248385e-01
2.904692690004412547e+00 2.429178561228146016e+00 2.378615880791168924e-01
3.334197171751743127e+00 2.537343093930164883e+00 2.913442010058907017e-01
2.878245446682139885e+00 2.727127211024686915e+00 4.919391946291089557e-01
3.030875873901607953e+00 2.601243905339178930e+00 3.695207783726392470e-01
3.030081236018985713e+00 2.653028011691097809e+00 4.724786112381921255e-01
3.887008813370153693e+00 2.571648830184557255e+00 6.584142579164273812e-01
2.744943577150655845e+00 2.503385111095584481e+00 2.573871809948014011e-01
2.779290313351062913e+00 2.676834588878466370e+00 4.013571754582032081e-01
2.884445523654779464e+00 2.497331473580273187e+00 2.931086086303820726e-01
2.922273366068736333e+00 2.531364698732635699e+00 4.544949767275162089e-01
2.644729756758607220e+00 2.603892230104706940e+00 4.001492979909291869e-01
2.821058109759357002e+00 2.639464599502175712e+00 3.136864172644819870e-01
2.965875674893995395e+00 2.462283386278409925e+00 3.090269707512215969e-01
2.452475313507887833e+00 2.588956269385193742e+00 2.462095350444389874e-01
2.961060588102830682e+00 2.495861454588628181e+00 3.563252194687105967e-01
2.698097803123171712e+00 2.592073372032978718e+00 3.112254082711748415e-01
2.825735799207302001e+00 2.544375948932441567e+00 4.403158360305851615e-01
2.574013432981795635e+00 2.564101230507093376e+00 2.823117885754806156e-01
3.347991651627711729e+00 2.626142455565086742e+00 4.670649865713429327e-01
2.785180596598905378e+00 2.659983434917986500e+00 3.797212205308546085e-01
3.014815667295167145e+00 2.676366658401466481e+00 3.040976894688396381e-01
2.784364174288151084e+00 2.648183067923448597e+00 4.750810991087252577e-01
3.418648259995343608e+00 2.641691624988294684e+00 5.353068608138239481e-01
3.220020921346016696e+00 2.655764681289186413e+00 4.586974181210252133e-01
2.455985921894222823e+00 2.641526572187448352e+00 2.500978212010856461e-01
2.809923742125579160e+00 2.597689709223389709e+00 4.214200609958929089e-01
2.877850466028529119e+00 2.650299110796487057e+00 4.396470372918401814e-01
2.483009256199489201e+00 2.689609551462825987e+00 3.288325275211892995e-01
2.818132240313458325e+00 2.558279691624007590e+00 3.988669719875924113e-01
3.638102284603440317e+00 2.531459793968083183e+00 4.149047239610154092e-01
3.051602006557358138e+00 2.560550189137177135e+00 4.026431893629761061e-01
3.626692646200181613e+00 2.617410880152775121e+00 3.952764511619335508e-01
2.659749141249891480e+00 2.586370243135094338e+00 2.311530619149902988e-01
2.807741300844699417e+00 2.631466389034110342e+00 2.731311742782156493e-01
3.039657773135570284e+00 2.622665942286517282e+00 3.474315624251865242e-01
2.864023085583857764e+00 2.672795416361410048e+00 4.555747259152191919e-01
3.012877926558984232e+00 2.608231089236280997e+00 4.161101234099951474e-01
2.878470445208979989e+00 2.580909832627036771e+00 5.357068835738816315e-01
3.360755915399994631e+00 2.630693709215782050e+00 4.865474840797848199e-01
2.628455458320307692e+00 2.659916663876147336e+00 3.532336997313355043e-01
3.054294766251452131e+00 2.604262720147215049e+00 4.685527431029642420e-01
2.487925680367423453e+00 2.621427652968504773e+00 4.160142018372873784e-01
3.562507039698239453e+00 2.584889093182738407e+00 5.325312751944394352e-01
2.912123830049127893e+00 2.759869859103921907e+00 4.801772832162016780e-01
3.316237844392703416e+00 2.752941999014183683e+00 5.742705008642037257e-01
2.633409220718909260e+00 2.613394801884454388e+00 4.176833317792035816e-01
3.350404115624430190e+00 2.500771132701545163e+00 2.425238160243378682e-01
2.792483825354624027e+00 2.641999684101275836e+00 4.460794541582162043e-01
2.615833751846091459e+00 2.533616243205200291e+00 2.254353746233233591e-01
3.426929725935624393e+00 2.524693797520922267e+00 2.449593556128557559e-01
3.009476907951950775e+00 2.764508027000014856e+00 4.515850168425936118e-01
2.676925233316754582e+00 2.508597014228503674e+00 4.653684992020774014e-01
3.050574949825640481e+00 2.534829439362236592e+00 2.584440688402075970e-01
3.102670984110072361e+00 2.539459299535220982e+00 4.009943230663394198e-01
2.553646672008097251e+00 2.551078874110529249e+00 1.937394686603523541e-01
2.730038869549155311e+00 2.636770275537380304e+00 3.239791909643753853e-01
2.594837347627112045e+00 2.593599556660991290e+00 3.425261058934939706e-01
3.066784837098934346e+00 2.630447784734920802e+00 3.224836211500686223e-01
3.074919763064197120e+00 2.547427491087976836e+00 3.230144993109761997e-01
2.859149460061929826e+00 2.657714023334889930e+00 3.566954697469202906e-01
3.001607419061831816e+00 2.492657435254595377e+00 2.308273855373516592e-01
2.770527726663180701e+00 2.629251543303698924e+00 4.538435169538753144e-01
3.082680882162589953e+00 2.660360957168656615e+00 2.985584094125149912e-01
2.701476814736682108e+00 2.670814290787172141e+00 4.976592664753214934e-01
2.518854411704652740e+00 2.803846426575820949e+00 5.904037941302923143e-01
2.513777016009103971e+00 2.628127055768879838e+00 2.505519765496774243e-01
3.050574949825640481e+00 2.534829439362236592e+00 2.584440688402075970e-01
2.549275129988762600e+00 2.617041868387655068e+00 1.976660069393801900e-01
2.922273366068736333e+00 2.531364698732635699e+00 4.544949767275162089e-01
3.189005066584709613e+00 2.724340237614770732e+00 5.785656207126123052e-01
2.842080490016923644e+00 2.666319757188445383e+00 4.002384367034789170e-01
2.347816539421517135e+00 2.557310074581304438e+00 2.825396596548613859e-01
2.840178812125425889e+00 2.458381283358721525e+00 2.404744567826882506e-01
2.647969981705338149e+00 2.595475474193725596e+00 3.229301812477788358e-01
2.847890209100419678e+00 2.760638696660516977e+00 6.184641618494303161e-01
3.109371754176525116e+00 2.666189085153288119e+00 4.404759252546848192e-01
3.187902581921999712e+00 2.522066127658807666e+00 3.361185324954573117e-01
2.850958965266848111e+00 2.728909548629269821e+00 4.632869906259841630e-01
3.154925283311990736e+00 2.629692112118787506e+00 5.824354177422013112e-01
2.246204486279478552e+00 2.676301095177603617e+00 4.753613995220584698e-01
2.808296960690833455e+00 2.671037612352844093e+00 3.937679069167694390e-01
2.621973370817412885e+00 2.553158745151344000e+00 3.425271063974767993e-01
3.422744297965712779e+00 2.602859221165152004e+00 7.212522318096614704e-01
2.871575760787961062e+00 2.536043244198962654e+00 3.497346117635650176e-01
2.814623595899015118e+00 2.648372769557298945e+00 3.575760299641314588e-01
2.970535138120295571e+00 2.640260663574166333e+00 4.296096602606979675e-01
3.012241705868226038e+00 2.576161015906270446e+00 3.568188262734490190e-01
2.821073027736235250e+00 2.643472940193729581e+00 3.345811710883724865e-01
2.699443933471256774e+00 2.809767990133176241e+00 5.143272995355042676e-01
2.895454789623146397e+00 2.527866668635863956e+00 2.930883771716280561e-01
3.182021691565129373e+00 2.698916454435778434e+00 6.123505856925909319e-01
3.354486950779158594e+00 2.641880683193993384e+00 7.055158508143917206e-01
3.020294199952475278e+00 2.594958004007247965e+00 1.945813184910039628e-01
3.104604108019662689e+00 2.428411273164732709e+00 1.959843580793552142e-01
3.620054276667214133e+00 2.479463378526927997e+00 3.018747501187988846e-01
2.524027218213510615e+00 2.542877713204124479e+00 2.230177897691359434e-01
2.887921409419283769e+00 2.620043012542464744e+00 3.201747590228745111e-01
2.955605203335196940e+00 2.596301561285518034e+00 3.400666574527420605e-01
3.057011555385564350e+00 2.553662913487290353e+00 5.476165023465061621e-01
3.248243596701938962e+00 2.487903941096787364e+00 4.302237025241653079e-01
2.284810982724521544e+00 2.644181261015593698e+00 2.826797631429307511e-01
3.131028646809829397e+00 2.549373013924118858e+00 3.302627993146602381e-01
2.341668223562996420e+00 2.685177344712827097e+00 2.553893701037290853e-01
2.846705726209168397e+00 2.545361879027988827e+00 4.051316849548567411e-01
3.221300282979578267e+00 2.676936661407214757e+00 4.908336530646196239e-01
3.112712764970227752e+00 2.700417394930799020e+00 4.127112525853281477e-01
3.033922005758974194e+00 2.637024487011704998e+00 5.002250139340637114e-01
2.685410395865037714e+00 2.665515962948366457e+00 4.998603843273257685e-01
2.389268643066821962e+00 2.571981243177933862e+00 6.915590383996669810e-02
2.910429838127023494e+00 2.520883071653932994e+00 3.269308567835990109e-01
3.586129503298348897e+00 2.486394606377873462e+00 3.051707750856866852e-01
2.312163467844134956e+00 2.657731191995462261e+00 2.963638053393640170e-01
2.774139067651300028e+00 2.531613855724633488e+00 3.615198335243739458e-01
2.763237262846425679e+00 2.469874515378142732e+00 3.983639788256437275e-01
2.993169227739068461e+00 2.549038534846235660e+00 3.323524098323634157e-01
2.800479453920728723e+00 2.555425095875378361e+00 3.453448277898321095e-01
3.792622562273611386e+00 2.529374563718065794e+00 5.895862709067997143e-01
3.070027333661546898e+00 2.560637561337839596e+00 3.780468867409275679e-01
3.103032085639967352e+00 2.610625452856466744e+00 4.666828200847331076e-01
2.642780901279663031e+00 2.681714806627415015e+00 4.140527739020093412e-01
2.844980500059719919e+00 2.633854579164230714e+00 4.597308583450919195e-01
2.369528430340916536e+00 2.676023970717563927e+00 4.115071964022282147e-01
2.841624611034884396e+00 2.659805054851493100e+00 2.894110231000755484e-01
3.202090160269540409e+00 2.652260007255156982e+00 3.396925133931597562e-01
3.143915449636968340e+00 2.680469271614401627e+00 5.430747592088811526e-01
2.871588439609253918e+00 2.574875735745099092e+00 3.190382026131002302e-01
3.417897048467063659e+00 2.572192440023869153e+00 5.314191370167679063e-01
2.807741300844699417e+00 2.631466389034110342e+00 2.731311742782156493e-01
2.497607966635931209e+00 2.549116764804460367e+00 1.543000146973746989e-01
2.689312228217138667e+00 2.672652890294473949e+00 3.668371927752224759e-01
3.011131029476644461e+00 2.738692117541253079e+00 4.297253471028459337e-01
2.295383620438467887e+00 2.683354364571879813e+00 2.909067862360336654e-01
2.450160928313026787e+00 2.795143955463688101e+00 3.160503760097991832e-01
2.792266023309454503e+00 2.720707373999072587e+00 4.831603727855278696e-01
3.336655214649918655e+00 2.452278857977851168e+00 2.460832656229034465e-01
2.465192284307883508e+00 2.519366311922910384e+00 3.486065998133781596e-01
3.572898187794578462e+00 2.486091369030189568e+00 4.163058705742719301e-01
2.384736523332592562e+00 2.558291381830986921e+00 2.107307636391270722e-01
2.813476118039236695e+00 2.614129076763650250e+00 3.604325374792644587e-01
2.616737633401986507e+00 2.595143317095420343e+00 2.461700914753947034e-01
3.315519354656978557e+00 2.725091675217073739e+00 4.377916934617832045e-01
2.539206167018771776e+00 2.701336713883779161e+00 4.213874336600143544e-01
2.467592605382340487e+00 2.539615003608957977e+00 1.183815570375305604e-01
3.276118124744954230e+00 2.538154158221541667e+00 4.076850209681113779e-01
2.602949846337925699e+00 2.663574518966264737e+00 3.256188268926280549e-01
3.087776159711718371e+00 2.597559069517064056e+00 4.395804301632199595e-01
2.961841445040669374e+00 2.690649349577268978e+00 5.032767797809645227e-01
3.165922208730613363e+00 2.604435331373227136e+00 4.385940667193427012e-01
2.728861960805376352e+00 2.573353084600159768e+00 2.419915918747074790e-01
2.787324534188634129e+00 2.720537041400187483e+00 6.382354490223075549e-01
2.914888127299095189e+00 2.563510332825591487e+00 2.292230899164071078e-01
2.694654252065224131e+00 2.644721073275803747e+00 5.537348230322626241e-01
2.650097574629292296e+00 2.570687626015961680e+00 2.197605917091883243e-01
3.579206074246651159e+00 2.629666993652667983e+00 5.464510947626191051e-01
2.675120634891932081e+00 2.465492704523133849e+00 1.387816815319506125e-01
2.403268015155799908e+00 2.646982077034766956e+00 2.355353566628571871e-01
2.783791836388701313e+00 2.639453625130894654e+00 3.596502741834446959e-01
2.856932889324767633e+00 2.573535206684471444e+00 3.569545642403971208e-01
