norm alpha beta
3.055627656755953048e+00 2.508319348495033907e+00 3.921505604891194485e-01
3.190452562887208909e+00 2.540618967511705684e+00 4.116153595588332159e-01
2.614224348483948912e+00 2.524554425676856617e+00 2.413119778303807195e-01
3.067059656976615756e+00 2.439125641203579775e+00 2.402223798689616108e-01
2.497607966635931209e+00 2.549116764804460367e+00 1.543000146973746989e-01
2.617946994519934290e+00 2.695233351145108536e+00 3.564867016646234288e-01
2.691609967849886154e+00 2.629685084236283110e+00 3.816051800442116781e-01
2.909235941385309943e+00 2.603481555634600486e+00 3.168371785792769013e-01
3.256315475163597650e+00 2.518326110014412755e+00 2.877268726219478490e-01
3.121078050539558557e+00 2.651533231851917360e+00 3.947882013975423932e-01
3.336655214649918655e+00 2.452278857977851168e+00 2.460832656229034465e-01
2.439931241235653303e+00 2.665951065594545533e+00 2.002704738766180603e-01
2.123621780660466918e+00 2.729674194063829606e+00 4.504278766150311419e-01
2.931630549254939488e+00 2.566066634087648346e+00 4.817818779779323712e-01
2.373208011970294962e+00 2.705325840557225359e+00 4.217405520409167052e-01
3.814382007434113486e+00 2.584403427264275521e+00 5.336351455152370526e-01
3.276212756936724091e+00 2.543226252405596632e+00 4.430631547887218802e-01
2.729014512195675479e+00 2.644556010733815299e+00 3.806247419008361166e-01
3.030218079470173187e+00 2.630848353058547584e+00 3.061446073089663655e-01
3.230324879545550143e+00 2.584365058831699091e+00 3.329136412209414697e-01
2.766811498019983162e+00 2.562978729004784739e+00 3.542523746883766145e-01
3.712398650668254252e+00 2.559172205924657106e+00 3.284954879736689537e-01
2.564012862314864361e+00 2.638338880362959937e+00 4.032924465141838333e-01
2.500500645706778435e+00 2.642644250562332875e+00 2.750900560329183620e-01
3.143991729342001662e+00 2.526746688249056572e+00 2.770912699157089820e-01
3.015359441121957751e+00 2.525262974265769511e+00 3.796019419889387070e-01
3.163217710585412679e+00 2.465007731909529376e+00 4.161582418210907353e-01
2.702923881031010556e+00 2.643911736169354043e+00 3.754956111031706456e-01
2.563904853433420339e+00 2.713498522736801810e+00 3.658036710658639779e-01
3.273800783181609386e+00 2.717766246453683365e+00 6.191053505751542563e-01
2.909901149880782967e+00 2.750508948667683917e+00 6.016270826031894225e-01
2.284810982724521544e+00 2.644181261015593698e+00 2.826797631429307511e-01
2.566724097746440503e+00 2.635918004167451478e+00 3.787568130855349380e-01
3.299087692592042043e+00 2.550365019746431372e+00 3.073822090417991926e-01
2.847919910619797434e+00 2.667752613630717029e+00 4.098217769784339160e-01
2.771104811272269153e+00 2.529589121698276877e+00 2.721419731336652270e-01
2.781364863048264358e+00 2.777240501485574775e+00 4.750303951046438433e-01
2.452112801560526023e+00 2.599839260810931307e+00 3.787478636403269205e-01
2.570085005804668477e+00 2.689870283961747877e+00 3.727219199595215859e-01
3.778086769210627693e+00 2.539048287685876204e+00 4.877579742033565369e-01
3.179357398116134714e+00 2.493668311983459951e+00 3.499856498614601907e-01
2.716672533751709029e+00 2.710665427766767888e+00 4.551617450393314335e-01
3.245329374550184109e+00 2.607115335486977159e+00 3.380011962247339019e-01
2.622940013204511089e+00 2.648388905410701266e+00 2.604809953178757742e-01
2.854769412291947361e+00 2.504962703298328375e+00 2.117793836445435174e-01
3.190452562887208909e+00 2.540618967511705684e+00 4.116153595588332159e-01
2.895997368649470882e+00 2.648349418424992052e+00 3.671839762216038139e-01
2.790732578119314411e+00 2.714036482566541064e+00 4.323084300235836563e-01
3.444519827778536936e+00 2.602289115047039303e+00 5.165907378645707704e-01
2.566317963558421233e+00 2.638527409886947339e+00 2.025111403178178060e-01
2.891270010133040635e+00 2.682919673966049690e+00 3.834342045833715740e-01
2.561425375416244599e+00 2.552706055119432271e+00 3.641919310871043480e-01
3.242065944035082303e+00 2.633252993043936563e+00 4.598736527116290551e-01
3.410727089328042361e+00 2.518333138158637130e+00 4.963304702805596547e-01
2.345109015320399504e+00 2.730115491232482761e+00 2.810858073845127203e-01
2.932738845679183637e+00 2.627695795622850383e+00 3.376816634822357166e-01
2.999372627067762309e+00 2.570211402432010406e+00 3.343937463550942790e-01
3.129427199515384395e+00 2.714573592644196509e+00 5.178432094870177860e-01
2.754966727805316040e+00 2.694310124672773199e+00 3.547640358868363597e-01
2.718214421175111806e+00 2.502562248353591201e+00 2.807918347783838198e-01
2.407893471005392527e+00 2.729397778901567317e+00 2.106390399841014949e-01
3.453115731464531546e+00 2.670915016297815470e+00 5.963270108602335418e-01
2.556268343813896227e+00 2.611855550603819687e+00 3.225444579416470448e-01
2.643602646574704895e+00 2.540877338831175614e+00 1.477131488398915060e-01
2.980542589955136101e+00 2.535695326210607448e+00 3.367457748620016345e-01
2.937213928163001420e+00 2.571490123745869383e+00 4.434395902128010492e-01
2.793912588308548273e+00 2.549434834495050151e+00 3.669769043645180195e-01
2.636933008916745980e+00 2.562985937983282891e+00 3.283892988882959330e-01
2.847890209100419678e+00 2.760638696660516977e+00 6.184641618494303161e-01
2.479933170498076045e+00 2.506772284983667998e+00 5.063032811336503486e-02
2.202039361253520511e+00 2.561677770159020540e+00 1.630279329934659072e-01
2.719556732405567168e+00 2.571910228920735619e+00 2.469374551048701405e-01
2.290437655074961221e+00 2.805008966501459255e+00 4.548560386692652169e-01
2.971543015600682569e+00 2.575736065792389340e+00 5.083925882296815857e-01
3.206613066990684935e+00 2.442953920157476588e+00 1.630204158601667452e-01
2.744286095736045539e+00 2.461663557728572371e+00 1.722104318416678714e-01
3.001607419061831816e+00 2.492657435254595377e+00 2.308273855373516592e-01
3.380044201645421520e+00 2.612307616596421855e+00 5.907864055545135606e-01
2.533950818225825241e+00 2.493006937679829615e+00 1.976454635504616975e-01
3.511317063349859602e+00 2.634333657796101846e+00 4.982479703304680263e-01
2.594837347627112045e+00 2.593599556660991290e+00 3.425261058934939706e-01
2.990358323347974245e+00 2.678441338583076536e+00 4.882628138807979523e-01
3.163727474936764761e+00 2.540050327113149820e+00 2.783197833063136839e-01
3.094457191107523375e+00 2.587908378007025778e+00 3.521302012973608342e-01
3.388888369551080526e+00 2.608716108819673085e+00 6.092235633841679432e-01
2.670602289067075752e+00 2.647805367555145839e+00 3.285424472793737061e-01
2.755515543797976807e+00 2.694438278871106540e+00 4.820879847085001169e-01
3.220020921346016696e+00 2.655764681289186413e+00 4.586974181210252133e-01
2.518864619463657473e+00 2.709545103913764130e+00 2.460210079405830697e-01
3.237422574560637312e+00 2.638012808653031449e+00 5.236059690507551823e-01
2.810056867298612371e+00 2.639093784903682849e+00 2.697723030260714139e-01
3.102432136070534696e+00 2.524226534128314547e+00 2.926219527793436637e-01
2.731967465439924414e+00 2.681570093305634117e+00 3.491153682571915828e-01
2.559044588504625128e+00 2.620023405577137865e+00 3.983499605941735466e-01
2.886012361016931926e+00 2.556074476301185783e+00 3.190390551440306366e-01
2.863385632911100487e+00 2.546588647780779091e+00 3.332570476572956353e-01
2.976149071016097825e+00 2.623529813764296392e+00 5.801763188073592037e-01
3.288426678322375452e+00 2.680913469556595707e+00 5.077346610136456162e-01
2.383574938568236767e+00 2.633691391885226718e+00 1.891067118345772791e-01
3.046107800435206681e+00 2.613895381007333985e+00 4.656829430554058624e-01
2.583960672389574054e+00 2.433489465200509017e+00 6.485699706939963838e-02
2.782533091128469582e+00 2.474295929501391988e+00 2.948504907776552941e-01
2.567548831421210487e+00 2.659025398967751030e+00 3.342252376158593719e-01
2.471132627081378708e+00 2.512457984038631409e+00 1.744954292511734506e-01
3.120129168101707595e+00 2.738845715438981365e+00 4.424882702760370989e-01
2.300365985668332058e+00 2.569784828335182070e+00 1.480133335973475295e-01
3.087729376734548392e+00 2.644825803901101668e+00 5.452127523622486427e-01
2.444109010485751465e+00 2.574838783323654123e+00 2.792978078980941081e-01
2.561054560972671368e+00 2.458420041905581499e+00 1.569605317848997705e-01
3.216820139780639298e+00 2.539914801393774901e+00 2.052400073695770377e-01
4.188827238249257512e+00 2.496689802804277214e+00 5.746050615233700976e-01
2.954374441221832903e+00 2.524215352781149502e+00 4.084103164604352409e-01
2.272988037657426297e+00 2.688722722390519237e+00 2.684950325755227629e-01
2.714224064160974059e+00 2.475247336292063061e+00 3.076905745291542704e-01
2.878195962730666579e+00 2.492598851530011039e+00 2.450962259555826139e-01
3.148618080158935406e+00 2.462312818973483086e+00 3.030839227306436068e-01
2.618736697022778337e+00 2.678365228443597257e+00 3.363938383865554549e-01
3.105641283730942170e+00 2.532316101588448554e+00 3.240623007688487323e-01
2.954627362894133302e+00 2.618805071518596428e+00 4.138194132138481862e-01
2.664374310260525291e+00 2.410495172478163806e+00 1.372305604876512541e-01
2.698588862383806575e+00 2.664711112934833981e+00 3.926638981808594497e-01
3.276118124744954230e+00 2.538154158221541667e+00 4.076850209681113779e-01
3.275078945015601928e+00 2.621616092067861281e+00 4.206131142944130041e-01
2.534290035925894635e+00 2.440325103001721452e+00 2.294863155737489890e-01
2.693177196361700609e+00 2.613049099748951942e+00 2.761277857933961966e-01
3.084576928885015779e+00 2.536428043485469352e+00 4.237082655877938420e-01
2.656145325076574970e+00 2.515908860418394788e+00 1.894558147780985857e-01
2.879774921787583875e+00 2.589948487479126538e+00 4.364276158868406474e-01
2.982959417116100020e+00 2.556012101611477405e+00 3.191385156238104037e-01
2.570085005804668477e+00 2.689870283961747877e+00 3.727219199595215859e-01
2.036071237223751496e+00 2.639209237398186580e+00 1.363911631766401567e-01
2.792562798980780414e+00 2.621049563917449809e+00 2.573934084134652522e-01
2.723971827514355848e+00 2.644144167391573319e+00 3.457063576587606768e-01
2.920413931285530396e+00 2.575808004288534292e+00 3.732645902234728585e-01
3.079272038584785598e+00 2.495980873854087623e+00 2.547925074886620567e-01
3.298419341543247452e+00 2.805507159409535323e+00 6.151226513038837718e-01
2.936170381793004047e+00 2.732093672422482911e+00 4.746384208975453767e-01
2.855078244071961535e+00 2.528380627183008045e+00 2.655230877610625373e-01
2.937363172718037152e+00 2.437602841410492438e+00 4.003022526489852240e-01
2.358579899021099990e+00 2.596502641669319544e+00 1.511026887879631797e-01
2.935569449752851945e+00 2.610444175101734654e+00 5.196688351038040166e-01
2.880924383228401275e+00 2.637665794721182788e+00 4.487880839255352083e-01
2.666768725180537203e+00 2.632059456303547318e+00 3.199824828600192905e-01
3.554099572454069822e+00 2.545204811578302362e+00 4.620126864880327311e-01
3.045946261211677886e+00 2.703350265967481292e+00 3.731685446718477905e-01
3.263605377241994177e+00 2.514779315577921448e+00 3.696885113396726763e-01
2.771104811272269153e+00 2.529589121698276877e+00 2.721419731336652270e-01
2.850958965266848111e+00 2.728909548629269821e+00 4.632869906259841630e-01
2.962803453462321102e+00 2.794927693682922154e+00 5.258133472980259793e-01
3.097218839405907698e+00 2.488907719269807028e+00 2.370562042760178123e-01
2.755515543797976807e+00 2.694438278871106540e+00 4.820879847085001169e-01
2.878245446682139885e+00 2.727127211024686915e+00 4.919391946291089557e-01
2.382835783718378675e+00 2.624397053169844618e+00 2.180799879847792333e-01
2.773478800867469563e+00 2.637450602769989327e+00 4.132232239139796426e-01
3.054844538246042962e+00 2.522857506257958793e+00 2.809999167003376930e-01
3.566644239532951399e+00 2.572599412158644405e+00 4.364858940847410329e-01
2.744778309181490350e+00 2.480399051909055963e+00 2.639292578545719969e-01
2.931583161345203248e+00 2.617243978443775987e+00 4.434851858800576974e-01
3.154925283311990736e+00 2.629692112118787506e+00 5.824354177422013112e-01
3.566644239532951399e+00 2.572599412158644405e+00 4.364858940847410329e-01
2.773860326407820764e+00 2.671137314932415574e+00 4.151815533164722183e-01
2.637154314192056592e+00 2.680702354843997881e+00 4.358819280013902508e-01
3.518871286186628033e+00 2.593555557740435447e+00 3.340267238495339130e-01
2.758177934430765088e+00 2.530157084762137298e+00 2.467104125727198616e-01
2.449498028318585874e+00 2.513103218070400491e+00 7.808535021924252473e-02
3.067595558045443482e+00 2.389087808046771233e+00 2.047629775866371959e-01
2.963968407535660710e+00 2.586491784045723996e+00 2.638947952203842817e-01
3.579886369012015734e+00 2.457084623320625383e+00 3.841474314909577581e-01
2.446247723293915932e+00 2.704277561289370801e+00 3.295691564390912376e-01
2.341829793231102741e+00 2.650414950034071904e+00 2.630829532047422870e-01
2.865167848081468183e+00 2.593504017636177217e+00 3.904559147677933995e-01
3.276212756936724091e+00 2.543226252405596632e+00 4.430631547887218802e-01
2.931000915354517566e+00 2.662788467344403998e+00 5.243778555995051160e-01
3.473292599110108458e+00 2.566746257302418677e+00 4.601276108678347132e-01
3.002393213345656786e+00 2.670228352964227003e+00 6.004237250225255007e-01
2.602005086872384076e+00 2.617791591950356711e+00 2.869560743568591032e-01
2.556268343813896227e+00 2.611855550603819687e+00 3.225444579416470448e-01
2.300365985668332058e+00 2.569784828335182070e+00 1.480133335973475295e-01
2.915240995691427806e+00 2.551801446453357602e+00 2.335323500497185067e-01
2.649521041384069520e+00 2.736887703602966848e+00 3.440767964761641817e-01
2.852567617616007745e+00 2.751562382342544577e+00 4.366240440485202878e-01
2.738997952645734202e+00 2.541303062790350786e+00 3.298677152097818643e-01
2.746854880144216970e+00 2.691535722548201726e+00 3.535246216374015593e-01
3.354590114401307055e+00 2.653386792423663820e+00 4.663210472634760073e-01
2.027181629276270769e+00 2.674743005723136058e+00 2.466795365973693532e-01
2.846161828939937077e+00 2.733466943120081538e+00 3.661733783811316756e-01
2.628813566983908334e+00 2.521031085330848853e+00 3.035482472892084838e-01
2.775780666714029010e+00 2.565737383301040175e+00 2.147652504661358708e-01
3.678059790766072368e+00 2.445236859982150790e+00 2.862659911521635014e-01
3.040516287686586772e+00 2.712547455195063684e+00 4.883322870448581488e-01
2.897218890600132379e+00 2.613339742761495721e+00 4.331630505581517410e-01
2.856981467806821051e+00 2.452937924525289137e+00 1.828147919403179666e-01
2.217268431095046566e+00 2.510619835874558170e+00 2.564196731172691535e-01
2.362648856878895476e+00 2.622528969604907001e+00 2.456624427189695870e-01
2.687340546964328336e+00 2.646825646891723949e+00 3.949199063157916023e-01
3.072965128304633087e+00 2.592988856264237807e+00 6.877524852893934781e-01
2.876359928502655539e+00 2.568955376382050293e+00 2.717133762970433408e-01
3.194405538619146334e+00 2.462920252865369974e+00 3.193906606190444197e-01
2.532339534475511300e+00 2.631346649129807869e+00 3.037600757242708283e-01
2.564908132729639245e+00 2.694753987527056083e+00 3.451532508878514260e-01
3.253920278262829147e+00 2.542331573463211036e+00 4.455296102790820556e-01
2.516481439135870524e+00 2.460189426702878990e+00 1.418738706142540218e-01
2.413872627282884764e+00 2.631405087132693943e+00 4.273003819902225220e-01
3.728756192992069618e+00 2.454323217779285304e+00 4.022605451069157234e-01
3.321813747881364520e+00 2.618858293790387037e+00 4.680017812766105179e-01
2.677618469756136488e+00 2.662242524505480379e+00 3.239603314970795900e-01
3.124435527437799731e+00 2.642367735179613319e+00 4.727475092837367665e-01
2.376993334599458052e+00 2.623618288253759534e+00 3.147336269396364683e-01
2.887664931917425459e+00 2.756895620726106166e+00 4.396296156434889024e-01
2.906077378239190434e+00 2.517138424435961586e+00 3.275454250744593843e-01
2.820179688323382727e+00 2.635991444046006382e+00 3.922666394857943772e-01
2.725319192311728145e+00 2.634795986434730342e+00 3.589794054212347985e-01
2.880359117112752720e+00 2.683692887336236232e+00 4.486002055408716549e-01
3.454186970291573289e+00 2.579908052868864488e+00 4.740686748010802809e-01
3.228560422701474586e+00 2.590900270315326104e+00 4.582657592489445264e-01
2.911605216239647298e+00 2.450704913910402016e+00 1.001740167800725667e-01
2.780733089867112096e+00 2.455782793789420992e+00 3.164743732936530773e-01
2.324572790133600186e+00 2.594945032594740297e+00 1.891108693729442458e-01
2.580159304091860673e+00 2.675992708935498676e+00 4.246915733611033583e-01
2.726677481645471524e+00 2.646122973072566165e+00 4.687527922830960758e-01
3.413601473511519657e+00 2.658794694596996244e+00 6.353003996705326450e-01
3.590611470278319395e+00 2.616920711801970612e+00 5.932847656748159171e-01
2.625835955485214424e+00 2.583565261369435095e+00 3.013895749172070815e-01
2.976669145181459530e+00 2.612005998639543858e+00 4.333186878538888842e-01
2.898368554872203351e+00 2.495578090277604133e+00 3.223463563600800219e-01
2.726830500812873037e+00 2.617339199642165326e+00 3.806547993718214506e-01
2.936854865567898543e+00 2.706165807838196713e+00 4.117291919117738175e-01
2.796956134765164581e+00 2.569322267365614643e+00 3.111426305009117321e-01
2.366795087723742697e+00 2.659798114769621691e+00 2.028706159929017927e-01
2.812483042183298476e+00 2.616469277750836930e+00 3.392231473048429313e-01
2.477651250461417209e+00 2.644571592984622299e+00 2.327592047708040845e-01
3.321332535755670889e+00 2.667141938600956941e+00 4.452767913614609774e-01
2.402195101671099842e+00 2.711224244485621604e+00 3.165093921325227710e-01
2.630196777463479130e+00 2.613579016808307287e+00 3.322969063355568076e-01
2.867555218719280319e+00 2.677183131499091040e+00 3.970818148669706948e-01
2.922515889539878842e+00 2.441083486963164351e+00 1.483266457734262467e-01
2.976149071016097825e+00 2.623529813764296392e+00 5.801763188073592037e-01
2.489211126468351409e+00 2.668176014303695442e+00 3.430889376402361801e-01
2.295383620438467887e+00 2.683354364571879813e+00 2.909067862360336654e-01
2.960653829625216282e+00 2.607183044025633833e+00 2.265147653323315580e-01
2.597567503161507307e+00 2.666811743899294207e+00 2.828208612943070022e-01
2.578141420663197181e+00 2.630012776768007043e+00 3.720738405018849670e-01
3.341717992961560579e+00 2.494039995243663377e+00 4.771743984049835463e-01
3.040809879649388758e+00 2.604779694063615647e+00 4.126738593738111804e-01
2.522331357810607688e+00 2.644303874965248102e+00 3.330071587258919830e-01
2.655976123734844485e+00 2.586534302617979009e+00 2.152415257042040175e-01
2.310208830359799848e+00 2.610226916189510860e+00 2.545547575443371513e-01
3.053990564944319974e+00 2.608255482589891372e+00 4.439832485803861251e-01
2.854769412291947361e+00 2.504962703298328375e+00 2.117793836445435174e-01
2.951804284331591255e+00 2.716468864803697869e+00 4.667377152653536254e-01
3.963427505212533397e+00 2.567477618775634518e+00 5.138005008703367960e-01
3.111930599753209847e+00 2.584775658290262790e+00 4.809363698197715031e-01
2.846617255646417988e+00 2.464892630410649321e+00 3.024482735386600507e-01
2.484253039455586176e+00 2.574706348875524853e+00 2.260264594185322773e-01
3.161750536106504583e+00 2.631024205035535246e+00 3.960013897586646681e-01
2.869605327827168484e+00 2.592937772103711236e+00 3.849512823038310216e-01
2.537989585087909283e+00 2.571514473024999248e+00 2.361616330691787002e-01
2.834031079460416880e+00 2.604051751816289340e+00 4.659349673676650982e-01
2.180552855395837764e+00 2.669616739933958538e+00 2.413612131025387741e-01
3.872488547918119473e+00 2.549480565924725273e+00 5.051745915172859425e-01
3.453115731464531546e+00 2.670915016297815470e+00 5.963270108602335418e-01
2.954374441221832903e+00 2.524215352781149502e+00 4.084103164604352409e-01
2.889255214700952035e+00 2.728277176499422474e+00 5.675404013393502423e-01
3.234166836803684664e+00 2.662964299332687190e+00 5.558165095527599631e-01
3.140838291046257780e+00 2.627444225509832698e+00 5.549078522959295379e-01
3.048408578970060123e+00 2.484170764613824911e+00 3.942665070478479916e-01
2.683125645278908511e+00 2.663697597133485750e+00 3.849497773777135756e-01
2.884445523654779464e+00 2.497331473580273187e+00 2.931086086303820726e-01
2.935411147808323573e+00 2.598541901929209086e+00 4.223834799710772248e-01
2.850903886879101012e+00 2.552502379422679546e+00 4.714882739443465032e-01
2.795943495779433796e+00 2.547534832819623229e+00 3.279500645839684148e-01
2.763276981997251802e+00 2.661824643399536505e+00 3.291856106746259281e-01
2.727223899950778296e+00 2.691294706963441197e+00 5.230173782525687765e-01
2.566317963558421233e+00 2.638527409886947339e+00 2.025111403178178060e-01
2.218754524220130975e+00 2.653113757764299585e+00 2.592220410315828061e-01
2.346918370356832817e+00 2.696782421180587086e+00 4.057741209738058297e-01
2.873419510077332539e+00 2.590477076422961655e+00 3.374371698705179723e-01
2.510398853140679787e+00 2.644462549392234241e+00 3.408701115898463141e-01
2.282264145134521804e+00 2.622102077318217983e+00 1.595398442790638693e-01
3.275887378189014765e+00 2.617525070695120970e+00 3.927131442165264219e-01
3.300881814788542812e+00 2.695451028782475333e+00 5.232963669935072337e-01
2.354220758070875164e+00 2.587731979920006697e+00 1.137362843863327089e-01
3.422534815144461451e+00 2.602912037155620251e+00 4.499280927768135596e-01
2.546051685771201001e+00 2.531809561267631903e+00 2.397530264651578924e-01
3.453291709296980372e+00 2.522039846085123660e+00 3.603229403126404495e-01
2.878470445208979989e+00 2.580909832627036771e+00 5.357068835738816315e-01
3.077534422096517286e+00 2.613669051414032829e+00 3.976194121585651664e-01
3.055359236869664041e+00 2.656268411721217859e+00 4.819362729776111576e-01
2.718912316803914209e+00 2.646397227707375066e+00 2.929153830456513452e-01
3.179669568038490990e+00 2.636207660994555724e+00 5.399831992838354244e-01
3.548289693127677946e+00 2.402570159656345794e+00 4.261246658135000032e-01
2.562443098613137238e+00 2.677571433312205595e+00 5.156673543470686738e-01
2.669663842986253588e+00 2.500206912821787864e+00 2.146638280895582507e-01
2.643689728611322565e+00 2.499578532813264697e+00 1.679888783223897897e-01
3.070896229709631164e+00 2.552262732195585748e+00 5.465277477766694592e-01
1.895156405017115908e+00 2.727242904151079728e+00 3.024368138814523266e-01
2.800479453920728723e+00 2.555425095875378361e+00 3.453448277898321095e-01
3.376786893096051401e+00 2.586305051383747333e+00 5.430472881996265544e-01
2.928648543406212390e+00 2.434263273644631909e+00 4.180989315222877201e-01
3.070731677401700388e+00 2.610726543746008765e+00 2.341773836576223067e-01
2.805229316715375898e+00 2.556227972562015172e+00 3.303046239578782961e-01
2.724287767224748080e+00 2.650064110313731014e+00 4.808708086826976036e-01
2.539206167018771776e+00 2.701336713883779161e+00 4.213874336600143544e-01
2.643602646574704895e+00 2.540877338831175614e+00 1.477131488398915060e-01
2.797983862164657776e+00 2.602722005545009765e+00 3.232772953706892771e-01
2.201064949619594646e+00 2.599624215009372019e+00 1.760878636293785604e-01
3.047507965219858228e+00 2.557482619018000225e+00 4.092051777242894373e-01
3.226933401972305049e+00 2.621412176204470867e+00 6.691778962403421849e-01
2.922515889539878842e+00 2.441083486963164351e+00 1.483266457734262467e-01
3.459964229249371748e+00 2.423682763650634620e+00 2.847197276843826952e-01
2.792740668428147721e+00 2.679407085316299231e+00 5.300195405734635656e-01
2.712049722986344946e+00 2.391700962732048019e+00 1.028602846558615003e-01
2.751616120284368527e+00 2.635623147459037696e+00 4.516705481747432804e-01
3.600564943111953298e+00 2.552548291952133841e+00 4.567708756239178269e-01
2.455646738972778298e+00 2.548803560474555141e+00 2.865707000986433828e-01
2.566317963558421233e+00 2.638527409886947339e+00 2.025111403178178060e-01
2.381568392977079895e+00 2.480279602949994278e+00 1.410062001406467980e-01
3.149826207465196592e+00 2.628514275681777868e+00 3.951910728885518753e-01
2.648908920047445381e+00 2.708518163493129904e+00 3.836356699917272128e-01
2.652022273978534628e+00 2.571096165102134012e+00 3.891203388443101874e-01
2.914359935812657287e+00 2.625755985332556275e+00 2.284636321413468507e-01
3.181387376027339897e+00 2.598018782662645965e+00 4.388849218925742202e-01
2.169354438607364877e+00 2.667189436635023725e+00 1.737942581613531878e-01
2.818132240313458325e+00 2.558279691624007590e+00 3.988669719875924113e-01
3.075404364770267129e+00 2.650709186006742435e+00 4.324125555844388069e-01
2.888090159302691529e+00 2.395583587751084487e+00 2.377424542204552016e-01
2.635898892160193352e+00 2.653345587522291105e+00 3.895851883911516933e-01
2.472049624443920735e+00 2.728316457714033749e+00 4.536054807496642804e-01
2.555492088989120614e+00 2.657340697007167574e+00 2.411824182379507797e-01
2.935224709595347203e+00 2.595601634443031713e+00 2.971792109556828376e-01
2.844980500059719919e+00 2.633854579164230714e+00 4.597308583450919195e-01
2.921603738746205270e+00 2.684303967427729809e+00 5.159763608277895264e-01
2.714442258842987510e+00 2.737552796203304162e+00 3.494203714543628325e-01
3.224936946477926281e+00 2.625732462506593645e+00 4.159495014914456057e-01
2.303053760380303849e+00 2.799913253336395957e+00 3.341398553626947487e-01
3.002393213345656786e+00 2.670228352964227003e+00 6.004237250225255007e-01
2.413872627282884764e+00 2.631405087132693943e+00 4.273003819902225220e-01
2.664906778602034620e+00 2.647713562549163235e+00 3.270277863322379464e-01
3.053515439388577946e+00 2.686409726547244858e+00 5.146704348973381027e-01
2.861294586550028995e+00 2.621514305410669543e+00 3.190920712911803903e-01
2.917464138708904642e+00 2.619740405560197161e+00 2.556017453877841850e-01
2.561669537436651822e+00 2.711395933625196708e+00 3.200209307161794858e-01
3.217910597222096047e+00 2.531514489799019607e+00 3.246415016383102925e-01
3.307709488837284439e+00 2.533962419735047433e+00 4.558129802774615325e-01
2.719556732405567168e+00 2.571910228920735619e+00 2.469374551048701405e-01
2.942334452126439182e+00 2.653781563574446167e+00 3.559855962815769437e-01
2.793912588308548273e+00 2.549434834495050151e+00 3.669769043645180195e-01
2.621938454910629712e+00 2.586662820421296249e+00 1.899105191584954389e-01
2.358579899021099990e+00 2.596502641669319544e+00 1.511026887879631797e-01
3.072931119734505057e+00 2.414700061113482121e+00 2.567973755199374764e-01
2.207594045772463431e+00 2.627697370029605128e+00 2.373737873073129001e-01
2.605537169764681860e+00 2.564470279035993894e+00 2.588900471204435561e-01
2.889587268914736384e+00 2.655035705141709723e+00 3.478823876251220804e-01
2.615833751846091459e+00 2.533616243205200291e+00 2.254353746233233591e-01
2.965875674893995395e+00 2.462283386278409925e+00 3.090269707512215969e-01
2.675120634891932081e+00 2.465492704523133849e+00 1.387816815319506125e-01
2.722572738103159029e+00 2.580756390009922185e+00 2.886627557535391686e-01
3.275887378189014765e+00 2.617525070695120970e+00 3.927131442165264219e-01
2.888857807228236041e+00 2.619212432396905932e+00 4.154510291731876581e-01
3.040516287686586772e+00 2.712547455195063684e+00 4.883322870448581488e-01
2.259674618421822156e+00 2.646271340724636101e+00 2.646854718688421149e-01
2.463254154604966217e+00 2.645308386934956957e+00 3.058335473484205536e-01
3.796476185984342333e+00 2.603600799863110993e+00 6.128293163579309200e-01
2.849590151435351881e+00 2.633989257631919934e+00 2.956119636763939740e-01
2.951804284331591255e+00 2.716468864803697869e+00 4.667377152653536254e-01
2.345109015320399504e+00 2.730115491232482761e+00 2.810858073845127203e-01
2.944179290773885960e+00 2.611281429574635382e+00 3.787865561892224120e-01
2.898368554872203351e+00 2.495578090277604133e+00 3.223463563600800219e-01
3.347991651627711729e+00 2.626142455565086742e+00 4.670649865713429327e-01
2.328287677765980668e+00 2.791623595484348019e+00 3.354410211699311306e-01
3.137701423313175475e+00 2.516626638048480302e+00 4.870758589033553076e-01
3.382150565202981962e+00 2.552435389106789909e+00 3.209337971247314680e-01
2.917628318639592599e+00 2.547312518979198970e+00 2.130304111401762346e-01
2.700115256762365856e+00 2.691021655298618587e+00 3.752984566240802344e-01
2.720432272796343476e+00 2.369451021882492903e+00 1.189249766935373959e-01
2.409225590486783641e+00 2.808440239930574123e+00 5.398090563804537334e-01
2.819988201698562236e+00 2.661587918156163468e+00 2.778947352452695863e-01
3.011274939128145256e+00 2.489095877530941969e+00 3.513955218474023590e-01
3.219423146739829544e+00 2.625486159498695127e+00 4.422499962901481063e-01
3.097215373882366674e+00 2.576286191860563068e+00 5.110097411336553819e-01
3.128297765751215209e+00 2.570364953515568374e+00 4.151564747403251321e-01
2.788424359315392564e+00 2.558519485289468598e+00 3.387251641916135259e-01
2.894725413692148308e+00 2.537809433215272747e+00 3.246687653754243841e-01
3.424212955855312046e+00 2.635406295019911749e+00 5.641893202936731910e-01
3.321813747881364520e+00 2.618858293790387037e+00 4.680017812766105179e-01
3.079638279203686935e+00 2.616412364860899231e+00 3.630482857928784002e-01
2.764722968285662663e+00 2.624350902150840881e+00 2.867875665489120207e-01
2.720327725875417713e+00 2.504818969884127000e+00 3.170574881243192200e-01
