weight logl norm alpha beta
0.000000000000000000e+00 -1.349470642750696243e+03 4.408858656095482331e+00 3.212650797875644226e+00 7.436718392128353894e-02
0.000000000000000000e+00 -8.594055042033668315e+02 3.414829681630688007e+00 3.350626845235202378e+00 1.925218919828715070e-01
4.053792325597120529e-219 -5.101956164938812321e+02 3.640409123309152672e+00 3.317144859828513148e+00 2.893041514057960173e-01
3.253310931369959736e-202 -4.712691495067805931e+02 2.477175368549456191e+00 3.412703864816513555e+00 2.519361790448894634e-01
1.114835167223155501e-194 -4.539169354268150300e+02 1.508401872683735156e+00 3.454047915476443631e+00 1.328490517775445801e-01
6.212289953227281729e-179 -4.176578360132958778e+02 2.554088082702825169e+00 3.468394548961411861e+00 3.431256061799083379e-01
2.107163434156596246e-136 -3.197253638960120270e+02 4.370448932277489540e+00 3.338056179664443235e+00 4.977067596546776440e-01
3.373754980898579318e-132 -3.100418398613635418e+02 3.821887093670133240e+00 3.402152521203859248e+00 5.120037447657560525e-01
1.666461255162237122e-127 -2.992317383888430982e+02 4.872378903034198849e+00 2.885168358976609504e+00 1.152240310682130509e-01
2.012531399692424137e-124 -2.921327921466082671e+02 7.133147576273836110e-01 2.958770762162510337e+00 1.339168022166979499e+00
1.546685210885392379e-122 -2.877884012258459165e+02 1.719396842468245978e+00 3.302701006782792881e+00 1.165951047273550700e-01
4.680865687218226487e-122 -2.866785322244157328e+02 1.011587440037533092e+00 3.474759996701364706e+00 1.425646897347349340e-01
4.813061138151826895e-106 -2.498068205122838776e+02 1.304652044807238731e+00 3.174873488277039968e+00 1.499764762072427704e+00
4.094609781243937400e-104 -2.453608121979988823e+02 4.097444021806947667e+00 2.968639516134807366e+00 1.575180238299406232e-01
8.965014092419457684e-101 -2.376668986612723984e+02 1.076742535051737448e+00 2.872747087806289290e+00 1.477196268362727327e+00
1.174459841526662147e-100 -2.373943349147133119e+02 1.611679981214986235e+00 3.421383553898804220e+00 2.595134434633618592e-01
1.779395502052448981e-100 -2.369763695462352473e+02 1.452104681705201017e+00 3.206400304029397130e+00 1.498273976404142838e+00
8.603275077861945650e-94 -2.215824897355354324e+02 1.224284572928321602e+00 3.438195208339631215e+00 1.062823964199663296e+00
1.882228445351873797e-93 -2.207970911781639245e+02 8.184590528376344265e-01 2.706459362819213954e+00 1.264284844451898815e+00
6.777693108208989103e-92 -2.172108257087917309e+02 1.325152408615728472e+00 3.046599310056076426e+00 1.412388419628271663e+00
7.619196186513434155e-90 -2.124861214405310648e+02 4.009422042704001043e+00 3.445044195659173081e+00 7.184316362739981976e-01
1.239838949030173056e-88 -2.096941406399757000e+02 3.384224307878707982e+00 3.431920663083946721e+00 6.064671987162655320e-01
3.571009791149479579e-86 -2.040286035348956375e+02 9.624803828418848628e-01 2.615968304151818469e+00 1.400865237479716585e+00
3.167610135078591261e-82 -1.949356341704217925e+02 1.442431663926980079e+00 3.376705100144478333e+00 2.234305207418185168e-01
2.346831124469127849e-77 -1.837201201479124677e+02 2.758315770815259693e+00 3.134955547340074311e+00 2.053672420939067766e-01
6.306138598083265703e-76 -1.804265774757696477e+02 3.264884953810387458e+00 3.388397909399460506e+00 5.777814310126364594e-01
8.621559377611645503e-76 -1.801113350448246990e+02 5.974342549428672822e-01 2.410248001288235020e+00 1.002345054650124689e+00
9.593725418529140171e-74 -1.753968215468803180e+02 1.211649887535935388e+00 3.265216890496427382e+00 9.228948073759538628e-01
5.090700194237494990e-72 -1.714228452596182990e+02 2.819373014758356888e+00 3.382840280785648801e+00 5.125914815043332018e-01
3.565042023163724689e-70 -1.671714146159498284e+02 4.334587247941154686e+00 3.488610855639947328e+00 1.077383600061057933e+00
1.364763865337056481e-68 -1.635239388502172915e+02 3.245953641074036611e+00 3.043659423015419030e+00 2.060724178629574355e-01
2.338010496237520574e-68 -1.629831199190137454e+02 1.402594337488246357e+00 2.782596385568299802e+00 1.364243735300839200e+00
1.738785914047724254e-67 -1.609741480593302470e+02 1.058275758296961078e+00 2.711804127982147428e+00 1.146413569921614251e+00
2.227873820438457112e-67 -1.607237874915623479e+02 1.938219799236923890e+00 3.351945578157211170e+00 1.164259988979565286e+00
1.476093339660449570e-66 -1.588303511230429876e+02 9.492262638805450958e-01 2.715828484332919679e+00 1.027606741364816889e+00
1.725850444190033771e-66 -1.586715301453562290e+02 5.078455257800409406e-01 2.347759572197898770e+00 7.499458307962297843e-01
1.536369034334334341e-65 -1.564827431298835734e+02 6.391682212603139179e-01 1.989040931233998943e+00 1.303033005959566948e+00
3.937363486698021077e-65 -1.555391536589742998e+02 1.578498356142376213e+00 2.838833948473681534e+00 1.384087095942979850e+00
4.347233955499957899e-65 -1.554376252219308867e+02 4.868954237839184351e+00 3.225134189523103156e+00 6.507791821609492100e-01
1.328967369413763520e-64 -1.543176776727924278e+02 2.363034101294223976e+00 3.489919303069108469e+00 6.713803804132716380e-01
1.669067834582070275e-63 -1.517847295187903853e+02 2.749953343927989291e+00 3.448708346593768681e+00 6.612560463758673235e-01
3.057348789295947647e-63 -1.511769466748035029e+02 2.164144504793739987e+00 3.371334613139753689e+00 1.165814899214268729e+00
3.274937703448975422e-63 -1.511056959594333478e+02 2.847618857565381134e+00 1.010087983222286878e+00 7.780085765595409764e-02
7.076080900528007161e-63 -1.503327745971722038e+02 2.962613313408954951e+00 3.373310672418496914e+00 1.364420769698523994e+00
1.665291531610600353e-62 -1.494744095113323112e+02 1.961217042391672605e+00 3.100954338474742222e+00 1.332923225943104750e+00
1.855269661923189004e-62 -1.493638796576948096e+02 1.734792357722936718e+00 3.151225747956058587e+00 1.186148671580322889e+00
4.153509233475632269e-61 -1.462528710451503855e+02 4.402407636924833056e+00 3.381328662182801370e+00 8.746041474829869822e-01
5.653401791516881569e-61 -1.459420671695330896e+02 1.144620564553645803e+00 1.129796591423817720e+00 1.852689818650744558e-01
4.155700982839898341e-60 -1.439447584051673914e+02 3.038805975090048239e+00 3.266937602335850066e+00 1.472591834840000891e+00
5.247408156017388205e-60 -1.437090052573767878e+02 2.878373806952409630e+00 3.436990321981177487e+00 1.185064728548606228e+00
2.770517982956846678e-59 -1.420426201343410639e+02 3.625617205243579111e+00 3.344214681800437905e+00 1.447439563151230901e+00
1.999791860169510958e-58 -1.400635262362927165e+02 4.939654350913338376e+00 3.001314397897294484e+00 4.183552688303487366e-01
2.169059228478125958e-58 -1.399797758032365209e+02 3.091003649686775212e+00 1.041634704906510445e+00 3.104223206614524777e-01
4.269442641987627488e-58 -1.393000860516093837e+02 2.741558658489326117e+00 3.407040574045237413e+00 1.182423697000641427e+00
1.972754861368564399e-57 -1.377670532758519357e+02 2.420406293838506251e+00 1.059575940552093698e+00 3.275511873508720195e-01
3.810121935668815075e-57 -1.371063230557886925e+02 5.894683766775397071e-01 1.926963442467767740e+00 1.075955486157454510e+00
6.744053000703591642e-57 -1.365328231689172469e+02 4.141157756100119158e+00 1.117719297249376575e+00 1.729592645568399090e-01
2.475868740240771496e-56 -1.352298078149433991e+02 1.129281666674561757e+00 1.384533597768803803e+00 5.235118617531047541e-02
1.816321450856742270e-55 -1.332345007876413661e+02 1.021187072318215705e+00 3.224719338865730478e+00 6.413603326466744969e-02
1.378618396397572595e-54 -1.312051471339046884e+02 9.682823182192767941e-01 2.571031159792979359e+00 9.769315690139981356e-01
1.756979924341605946e-54 -1.309601325865063188e+02 4.265890428103606524e+00 3.398668913457002727e+00 1.042749570726026143e+00
3.280928151323044438e-54 -1.303331026142145106e+02 4.425822417858555902e+00 1.094481453163839380e+00 3.456196246738930111e-01
1.087604537152448987e-53 -1.291321662710734586e+02 3.167605119161987393e+00 3.223947516803383095e+00 1.450359575450202332e+00
3.178904740663796894e-53 -1.280571071602609550e+02 5.206647015710954562e-01 1.510869179599990453e+00 1.167457744832044675e+00
3.255465273977233101e-53 -1.280308086697920942e+02 4.409661399806825699e+00 1.238226629794435985e+00 7.212375840664714266e-02
3.331936229631869446e-53 -1.280050902911960407e+02 2.718525297227101234e+00 3.322865389835066185e+00 5.030386962651562932e-01
6.347076834458583636e-53 -1.273581495106665500e+02 2.956308966379503023e+00 3.437068643769407128e+00 9.900289809724276413e-01
2.098509574811661513e-52 -1.261598314170832111e+02 6.222501188279629947e-01 2.910687056430324215e+00 2.864900694718479079e-01
3.869398704674992990e-52 -1.255454596620565155e+02 3.429048153747106031e+00 1.207836494518853332e+00 2.665779350994700869e-01
5.455025471769810904e-52 -1.251995214948480140e+02 1.625048669023585246e+00 2.708044329001094930e+00 1.325654414619236832e+00
6.737364634847174892e-52 -1.249858899388270572e+02 7.319573513081250038e-01 3.009396788985530424e+00 3.681897942551872749e-01
8.173876814458027981e-52 -1.247901154689402858e+02 9.366410145266934606e-01 1.882015168903639069e+00 1.447716408082566408e+00
9.146517722785848657e-52 -1.246751855534525077e+02 2.732879461635799867e+00 3.195741052752048894e+00 1.356380151375264242e+00
1.002569490296676674e-51 -1.245809074957630287e+02 1.268801663632035170e+00 3.320603030320978366e+00 6.030508695780507633e-01
1.238957819079564860e-51 -1.243667031328223800e+02 7.662617326900381665e-01 2.461444268931383128e+00 7.705790933137575127e-01
7.196708404306429681e-51 -1.226048499351422691e+02 3.939109716331787858e+00 3.355504574181117139e+00 1.273554086707969990e+00
8.205522465612306687e-51 -1.224711662915572106e+02 9.553583287353888398e-01 3.270685979381580122e+00 1.747301373778392120e-01
9.924654280768309656e-51 -1.222784516977688440e+02 6.052271510423111733e-01 1.784999168840141426e+00 9.925928170077235047e-01
3.906495045584462335e-50 -1.209057480333647590e+02 2.727972621400376774e+00 1.344085323783940522e+00 1.594241473669454345e-01
4.241051684111005784e-50 -1.208210773203766308e+02 5.818881101944144429e-01 1.307552087185196443e+00 2.682072103389412376e-01
8.388503980030272806e-50 -1.201365264028785163e+02 4.886003033316529631e+00 3.310217874283067463e+00 9.665971702696086743e-01
2.656421148639478655e-49 -1.189813237205314778e+02 4.931670917641819862e+00 1.336739395830857990e+00 9.186088533623815167e-02
5.715241470249618645e-49 -1.182126669562090058e+02 4.163515917665664645e+00 2.781944986303297895e+00 1.319122911828603806e-01
6.429046391198732459e-49 -1.180924772835142278e+02 6.304637635006854479e-01 1.043669556972474766e+00 1.442375401035567828e+00
7.593756538647794226e-49 -1.179234771029784099e+02 4.296005391423467046e+00 1.109898482868444392e+00 4.520309326460383859e-01
3.763856828131451018e-48 -1.163202742277411659e+02 1.130925368890947968e+00 2.097457429591199407e+00 1.364453131921397722e+00
4.807653857867902904e-48 -1.160730092098959574e+02 5.379875968809808562e-01 1.220687240430587961e+00 4.742597939860793699e-01
5.227333155791381382e-48 -1.159868171764048554e+02 2.865999288691535973e+00 1.362624761451993294e+00 1.868724684488504151e-01
3.143033991078012245e-47 -1.141904447459789083e+02 6.728418748821363149e-01 1.198449964757600128e+00 1.212122884376301446e+00
4.284250308619301937e-47 -1.138781877389926791e+02 1.515835526937991062e+00 3.242292350424172298e+00 7.819319921294433096e-01
1.138698755474727622e-46 -1.128981620576945630e+02 3.129590039219348085e+00 3.372131100475225018e+00 7.576844211923914330e-01
1.884416028471868125e-46 -1.123919302519101109e+02 1.034647563024763350e+00 2.456830411271935244e+00 9.733966074973666727e-01
2.072033501069035131e-46 -1.122945177328570878e+02 1.166263248038585942e+00 1.233580486358309081e+00 3.640678935890296342e-01
2.559884508969526694e-46 -1.120805860818031903e+02 4.907820180148899425e+00 1.362374771676013285e+00 2.032115582108988128e-01
5.289481817866416228e-46 -1.113523279395556358e+02 5.982049341765056649e-01 1.560611917750330813e+00 6.999688761313387353e-01
8.101729160564398171e-46 -1.109234707100848425e+02 6.161650820905923975e-01 1.487284882079932480e+00 7.227027308290628893e-01
1.063181186351981665e-45 -1.106491975996435997e+02 7.774153997399440019e-01 1.093042157559879657e+00 7.556008153112769854e-01
2.886599571869051338e-45 -1.096478839419645510e+02 2.927208224688659488e+00 1.053852668027774220e+00 5.611946880770007917e-01
4.393947391386967720e-45 -1.092252351315379855e+02 4.520643336301192861e+00 1.005789746721629241e+00 6.270549559254740002e-01
5.643352556337077154e-45 -1.089724848188072457e+02 8.729936723787481423e-01 1.207683228217500071e+00 1.360216069469200040e+00
9.215730304817175309e-45 -1.084795512928740635e+02 9.066502074481543882e-01 1.792491313517152740e+00 1.205603583335791207e+00
