"Mphi_mean","Mphi_stdev","Mphi_median","Mphi_errlo","Mphi_errup","g_mean","g_stdev","g_median","g_errlo","g_errup","si_mean","si_stdev","si_median","si_errlo","si_errup","norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup"
8.123995235409811499e+00,1.227648348767471553e+01,5.434993453078323711e+00,3.749785735984467183e-01,7.330752049273301374e+00,1.194557649603583682e-01,2.224621523764493125e-01,3.408186522367044613e-02,1.436867809597580994e-02,8.200840559025653065e-02,2.496832534917075463e+00,2.856967016318721075e-01,2.420798970451356613e+00,2.224212103838573817e+00,2.863285761600913304e+00,9.064928424140287433e+00,2.785303474946470459e+00,8.096914212529922494e+00,7.088121081572613669e+00,1.132780159899956551e+01
