Mphi g si norm
7.358087846686957034e-01 3.024658175702106197e-02 3.081849082397101203e+00 1.310857578642112742e+01
9.829229964015235854e-01 8.755240318837342883e-04 2.575986877656248009e+00 8.936579627387359892e+00
6.986937997783039533e-02 2.153655457160571357e-02 2.727575275954701617e+00 1.050853639008154339e+01
7.582407913993717274e-01 1.782341043864506952e-02 2.706507807762283502e+00 8.024097280679084676e+00
5.859157433000448112e-01 3.595949514741964004e-02 3.129378066406621528e+00 1.630435226328336995e+01
7.123935630767213034e-01 6.504197643743858974e-04 2.624777990465605448e+00 6.823708867455025029e+00
6.656691919078024100e-02 2.218604436103700436e-02 2.827363711517159928e+00 1.223596462104304905e+01
1.823623999257198425e-01 2.025134426792586650e-02 2.621119500441476902e+00 9.258103312457617307e+00
8.391760856940765345e-01 1.556640592140286867e-03 2.583609968721989780e+00 7.060623873189989297e+00
7.056533402122190379e-01 2.896550418966313892e-02 3.104279170664388410e+00 1.108684997504445668e+01
7.114950745067230020e-01 2.582884055598245326e-02 2.979745641893743358e+00 1.022300317915742163e+01
8.421790894534961769e-01 4.208381625611482294e-04 2.554938761326860153e+00 6.670195942772034314e+00
4.956005869116896179e+01 6.929377228722458648e-01 2.069163391160285581e+00 1.720005535835431942e+01
7.144371207234289756e+00 2.702835665459396228e-02 2.321467501410244605e+00 7.296492262734044942e+00
6.617724414586561021e-01 2.067879427968800921e-02 2.653834773189680085e+00 8.493308889881483026e+00
6.574828527128968592e-01 3.101752771112367343e-02 3.107866596492048661e+00 1.387913043459806417e+01
4.756016217527832268e-02 2.148271330868994911e-02 2.936830235361608921e+00 9.122248485293708242e+00
9.121372977595332276e-01 8.902374198042590364e-03 2.648576989153844430e+00 7.379612096987272274e+00
4.894980793047330747e-02 2.587548167691456485e-02 2.901545662713994389e+00 1.614881648292558580e+01
7.607614728665365034e-01 1.772845805926864457e-02 2.555764233201566427e+00 9.686445945742397257e+00
7.305262520527727732e-02 2.254618871361337845e-02 2.904200801322665448e+00 9.931861214514793090e+00
