"Mphi_mean","Mphi_stdev","Mphi_median","Mphi_errlo","Mphi_errup","g_mean","g_stdev","g_median","g_errlo","g_errup","si_mean","si_stdev","si_median","si_errlo","si_errup","norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup"
9.552575835284963901e+00,1.333253128493895545e+01,6.013856787533544690e+00,2.387884433180386679e-01,1.863506516655720446e+01,1.379814205394663817e-01,2.373700097544038656e-01,4.444204669975863886e-02,1.660775709533693703e-02,3.052789002264015283e-01,2.450956906403745084e+00,2.720449136188257122e-01,2.394673151643049280e+00,2.190489977179655323e+00,2.804174138235072888e+00,8.764610432492810688e+00,2.459927571304740379e+00,8.014577493331492164e+00,7.079438137724163305e+00,1.021607602077669341e+01
