Mphi g si norm
7.073530069079740024e+00 8.101207706663871022e-02 2.266643736508891394e+00 1.175460907585188508e+01
7.190136931883548854e+00 8.914536562309290091e-02 2.203711440408465450e+00 1.427399696367071869e+01
5.552937142073532506e+00 4.902206611174870360e-02 2.348675677113338800e+00 1.023685887870246880e+01
1.962516778834644882e+01 3.341435839368050997e-01 2.120595294073952086e+00 1.782638560905353486e+01
6.807415167997997507e+00 8.110024943443171208e-02 2.242944645909758616e+00 1.295926889148929817e+01
7.141866942052871536e+00 9.812150535681737895e-02 2.021107843235855572e+00 1.679593462251690994e+01
6.605181694989929575e+00 8.682620674314620035e-02 2.144961330074628858e+00 1.572066397145130701e+01
3.056738063672336803e-01 1.873132570021280446e-02 2.930285742793905079e+00 9.397712549729634546e+00
7.433871281848471568e+00 1.145894487772455145e-01 2.055732008218843720e+00 1.908000657209703022e+01
6.210102939519666521e+00 7.491387635791420252e-02 2.196660416175382657e+00 1.305902590008802022e+01
3.742458380338939961e-01 7.799723173233894837e-03 2.649664717922142199e+00 7.094518202886377800e+00
5.801577842033008720e-02 1.530997569631526410e-02 2.847920290961183820e+00 1.006465458273473956e+01
3.320910284721135253e-01 1.485701967391401916e-02 2.763054624667806269e+00 1.077545450227749946e+01
6.871070354748669118e+00 6.014493276532480170e-02 2.285032268893468554e+00 1.019944054443324433e+01
3.329133039350976597e-01 1.155213699224658802e-02 2.685240602950447197e+00 7.988171336843164383e+00
6.850183285825856672e+00 6.077216328542098256e-02 2.261619079147540123e+00 9.883134857689380937e+00
7.053314088488742861e+00 7.318869286740947722e-02 2.076594115598533463e+00 1.258280621241244290e+01
7.488837678017953969e+00 9.840213183588528145e-02 2.057477258824630173e+00 1.594079239140578785e+01
3.493417910962697270e-01 2.875385901997892877e-03 2.608252924530941819e+00 6.895287679002264802e+00
6.016624520705861734e+00 3.411319328641157500e-02 2.353903124108135181e+00 8.231368238642318147e+00
6.534920509302072134e+00 7.602468698285948234e-02 2.283496309950403536e+00 1.072167455726796703e+01
7.288819368809373422e+00 9.314170575566146915e-02 2.080363362516792769e+00 1.655261659122757578e+01
7.202623905271626548e+00 1.012470974114296901e-01 2.060053460567152328e+00 1.540896075541018284e+01
3.041980881797239356e-01 2.125771995448339988e-02 3.001308999774181530e+00 1.766130522132444725e+01
3.078556630436658087e-02 1.787265598490516902e-02 3.046894593153554709e+00 1.398969493422800525e+01
2.808837610630629533e-01 2.364322539274016019e-02 3.223294366228236285e+00 1.635775329201899808e+01
2.780818958583974876e-01 1.620200327050524969e-02 2.940375734545904507e+00 7.647184633866592307e+00
3.295718007243168823e-02 1.722265754459410478e-02 2.899629208767796840e+00 1.363303616515509731e+01
7.237411502424465404e+00 7.525149775609069058e-02 2.285681199858594859e+00 1.173193484772562201e+01
7.370819581701644196e+00 8.935585186852716688e-02 2.125994176287185233e+00 1.309262849193575562e+01
2.134564345636917881e-01 1.344219100913739834e-02 2.598250473376090497e+00 9.334627035980842535e+00
4.046795015727235878e-01 9.957632242944079032e-03 2.661732750613427179e+00 7.632023622721193057e+00
3.843651475646785998e-01 1.219653559643743470e-03 2.550681676769637196e+00 9.067555407907837761e+00
6.593330762314242754e+00 7.650426029891707613e-02 2.115145690590313432e+00 1.258670105266147665e+01
3.269950744798426623e-01 1.476100333151315024e-02 2.719279763471534217e+00 1.045664973768659323e+01
2.136944517988494940e-01 1.673546973700388088e-02 2.817045469389044321e+00 9.486185766600586433e+00
4.118936593572845339e+01 4.796305219075951976e-01 2.219969806550918356e+00 1.089527508459879890e+01
8.106125610476032861e+00 9.027733462555619093e-02 2.076893584082887489e+00 1.433684052793338815e+01
2.538089999353827508e-01 2.043967672638664912e-02 2.877736036512370532e+00 1.536030282316352569e+01
6.388274505953092763e+00 5.993727944855718748e-02 2.315623722014959807e+00 1.094853451274804534e+01
6.928654895359382948e+00 8.039726828559730365e-02 2.188279797684596240e+00 1.269404538977881813e+01
6.922745652203587063e+00 1.045110279434871559e-01 2.007270526860572613e+00 1.898494609667215016e+01
3.301955137092927456e-02 1.584175276459704948e-02 2.893693130831906046e+00 1.225381642513946012e+01
5.786306047289678567e+00 3.728416008367419626e-02 2.353601911230184474e+00 8.874345383190272329e+00
2.370987957748348085e-01 1.430857367866898711e-02 2.791224723845186162e+00 8.778980763078173766e+00
7.052728620544859162e+00 4.049608269763722845e-02 2.355066009344752853e+00 1.099200830186387634e+01
3.459353399529849216e-02 1.877725285912263883e-02 3.024728718788256110e+00 1.493661293774034071e+01
2.957680610076242056e-01 2.088951016991591123e-02 3.154532973768482407e+00 1.294861652823307097e+01
7.311260332164078335e+00 6.930808267707289083e-02 2.310003024623737744e+00 9.975866657730641407e+00
6.930542584088234648e+00 9.544168506460927459e-02 2.090890473614671397e+00 1.879933007535997191e+01
6.692631738414127618e+00 7.838265911281583342e-02 2.179294285102003847e+00 1.264044064338993856e+01
6.511754323583051729e+00 3.375074999544789428e-02 2.369709435773212025e+00 8.450544282514728778e+00
5.796826398025605620e+00 4.480040452269670043e-02 2.292647897603961926e+00 1.001899360125691807e+01
7.617740488470468863e-02 1.615776330099261138e-02 2.866206663997673765e+00 1.145523206914656456e+01
2.534114544519727730e-01 1.513999630014891198e-02 2.656731306590740083e+00 9.904397064200958667e+00
6.724114262674953046e+00 7.215074853031222535e-02 2.210466106561726818e+00 1.363198750814659554e+01
3.799110266584345141e-01 1.738802169724136234e-04 2.557248752060888641e+00 7.884299721096148517e+00
6.233577837848448766e+00 7.320179018830384743e-02 2.174265749144769888e+00 1.280286115238344991e+01
2.667349262866132165e-01 2.031353022110721912e-02 3.077219908914841096e+00 1.269834477033408682e+01
2.562289032391160126e-01 2.429263923683062931e-02 3.225433892678764458e+00 1.559645323182089349e+01
2.136944517988494940e-01 1.673546973700388088e-02 2.817045469389044321e+00 9.486185766600586433e+00
3.022535036197084857e-01 2.175461411171209294e-02 3.127655175266218723e+00 1.279697435280170481e+01
7.281895949979104721e+00 8.000911834734829309e-02 2.249506411616330137e+00 1.053285759019481915e+01
2.816928883641631187e-01 2.295654331336506940e-02 3.170177469905027134e+00 1.388865013089147205e+01
6.377327101734542758e+00 4.026069216447217269e-02 2.339654002746837325e+00 1.021759296569439712e+01
2.708479145053324100e-01 2.403588845714507011e-02 3.220465065951700900e+00 1.518935607716179348e+01
3.173429736735476903e-01 1.648605094577977256e-02 2.845655594149703482e+00 9.877284848054644684e+00
2.500260526817946194e-01 2.200858423058407731e-02 3.123396777538199665e+00 1.592971908948364934e+01
3.030631047597147631e-01 1.738190568197258562e-02 3.006439375790849411e+00 7.663060099553564264e+00
7.219510359152666368e+00 1.012716014132025860e-01 2.015355881368876556e+00 1.949747986712192827e+01
2.736248374503275071e-01 2.421976772003356371e-02 3.014371547582152200e+00 1.936673043834933594e+01
6.440371655893750358e+01 9.992052635767950663e-01 2.171084220786106744e+00 1.792167505060043098e+01
6.798712071810279589e+00 4.762801969464396101e-02 2.301014820412844664e+00 9.124834047487695443e+00
7.070682523305768186e+00 8.517438484246954433e-02 2.179369629654421381e+00 1.252514213625095252e+01
5.133105864989913947e+00 1.827455298457911778e-03 2.456772633501249192e+00 8.012959243528335662e+00
2.205572533244591904e-01 1.815511792996684498e-02 2.891426866838062715e+00 1.256842992308137141e+01
3.243169852743120751e-01 1.746857111470927898e-02 2.935416333085627549e+00 1.050949263305900239e+01
5.796826398025605620e+00 4.480040452269670043e-02 2.292647897603961926e+00 1.001899360125691807e+01
6.535854476654213485e+00 8.918127446683299375e-02 2.110226902769672730e+00 1.714761263044417916e+01
3.119423627716686465e-01 1.913980454746138163e-02 2.991520246044419906e+00 9.676377026063747167e+00
6.498542563062767452e-02 1.514591910754948048e-02 2.807860935326262908e+00 9.511031912129107369e+00
3.034937269293703221e-01 1.811285051282303729e-02 3.015927104971178885e+00 9.753304377340509035e+00
4.194049180250684072e-01 2.959964673313205362e-04 2.659438845977412313e+00 7.898929284861943678e+00
2.998841149550184326e-01 1.754482941541323296e-02 3.038113881122174842e+00 8.813964532498435034e+00
3.104242142117853986e-01 2.103706425567896179e-02 3.100838627304439932e+00 1.117300189637049002e+01
