"Mphi_mean","Mphi_stdev","Mphi_median","Mphi_errlo","Mphi_errup","g_mean","g_stdev","g_median","g_errlo","g_errup","si_mean","si_stdev","si_median","si_errlo","si_errup","norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup","mntot_mean","mntot_stdev","mntot_median","mntot_errlo","mntot_errup"
3.580041821485572040e+00,1.034237046300439467e+01,6.494638698686485689e-01,3.906058500230589203e-01,5.895588295729264239e+00,4.768361048573513394e-02,1.211961753947258941e-01,2.232374489509501500e-02,1.174673699663390455e-02,3.313477401461837474e-02,2.763813488729154333e+00,2.968983193439698742e-01,2.814455932728780141e+00,2.426510774889468980e+00,3.059143737865232637e+00,1.109701349591948194e+01,3.519970990319888138e+00,1.015730173713961726e+01,7.701510497447364934e+00,1.526287448930593449e+01,1.257127460591075108e-01,1.267218102433275394e-02,1.257252527286239208e-01,1.125952904170486046e-01,1.396908160155909406e-01
