norm si1 si2 E_break
2.131096445780556792e+00 2.028706525227253810e+00 2.786463260709874046e+00 3.372422821763559477e+04
2.774168675024589970e+00 1.072822570518441543e+00 2.775438882276120900e+00 2.540990190067929143e+04
2.902774932956590170e+00 1.347183720463593248e+00 3.195300486154128539e+00 4.653795075308391097e+04
2.088606009047242917e+00 1.298993866169070976e+00 2.995453175278667501e+00 3.270430467620413765e+04
2.479388814418670428e+00 1.368912077132284022e+00 2.940708706285217744e+00 2.833924425006023012e+04
2.334758982773097014e+00 1.824811712812569375e+00 2.760166758813720200e+00 3.413662376848570420e+04
2.016705601634022127e+00 1.809446103544564810e+00 3.088086842244710528e+00 4.033813036166672100e+04
2.282770271035128751e+00 1.984785838676628389e+00 2.606978791741129786e+00 2.202495044368126401e+04
3.077226112298371064e+00 1.488310407155402304e+00 2.892259497615774055e+00 3.573339851175242802e+04
2.878794304444084240e+00 1.681300563954253979e+00 2.856786675257764863e+00 5.144985734381614020e+04
2.297302920245192670e+00 1.400046948142695813e+00 2.824015553692953429e+00 3.197021620725831599e+04
2.714350512378246982e+00 1.963539478140972738e+00 3.052681018275216651e+00 5.772808926951238391e+04
2.693741891113619058e+00 2.000612071335097220e+00 3.061694272063375521e+00 5.570485125009452167e+04
2.554727160371683681e+00 1.406902410290429062e+00 2.848207884129766221e+00 2.847287350105639052e+04
1.985600511368917687e+00 1.165557359509544311e+00 3.034110729245259819e+00 2.811328658094825005e+04
2.229943134219414702e+00 1.678347912695312028e+00 2.673663663401657953e+00 2.313591810241409257e+04
2.439984622542417547e+00 1.736657243356589220e+00 2.935033154335439320e+00 3.414682200745516457e+04
2.176877321325242587e+00 1.396950906956849092e+00 2.774783142705297578e+00 2.530108196935949672e+04
3.063554334023089964e+00 1.851746523591489391e+00 3.077806622182690965e+00 5.110138790380253340e+04
2.241444686934795261e+00 1.425750021081762409e+00 2.910962342033194261e+00 3.232483895116657732e+04
2.331687192461301628e+00 1.199144868632321392e+00 2.867342363890408308e+00 3.101943552783131963e+04
