Mphi g si norm
5.984255154828289847e+00 8.428574446945903687e-02 2.212339272528668577e+00 7.409191580823930146e+00
5.446577585707539804e+00 4.004870596964496543e-02 2.442378617797495099e+00 6.920881438378736483e+00
5.693322171517093189e+00 1.056717785573623863e-01 2.079235585648739892e+00 8.096598891053035985e+00
6.002921217113845742e+00 1.099787655260329594e-01 2.067349504240949543e+00 8.738510632461965244e+00
5.545818256012899461e+00 8.437698039767313474e-02 2.330841593895732977e+00 8.510710123593270282e+00
5.805491368805705932e+00 9.288254533263642920e-02 2.221176023378906628e+00 8.466199271759327516e+00
6.086681958675038473e+00 1.007604585184367629e-01 2.175120184777936228e+00 7.294300294588423661e+00
6.403457824381662888e+00 9.848476287926345718e-02 2.189591635341968878e+00 8.884260474827019749e+00
5.693545805484342637e+00 9.475200152000838594e-02 2.121526586004978121e+00 7.182225540507963579e+00
4.623261500888219189e+01 9.656338644217099532e-01 2.073372322627249353e+00 7.490837008379179096e+00
5.789382237228847927e+00 9.283579862000901350e-02 2.123589438893223935e+00 7.515204019355425480e+00
5.855621125654113079e+00 1.103199111578714170e-01 2.102170191204558503e+00 6.854992076336702489e+00
5.649668270252775848e+00 9.010287903317844294e-02 2.220325375134417190e+00 7.145155152042672597e+00
6.454013063185914056e+00 1.130673629999288526e-01 2.100976486685587563e+00 8.131278664278930535e+00
4.994126774835573990e+00 6.393534876697638814e-02 2.241154280661576959e+00 8.786872241755649071e+00
5.917000136850488090e+00 9.979718750063656940e-02 2.120480226134858981e+00 7.808177615403129046e+00
2.429176258825218682e+01 5.138882025251637620e-01 2.079809730709414772e+00 7.283457750259296759e+00
5.658498977417927733e+00 5.687682768010331874e-02 2.446900540631224530e+00 7.215775631741790264e+00
6.056572210873825135e+00 7.820681235183628288e-02 2.366585801572940184e+00 8.911281363573134939e+00
3.030593221492208778e-02 1.145891929985521154e-02 2.662050127521720988e+00 9.783404643531744327e+00
6.015176457313853753e+00 7.643933541984646030e-02 2.365814620956345316e+00 6.761728684982525550e+00
6.494821997327222540e+00 1.108328532192250637e-01 2.154019390618016505e+00 7.596804176551009924e+00
4.991502186087889648e+00 5.868296077429319829e-02 2.227525047951104398e+00 8.637808396851205828e+00
5.763068987756087225e+00 1.200806903502991685e-01 2.028208767672821988e+00 8.184207920567677874e+00
6.248809467554862884e+00 1.058185986414370422e-01 2.145955288337525246e+00 7.451914069605876101e+00
5.853344222006374054e+00 6.666590865905745733e-02 2.315437688210086442e+00 6.912271425188460050e+00
5.267658588674726694e+00 8.468870375177638132e-02 2.300223798317537316e+00 7.879293911928623828e+00
6.273967452416067125e+00 8.025307876145476582e-02 2.281548642116538073e+00 7.597800237371634680e+00
5.373854987306650344e+00 7.948361753631448534e-02 2.212966370460783594e+00 7.777128575087947304e+00
6.353513048595108792e+00 1.178427394754473639e-01 2.039596143207151879e+00 8.209133908959717729e+00
5.322858152102691420e+00 7.476076048421004261e-02 2.165080813080070943e+00 8.109586099809025228e+00
6.426275802664674686e+00 1.184233819007303873e-01 2.039750373524458205e+00 6.840023670600901440e+00
2.745269695774731344e-01 2.643190882223996757e-02 3.042498849218616463e+00 2.072780836534666093e+01
5.356629111785907504e+00 7.173636970785360334e-02 2.006457659380436187e+00 7.086927261039545733e+00
2.785641544699070105e-01 1.995189996861389259e-02 2.971613160713746815e+00 1.021809133617590248e+01
6.109653702596126834e+00 8.251549319529344340e-02 2.207364275963762168e+00 6.735296446450032448e+00
5.130434644258947685e+00 8.318003696413335535e-02 2.050445544455993474e+00 7.110330520423943312e+00
6.162829538782116146e+00 9.520851627152199237e-02 2.064951168692668926e+00 7.105295355410230052e+00
5.492583963267499314e+00 4.442414865101640409e-02 2.428911013935775465e+00 7.639248347447880505e+00
5.904035759579761233e+00 9.824832401444993923e-02 2.066589811138653143e+00 6.416297263719322963e+00
6.249052598932440361e+00 1.254288144351591305e-01 2.001438268162150536e+00 6.439011217073818294e+00
5.847871968823480593e+00 8.977455152070057398e-02 2.201300597170733564e+00 8.151949239196005337e+00
3.504443334634376583e+01 5.890340867788173007e-01 2.255402365933024011e+00 8.474607218910563233e+00
5.190260414582173354e+00 5.802084865192893431e-02 2.241361463637519869e+00 7.782673692247622732e+00
4.972018725362750580e+00 5.395044702570384737e-02 2.266768573069011694e+00 8.323236950214216279e+00
5.691628171556641469e+00 1.010814590745500868e-01 2.042427330177399636e+00 7.130558641201381498e+00
6.244682000543111400e+00 8.139847004136069319e-02 2.321312577755219930e+00 6.927743605781185643e+00
5.171773975693680470e+00 5.126130472365611479e-02 2.417590942812614774e+00 7.094796359543231290e+00
5.791293233218299363e+00 1.023638200523833558e-01 2.121766539933193307e+00 8.284381243481691470e+00
2.763432350925357772e-01 2.065637589747823868e-02 3.039375593378592644e+00 1.128613071704519655e+01
6.179371543697919300e+00 8.342644172950233750e-02 2.270609827295529293e+00 7.945386124921566484e+00
5.820801264428837385e+00 9.643345715792722705e-02 2.189082900998378989e+00 7.287082950170205464e+00
5.763423919732725942e+00 1.006074155238191742e-01 2.056905173181674762e+00 6.741555866908899297e+00
6.136670072606576376e+00 1.066331121250641556e-01 2.197072471239883917e+00 7.651668254697810312e+00
6.134525788240944522e+00 1.094529094703587391e-01 2.073056644239918977e+00 5.794428917059576634e+00
5.767898581278480208e+00 9.571837925925186230e-02 2.174258216868937943e+00 7.619426609661542393e+00
5.667664847766020308e+00 6.511684317439707381e-02 2.250324212831528392e+00 6.931833568872531437e+00
6.653508054307691211e+00 1.132377173562353206e-01 2.161625500711543246e+00 8.196375592082286943e+00
5.522497157874234119e+00 9.489246140678130048e-02 2.029486092135974751e+00 7.517727436477874114e+00
6.817892547561114902e-02 1.804071986829250407e-02 3.058616035346878093e+00 1.072006094013768163e+01
2.830982465866355158e-01 2.474626959075158783e-02 3.036198372031296167e+00 1.775402937872508247e+01
6.259660147878793879e+00 8.003706218048130261e-02 2.346080707770204832e+00 7.346918857310276607e+00
6.350040288596420446e+00 1.123830865414969099e-01 2.055461523288581116e+00 7.036964532897084013e+00
6.409686434179058701e+00 1.250409622883889571e-01 2.088735264179197859e+00 7.420759024206855514e+00
5.643037720383300204e+00 1.031475852487547806e-01 2.076418630965900736e+00 6.504002997982207823e+00
6.183127559802956696e+00 9.338979243315838341e-02 2.122013507270291477e+00 6.520008944244498394e+00
6.897285291073367297e+00 1.241675741228258217e-01 2.010235842635176073e+00 7.587659533250313615e+00
5.341454012949528263e+00 8.682759468707661188e-02 2.070553559655322395e+00 7.225969603992943746e+00
2.862174440922357066e-01 2.162953986834596776e-02 3.081921371431794121e+00 1.296976103976013306e+01
5.971694883420372690e+00 8.683945644969835731e-02 2.255307607554144500e+00 7.518862092602894620e+00
3.015472358316650947e-01 1.797092531383892924e-02 2.841027193643987481e+00 1.077879251314337949e+01
5.569675475381909990e+00 6.156711944127174485e-02 2.310488243736316782e+00 7.283598401025899172e+00
6.422591713711704564e+00 1.024055791029589019e-01 2.183431232267393884e+00 7.371643730621685542e+00
5.888074306167582428e+00 1.068166528958832684e-01 2.084053962718855235e+00 7.544554718379936631e+00
6.168029289069213661e+00 7.937657994432809061e-02 2.336408672435349665e+00 7.609135178753916762e+00
6.603801509993639129e+00 9.117132151797428807e-02 2.154153846159483798e+00 7.691975603109641568e+00
4.994552501360884911e+00 6.715596277568144923e-02 2.234381664915906285e+00 8.104018152989475254e+00
6.376976547927194261e+00 9.206185064940834717e-02 2.253126129552902146e+00 8.563253485225393646e+00
6.030198417360178809e+00 1.071147724458617473e-01 2.051182615751447447e+00 7.004334590062483379e+00
5.891505906101365042e+00 9.315552438249814771e-02 2.299588039021688513e+00 8.501621656338098632e+00
3.934223168486126099e+01 9.722682618797646725e-01 2.109517656894683846e+00 8.339777612075444324e+00
5.903686564073757026e+00 9.969386104607680377e-02 2.177396659700422621e+00 7.167548113915281682e+00
6.856106924196938124e+00 1.313520814246537660e-01 2.094823377399906761e+00 7.157354654621034484e+00
4.028776537513863443e-01 4.907980507954782558e-04 2.614532946273694147e+00 6.613773543301458169e+00
5.503265818012237354e+00 8.959844552402740359e-02 2.065425563383846530e+00 6.783259752995763670e+00
6.110691344032311179e+00 1.013353395597200168e-01 2.102680174489627518e+00 7.057143887070608912e+00
5.569412707669033402e+00 5.851719912755586755e-02 2.320993803780269538e+00 7.242740300635668760e+00
6.375763517334013919e+00 1.179899440532493626e-01 2.172151277990929774e+00 7.241470664776628041e+00
4.007406880090888990e+01 8.835146786285998921e-01 2.051962413187132128e+00 7.438622637421368644e+00
5.680813334294042782e+00 1.086012457972640594e-01 2.078188503025115264e+00 9.481415187267472788e+00
5.358865743660880199e+00 9.101726162898274297e-02 2.084073580214990784e+00 7.593947953313905153e+00
6.477381924393923462e+00 1.012271468008378306e-01 2.154112223165498552e+00 6.991394975129522571e+00
5.923589509266007802e+00 9.294870011110048513e-02 2.099698952870550528e+00 7.460096202563684997e+00
5.813469624222070919e+00 6.034193351172027070e-02 2.272339890012067709e+00 7.558316268870639121e+00
5.817820130875102080e+00 9.376694021468121032e-02 2.155050243294068135e+00 7.484942199855080247e+00
5.622098307306267806e+00 5.808249978960654258e-02 2.370835600640446739e+00 7.487794116198344341e+00
6.714382460212663162e+00 1.196025929826409762e-01 2.087633346267764534e+00 6.794452104395298342e+00
5.487673444168772896e+00 5.574069654241011612e-02 2.286490607719779966e+00 8.887078667714611413e+00
6.006444256921149361e+00 9.821342615292472100e-02 2.100920451328370131e+00 8.083600089437164016e+00
6.494896520142249940e+00 1.070438791407437445e-01 2.052867046828982023e+00 6.355662209944169305e+00
6.188441015307190263e+00 1.145462775900186747e-01 2.026987083171474247e+00 7.704343838351048745e+00
2.839360719082443807e-01 2.275185353667183094e-02 3.148706891824415433e+00 1.417082996547456730e+01
5.880876407456730348e+00 1.016751604741085169e-01 2.077962848409459884e+00 6.665919516772521369e+00
6.360738542916065441e+00 1.090568104716276437e-01 2.133542576476039176e+00 7.206044788819296443e+00
5.879442961435421111e+00 1.000795039219984084e-01 2.277180383247924933e+00 7.563225308260444812e+00
5.319773175309144619e+00 4.668303128397035401e-02 2.482725861327686800e+00 7.456931203877294578e+00
3.006317538658688227e-01 1.383789418299290544e-02 2.607451356396775388e+00 8.754484269231546989e+00
2.744418321831113006e-01 2.686560205916938351e-02 3.151469841732209787e+00 1.938312297056898004e+01
5.819619896221914779e+00 9.244674219378767877e-02 2.182465309039387069e+00 8.433825931264921749e+00
5.795532524132226193e+00 1.218193862176238096e-01 2.050108803914672428e+00 8.183548290214780252e+00
6.995615121556400418e+00 1.108275210766650198e-01 2.168141368705974070e+00 7.625962537711107991e+00
2.220607338059278901e-01 1.804564302861147093e-02 2.837766807604748642e+00 1.131682941159322020e+01
3.113325933574378479e-01 1.866421118264075668e-02 2.923234924459729100e+00 1.000894458481008087e+01
2.966171764167053748e-01 1.947129402025690389e-02 3.013119086954494819e+00 1.208236860668855073e+01
6.371203880699289002e+00 1.299065204975400067e-01 2.038992585852545947e+00 6.886916589859367832e+00
6.782943364115113560e+00 3.638985189108154012e-03 2.500945946426551103e+00 6.179044216207940643e+00
5.928113135655604715e+00 7.076767266192823813e-02 2.431172945917216666e+00 7.342197832216986519e+00
5.664501297619468190e+00 8.952316750202650442e-02 2.169509247821788112e+00 7.383275910741190273e+00
4.755849746693418645e+00 5.373878729389902631e-02 2.223211479734928275e+00 7.172969029415451558e+00
5.422998973651413479e+00 9.265518028453413601e-02 2.068217952731061793e+00 6.527373036631495040e+00
5.894660417926857576e+00 8.054262632593245375e-02 2.226639902678982708e+00 7.617661000286615192e+00
6.754076787590602926e+00 1.069023297211327411e-01 2.063378219629385946e+00 6.490329905560426660e+00
6.047120316017637442e+00 1.096672086141821240e-01 2.105143151277464764e+00 8.001801563956556507e+00
4.604266397508787190e-01 3.063018762447728468e-05 2.618604915315337678e+00 6.367222670451238464e+00
6.554514314032414468e+00 5.249892921674609303e-02 2.435691488794715198e+00 6.800789373507902802e+00
6.711564017489760836e+00 1.445945790245197204e-01 2.004021748296676009e+00 6.975013398614148485e+00
6.239699627077924582e+00 1.115487839120872099e-01 2.042156554399573221e+00 6.637883952580124536e+00
5.825218717900898291e+00 1.036698061674540955e-01 2.063098252233418695e+00 6.481622404564840068e+00
5.580645719623891665e+00 1.004519282016950871e-01 2.073910668999910722e+00 7.663304099280595416e+00
5.490336232646095382e+00 6.934072493976077556e-02 2.287861281980427819e+00 9.020156536885474807e+00
2.573887782250639522e-01 2.465422831334547092e-04 2.545828055967724879e+00 6.738248626712634248e+00
2.927520448475496306e-01 2.000526024420588855e-02 2.854513962953484807e+00 1.329340917712065284e+01
6.161691192496000724e+00 1.139642600395522204e-01 2.146424541811754683e+00 6.937135542972829860e+00
3.683451414504181759e-02 1.573303089430733159e-02 2.858909565705275213e+00 1.188729399268396136e+01
6.761212696329517158e+00 1.164688691306658419e-01 2.041240511871134977e+00 6.423947046748728518e+00
6.344475066403269636e+00 1.231257239487484473e-01 2.046186156896824926e+00 7.171834356364717777e+00
5.369895010712795624e+00 8.054662289235710315e-02 2.261576572746600178e+00 8.113610018914856781e+00
5.944365233747565647e+00 9.693170226498427910e-02 2.254487446782508897e+00 6.676028583947969608e+00
5.715992226977591351e+00 1.083460106664847766e-01 2.080336497974982990e+00 7.870436279721008788e+00
2.280023347631084385e-01 2.339751625989418965e-02 2.905695664723142002e+00 1.627864754331903896e+01
3.026460829058840729e-01 2.982380063051061629e-04 2.500703923812106488e+00 7.372140224299050359e+00
5.909472779544240773e+00 9.861335008135861668e-02 2.040417134693696344e+00 6.647706105574525459e+00
3.381274575399836196e-02 1.162805059841747098e-02 2.678472964496518394e+00 8.948210229077027122e+00
6.665354335996351409e+00 7.894933339668999683e-02 2.361810971732683839e+00 7.951885570495308642e+00
6.427040278031983078e+00 9.297544495073239990e-02 2.275534329901970132e+00 7.747418741061998126e+00
2.725391048342100664e-01 2.250773730994388988e-02 3.051450098492484386e+00 1.225749308866083886e+01
5.999386093166215517e+00 8.119654610490269209e-02 2.239957162444278005e+00 7.656096190618200126e+00
5.613942785929387114e+00 9.902047694850595050e-02 2.019485934184239273e+00 7.929026449535912846e+00
5.393083651622223584e+00 9.196774191703110946e-02 2.080862199586622996e+00 8.211163562382214565e+00
6.208026263854566906e+00 9.467709298809062757e-02 2.181702639241805741e+00 7.606658846466809010e+00
6.093270025483744412e+00 1.131511431383609434e-01 2.027155574307248465e+00 7.215261856714324296e+00
5.124654212168043621e+00 6.531763479930016714e-02 2.281471883668353406e+00 7.401630408975447217e+00
5.881638396959053772e+00 5.369676248655583933e-02 2.368157967606830283e+00 7.399201978655269407e+00
5.291590346291425995e+00 1.005017668564857775e-01 2.098001548609979672e+00 8.439772158072086583e+00
4.941905471195980226e+00 7.173173670253459033e-02 2.140641039806258306e+00 8.068754560116161656e+00
5.124654212168043621e+00 6.531763479930016714e-02 2.281471883668353406e+00 7.401630408975447217e+00
6.337587096986763591e+00 9.165694505461810526e-02 2.226817752010989526e+00 7.653354536767271732e+00
6.351249796798043301e-02 2.459787739237721468e-02 3.049446634090762220e+00 2.868510066725428231e+01
5.719101352253339599e+00 1.021008796427917004e-01 2.079088489583419630e+00 7.501933580691393821e+00
6.466490285316625730e+00 1.035083800710368679e-01 2.065193876685145646e+00 8.035986372802170763e+00
6.464924671165504400e+00 9.023777515493103252e-02 2.356557174437621249e+00 7.284447411242448212e+00
5.086861514517880600e+00 7.995994451456257812e-02 2.145578738550902642e+00 8.252708435810308885e+00
5.812721686832399648e+00 1.058298547251308730e-01 2.029124144289061960e+00 6.667450851227372688e+00
5.485849728724862651e+00 6.591474997703873628e-02 2.423683595537738711e+00 6.999191324378625900e+00
