"norm_mean","norm_stdev","norm_median","norm_errlo","norm_errup","si1_mean","si1_stdev","si1_median","si1_errlo","si1_errup","si2_mean","si2_stdev","si2_median","si2_errlo","si2_errup","E_break_mean","E_break_stdev","E_break_median","E_break_errlo","E_break_errup"
2.169579002536504486e+00,2.011892110693599689e-01,2.165696701583953665e+00,1.970325421026423829e+00,2.370613817725765848e+00,1.651148733470359842e+00,4.125462976696258055e-01,1.604667816257071777e+00,1.178790049516882377e+00,2.142622692378066240e+00,2.517353716891247206e+00,6.083855183878246475e-02,2.517099420458763781e+00,2.456784795385873910e+00,2.579098256977512715e+00,4.317807202707410397e+03,3.609995208825143891e+03,3.695439593067078476e+03,3.173689436422527024e+02,8.904322277936038518e+03
