Mphi g si norm
4.915951450453968086e+00 4.416034161468832334e-03 2.392239385617537906e+00 6.807900970652148942e+00
4.356978717593084305e+00 6.526522058818253532e-04 2.504920449092471468e+00 8.109823228747927715e+00
2.129894627986492850e+01 4.065920823990014643e-01 2.144085450383323543e+00 9.149292511794349991e+00
1.951144519908472930e+01 2.444563228647354258e-01 2.410772291377157206e+00 8.041999329264861274e+00
3.011429956137165465e-02 2.299887362977765665e-02 3.074449616030171306e+00 1.034677209410068599e+01
7.832602945269276917e-01 1.395366361861893889e-02 2.586908955858060022e+00 7.861584955319480095e+00
4.858120146951999452e+00 3.480593326364504574e-03 2.422204011220612241e+00 7.934596289040894312e+00
5.050542309921863371e+00 4.380284512861855328e-02 2.347272897226829969e+00 7.626954483488928460e+00
5.886030312607473114e-01 1.896821813793121356e-02 2.771152849378111238e+00 7.424100010152746343e+00
5.499663243240835442e+00 5.329457549640144454e-02 2.315154121297404721e+00 8.749289591738790506e+00
3.250329372888598189e-02 2.137293391496906253e-02 2.952234543147377988e+00 9.580172494639512593e+00
2.331040582486980739e+01 4.680204758071117022e-01 2.061346719566207852e+00 7.915433472144449034e+00
1.091846999216191105e-01 6.601857623618082125e-04 2.569096912049362302e+00 6.645310575603930126e+00
5.884581879925150361e+00 5.187374929219940034e-02 2.462736261331220255e+00 6.402898477238326613e+00
3.754970108082857083e-02 2.323195212556291092e-02 3.007699350622069723e+00 1.231930497709543637e+01
5.472093087790005583e+00 1.009760447329565705e-03 2.350053223418282933e+00 7.582392810678467043e+00
6.281471726440125636e+00 5.886520140788201183e-02 2.414806196940356919e+00 7.972086038102054850e+00
5.589700542151638807e+00 2.227661765308623296e-02 2.443449390122040654e+00 7.632118612774783095e+00
7.092752461779034956e-01 2.387914854000106057e-02 3.003884855733830683e+00 7.358550817256793053e+00
3.093193589754968109e-02 2.094392167893654316e-02 2.865181711255690544e+00 1.197520940980250970e+01
1.062565579530818233e-01 1.840326244667376404e-02 2.720326828678734099e+00 8.570582681245571877e+00
5.468759487480581605e+00 4.700476100439041072e-02 2.372565974990491267e+00 8.656151014096963081e+00
5.434857394360514959e+00 2.453848834863870537e-02 2.443018354834161077e+00 6.933505005353032935e+00
9.997771671697179841e-01 1.317104457779711205e-04 2.595498747345556634e+00 7.936082870734052719e+00
4.571852322211519493e+01 8.237798187736380395e-01 2.160734981308154445e+00 9.178990712361501991e+00
6.410732629734407162e+00 6.976970670588227008e-02 2.210367960560742251e+00 8.789283029779149103e+00
5.600928320589808607e+00 5.217386983834448183e-02 2.405446157392411077e+00 8.345702222575337004e+00
2.636671596082474522e+01 5.113873503616296334e-01 2.265876486290240521e+00 8.658994676500782361e+00
3.574858573155193397e+01 6.318298486458674423e-01 2.216480710752133820e+00 8.222684954911805733e+00
6.506082041175054176e-02 2.325043781072741456e-02 2.930568529107304698e+00 1.223607331186628677e+01
2.513490375724274983e+01 4.352644859656981668e-01 2.187552347850574286e+00 7.893236838409862344e+00
6.057645126660302637e+00 6.121576486633199810e-02 2.344695031724140399e+00 6.885402419245002292e+00
1.253753998459866814e+01 1.533930680094045451e-04 2.531766517271848205e+00 7.087049529369750189e+00
8.462588624576593332e+00 5.045285114891333994e-02 2.362848210852323660e+00 8.538849532892749394e+00
3.449992769732111952e+01 5.611709742917518895e-01 2.141147480275571890e+00 7.019402790284868132e+00
7.098573717300694641e-01 2.325025365921070883e-02 2.767129190719225917e+00 9.122744928286039112e+00
3.748219478066057431e-02 2.026290222399527649e-02 2.862006576410824898e+00 1.100788692634519172e+01
6.419668233952332548e-01 2.958885765145003593e-02 2.849992644905594119e+00 1.266407056260535846e+01
8.658935643351073352e-02 2.773759827440088963e-02 3.122035121430553062e+00 1.270799599393320101e+01
5.421509897658894239e+00 3.476116938709763321e-02 2.465169976629512760e+00 7.071371998764767852e+00
6.514433710952274859e-02 2.712186161953119429e-02 3.040647500766445077e+00 1.667059246383449178e+01
5.805211745981759819e+00 5.045429267358451930e-02 2.344627566025869747e+00 7.855205351973550520e+00
5.721502610142898071e+00 6.154173658676933417e-02 2.353472969756822852e+00 7.516109765703903101e+00
2.546517836741917229e-01 3.103840623897772405e-02 3.023169714520386187e+00 1.805919967257303327e+01
6.876645838195042382e-01 3.191906340020699701e-02 2.909970313867006997e+00 1.383312808632781810e+01
